货架编号,货架(y),层(z),列(x),深浅位,原材料编号,箱子类型,消耗占比,距离(x+z),物理距离(mm),库位编号
14,14,20,10,浅位,B6T0000000529,E3,0.0548,30,10200.0,14_20_10_01
14,14,20,10,深位,B6T0000000529,E3,0.0548,30,10200.0,14_20_10_02
01,1,21,9,浅位,B6T0000000529,E3,0.0548,30,10200.0,01_21_09_01
01,1,21,9,深位,B6T0000000529,E3,0.0548,30,10200.0,01_21_09_02
02,2,21,9,浅位,B6T0000000529,E3,0.0548,30,10200.0,02_21_09_01
02,2,21,9,深位,B6T0000000529,E3,0.0548,30,10200.0,02_21_09_02
03,3,21,9,浅位,B6T0000000529,E3,0.0548,30,10200.0,03_21_09_01
03,3,21,9,深位,B6T0000000529,E3,0.0548,30,10200.0,03_21_09_02
04,4,21,9,浅位,B6T0000000529,E3,0.0548,30,10200.0,04_21_09_01
04,4,21,9,深位,B6T0000000529,E3,0.0548,30,10200.0,04_21_09_02
05,5,21,9,浅位,B6T0000000529,E3,0.0548,30,10200.0,05_21_09_01
05,5,21,9,深位,B6T0000000529,E3,0.0548,30,10200.0,05_21_09_02
06,6,21,9,浅位,B6T0000000529,E3,0.0548,30,10200.0,06_21_09_01
06,6,21,9,深位,B6T0000000529,E3,0.0548,30,10200.0,06_21_09_02
07,7,21,9,浅位,B6T0000000529,E3,0.0548,30,10200.0,07_21_09_01
07,7,21,9,深位,B6T0000000529,E3,0.0548,30,10200.0,07_21_09_02
08,8,21,9,浅位,B6T0000000529,E3,0.0548,30,10200.0,08_21_09_01
08,8,21,9,深位,B6T0000000529,E3,0.0548,30,10200.0,08_21_09_02
09,9,21,9,浅位,B6T0000000529,E3,0.0548,30,10200.0,09_21_09_01
09,9,21,9,深位,B6T0000000529,E3,0.0548,30,10200.0,09_21_09_02
10,10,21,9,浅位,B6T0000000529,E3,0.0548,30,10200.0,10_21_09_01
10,10,21,9,深位,B6T0000000529,E3,0.0548,30,10200.0,10_21_09_02
11,11,21,9,浅位,B6T0000000529,E3,0.0548,30,10200.0,11_21_09_01
11,11,21,9,深位,B6T0000000529,E3,0.0548,30,10200.0,11_21_09_02
12,12,21,9,浅位,B6T0000000529,E3,0.0548,30,10200.0,12_21_09_01
12,12,21,9,深位,B6T0000000529,E3,0.0548,30,10200.0,12_21_09_02
13,13,21,9,浅位,B6T0000000529,E3,0.0548,30,10200.0,13_21_09_01
13,13,21,9,深位,B6T0000000529,E3,0.0548,30,10200.0,13_21_09_02
14,14,21,9,浅位,B6T0000000529,E3,0.0548,30,10200.0,14_21_09_01
14,14,21,9,深位,B6T0000000529,E3,0.0548,30,10200.0,14_21_09_02
01,1,22,8,浅位,B6T0000000529,E3,0.0548,30,10200.0,01_22_08_01
01,1,22,8,深位,B6T0000000529,E3,0.0548,30,10200.0,01_22_08_02
02,2,22,8,浅位,B6T0000000529,E3,0.0548,30,10200.0,02_22_08_01
02,2,22,8,深位,B6T0000000529,E3,0.0548,30,10200.0,02_22_08_02
03,3,22,8,浅位,B6T0000000529,E3,0.0548,30,10200.0,03_22_08_01
03,3,22,8,深位,B6T0000000529,E3,0.0548,30,10200.0,03_22_08_02
04,4,22,8,浅位,B6T0000000529,E3,0.0548,30,10200.0,04_22_08_01
04,4,22,8,深位,B6T0000000529,E3,0.0548,30,10200.0,04_22_08_02
05,5,22,8,浅位,B6T0000000529,E3,0.0548,30,10200.0,05_22_08_01
05,5,22,8,深位,B6T0000000529,E3,0.0548,30,10200.0,05_22_08_02
06,6,22,8,浅位,B6T0000000529,E3,0.0548,30,10200.0,06_22_08_01
06,6,22,8,深位,B6T0000000529,E3,0.0548,30,10200.0,06_22_08_02
07,7,22,8,浅位,B6T0000000529,E3,0.0548,30,10200.0,07_22_08_01
07,7,22,8,深位,B6T0000000529,E3,0.0548,30,10200.0,07_22_08_02
08,8,22,8,浅位,B6T0000000529,E3,0.0548,30,10200.0,08_22_08_01
08,8,22,8,深位,B6T0000000529,E3,0.0548,30,10200.0,08_22_08_02
09,9,22,8,浅位,B6T0000000529,E3,0.0548,30,10200.0,09_22_08_01
09,9,22,8,深位,B6T0000000529,E3,0.0548,30,10200.0,09_22_08_02
10,10,22,8,浅位,B6T0000000529,E3,0.0548,30,10200.0,10_22_08_01
10,10,22,8,深位,B6T0000000529,E3,0.0548,30,10200.0,10_22_08_02
11,11,22,8,浅位,B6T0000000529,E3,0.0548,30,10200.0,11_22_08_01
11,11,22,8,深位,B6T0000000529,E3,0.0548,30,10200.0,11_22_08_02
12,12,22,8,浅位,B6T0000000529,E3,0.0548,30,10200.0,12_22_08_01
13,13,22,8,浅位,B6T0000001236,E3,0.0547,30,10200.0,13_22_08_01
13,13,22,8,深位,B6T0000001236,E3,0.0547,30,10200.0,13_22_08_02
14,14,22,8,浅位,B6T0000001236,E3,0.0547,30,10200.0,14_22_08_01
14,14,22,8,深位,B6T0000001236,E3,0.0547,30,10200.0,14_22_08_02
01,1,23,7,浅位,B6T0000001236,E3,0.0547,30,10200.0,01_23_07_01
01,1,23,7,深位,B6T0000001236,E3,0.0547,30,10200.0,01_23_07_02
02,2,23,7,浅位,B6T0000001236,E3,0.0547,30,10200.0,02_23_07_01
02,2,23,7,深位,B6T0000001236,E3,0.0547,30,10200.0,02_23_07_02
03,3,23,7,浅位,B6T0000001236,E3,0.0547,30,10200.0,03_23_07_01
03,3,23,7,深位,B6T0000001236,E3,0.0547,30,10200.0,03_23_07_02
04,4,23,7,浅位,B6T0000001236,E3,0.0547,30,10200.0,04_23_07_01
04,4,23,7,深位,B6T0000001236,E3,0.0547,30,10200.0,04_23_07_02
05,5,23,7,浅位,B6T0000001236,E3,0.0547,30,10200.0,05_23_07_01
05,5,23,7,深位,B6T0000001236,E3,0.0547,30,10200.0,05_23_07_02
06,6,23,7,浅位,B6T0000001236,E3,0.0547,30,10200.0,06_23_07_01
06,6,23,7,深位,B6T0000001236,E3,0.0547,30,10200.0,06_23_07_02
07,7,23,7,浅位,B6T0000001236,E3,0.0547,30,10200.0,07_23_07_01
07,7,23,7,深位,B6T0000001236,E3,0.0547,30,10200.0,07_23_07_02
08,8,23,7,浅位,B6T0000001236,E3,0.0547,30,10200.0,08_23_07_01
08,8,23,7,深位,B6T0000001236,E3,0.0547,30,10200.0,08_23_07_02
09,9,23,7,浅位,B6T0000001236,E3,0.0547,30,10200.0,09_23_07_01
09,9,23,7,深位,B6T0000001236,E3,0.0547,30,10200.0,09_23_07_02
10,10,23,7,浅位,B6T0000001236,E3,0.0547,30,10200.0,10_23_07_01
10,10,23,7,深位,B6T0000001236,E3,0.0547,30,10200.0,10_23_07_02
11,11,23,7,浅位,B6T0000001236,E3,0.0547,30,10200.0,11_23_07_01
11,11,23,7,深位,B6T0000001236,E3,0.0547,30,10200.0,11_23_07_02
12,12,23,7,浅位,B6T0000001236,E3,0.0547,30,10200.0,12_23_07_01
12,12,23,7,深位,B6T0000001236,E3,0.0547,30,10200.0,12_23_07_02
13,13,23,7,浅位,B6T0000001236,E3,0.0547,30,10200.0,13_23_07_01
13,13,23,7,深位,B6T0000001236,E3,0.0547,30,10200.0,13_23_07_02
14,14,23,7,浅位,B6T0000001122,E3,0.054,30,10200.0,14_23_07_01
14,14,23,7,深位,B6T0000001122,E3,0.054,30,10200.0,14_23_07_02
01,1,24,6,浅位,B6T0000001122,E3,0.054,30,10200.0,01_24_06_01
01,1,24,6,深位,B6T0000001122,E3,0.054,30,10200.0,01_24_06_02
02,2,24,6,浅位,B6T0000001122,E3,0.054,30,10200.0,02_24_06_01
02,2,24,6,深位,B6T0000001122,E3,0.054,30,10200.0,02_24_06_02
03,3,24,6,浅位,B6T0000001122,E3,0.054,30,10200.0,03_24_06_01
03,3,24,6,深位,B6T0000001122,E3,0.054,30,10200.0,03_24_06_02
04,4,24,6,浅位,B6T0000001122,E3,0.054,30,10200.0,04_24_06_01
04,4,24,6,深位,B6T0000001122,E3,0.054,30,10200.0,04_24_06_02
05,5,24,6,浅位,B6T0000001122,E3,0.054,30,10200.0,05_24_06_01
05,5,24,6,深位,B6T0000001122,E3,0.054,30,10200.0,05_24_06_02
06,6,24,6,浅位,B6T0000001122,E3,0.054,30,10200.0,06_24_06_01
06,6,24,6,深位,B6T0000001122,E3,0.054,30,10200.0,06_24_06_02
07,7,24,6,浅位,B6T0000001122,E3,0.054,30,10200.0,07_24_06_01
07,7,24,6,深位,B6T0000001122,E3,0.054,30,10200.0,07_24_06_02
08,8,24,6,浅位,B6T0000001122,E3,0.054,30,10200.0,08_24_06_01
08,8,24,6,深位,B6T0000001122,E3,0.054,30,10200.0,08_24_06_02
09,9,24,6,浅位,B6T0000001122,E3,0.054,30,10200.0,09_24_06_01
09,9,24,6,深位,B6T0000001122,E3,0.054,30,10200.0,09_24_06_02
10,10,24,6,浅位,B6T0000001122,E3,0.054,30,10200.0,10_24_06_01
10,10,24,6,深位,B6T0000001122,E3,0.054,30,10200.0,10_24_06_02
11,11,24,6,浅位,B6T0000001122,E3,0.054,30,10200.0,11_24_06_01
11,11,24,6,深位,B6T0000001122,E3,0.054,30,10200.0,11_24_06_02
12,12,24,6,浅位,B6T0000001122,E3,0.054,30,10200.0,12_24_06_01
12,12,24,6,深位,B6T0000001122,E3,0.054,30,10200.0,12_24_06_02
13,13,24,6,浅位,B6T0000001122,E3,0.054,30,10200.0,13_24_06_01
13,13,24,6,深位,B6T0000001122,E3,0.054,30,10200.0,13_24_06_02
14,14,24,6,浅位,B6T0000001122,E3,0.054,30,10200.0,14_24_06_01
14,14,24,6,深位,B6T0000001122,E3,0.054,30,10200.0,14_24_06_02
01,1,25,5,浅位,B6T0000000574,E3,0.054,30,10200.0,01_25_05_01
01,1,25,5,深位,B6T0000000574,E3,0.054,30,10200.0,01_25_05_02
02,2,25,5,浅位,B6T0000000574,E3,0.054,30,10200.0,02_25_05_01
02,2,25,5,深位,B6T0000000574,E3,0.054,30,10200.0,02_25_05_02
03,3,25,5,浅位,B6T0000000574,E3,0.054,30,10200.0,03_25_05_01
03,3,25,5,深位,B6T0000000574,E3,0.054,30,10200.0,03_25_05_02
04,4,25,5,浅位,B6T0000000574,E3,0.054,30,10200.0,04_25_05_01
04,4,25,5,深位,B6T0000000574,E3,0.054,30,10200.0,04_25_05_02
05,5,25,5,浅位,B6T0000000574,E3,0.054,30,10200.0,05_25_05_01
05,5,25,5,深位,B6T0000000574,E3,0.054,30,10200.0,05_25_05_02
06,6,25,5,浅位,B6T0000000574,E3,0.054,30,10200.0,06_25_05_01
06,6,25,5,深位,B6T0000000574,E3,0.054,30,10200.0,06_25_05_02
07,7,25,5,浅位,B6T0000000574,E3,0.054,30,10200.0,07_25_05_01
07,7,25,5,深位,B6T0000000574,E3,0.054,30,10200.0,07_25_05_02
08,8,25,5,浅位,B6T0000000574,E3,0.054,30,10200.0,08_25_05_01
08,8,25,5,深位,B6T0000000574,E3,0.054,30,10200.0,08_25_05_02
09,9,25,5,浅位,B6T0000000574,E3,0.054,30,10200.0,09_25_05_01
09,9,25,5,深位,B6T0000000574,E3,0.054,30,10200.0,09_25_05_02
10,10,25,5,浅位,B6T0000000574,E3,0.054,30,10200.0,10_25_05_01
10,10,25,5,深位,B6T0000000574,E3,0.054,30,10200.0,10_25_05_02
11,11,25,5,浅位,B6T0000000574,E3,0.054,30,10200.0,11_25_05_01
11,11,25,5,深位,B6T0000000574,E3,0.054,30,10200.0,11_25_05_02
12,12,25,5,浅位,B6T0000000574,E3,0.054,30,10200.0,12_25_05_01
12,12,25,5,深位,B6T0000000574,E3,0.054,30,10200.0,12_25_05_02
13,13,25,5,浅位,B6T0000000574,E3,0.054,30,10200.0,13_25_05_01
13,13,25,5,深位,B6T0000000574,E3,0.054,30,10200.0,13_25_05_02
14,14,25,5,浅位,B6T0000000574,E3,0.054,30,10200.0,14_25_05_01
14,14,25,5,深位,B6T0000000574,E3,0.054,30,10200.0,14_25_05_02
01,1,26,4,浅位,B6T0000000574,E3,0.054,30,10200.0,01_26_04_01
01,1,26,4,深位,B6T0000000574,E3,0.054,30,10200.0,01_26_04_02
02,2,26,4,浅位,B6T0000001026,E3,0.0539,30,10200.0,02_26_04_01
02,2,26,4,深位,B6T0000001026,E3,0.0539,30,10200.0,02_26_04_02
03,3,26,4,浅位,B6T0000001026,E3,0.0539,30,10200.0,03_26_04_01
03,3,26,4,深位,B6T0000001026,E3,0.0539,30,10200.0,03_26_04_02
04,4,26,4,浅位,B6T0000001026,E3,0.0539,30,10200.0,04_26_04_01
04,4,26,4,深位,B6T0000001026,E3,0.0539,30,10200.0,04_26_04_02
05,5,26,4,浅位,B6T0000001026,E3,0.0539,30,10200.0,05_26_04_01
05,5,26,4,深位,B6T0000001026,E3,0.0539,30,10200.0,05_26_04_02
06,6,26,4,浅位,B6T0000001026,E3,0.0539,30,10200.0,06_26_04_01
06,6,26,4,深位,B6T0000001026,E3,0.0539,30,10200.0,06_26_04_02
07,7,26,4,浅位,B6T0000001026,E3,0.0539,30,10200.0,07_26_04_01
07,7,26,4,深位,B6T0000001026,E3,0.0539,30,10200.0,07_26_04_02
08,8,26,4,浅位,B6T0000001026,E3,0.0539,30,10200.0,08_26_04_01
08,8,26,4,深位,B6T0000001026,E3,0.0539,30,10200.0,08_26_04_02
09,9,26,4,浅位,B6T0000001026,E3,0.0539,30,10200.0,09_26_04_01
09,9,26,4,深位,B6T0000001026,E3,0.0539,30,10200.0,09_26_04_02
10,10,26,4,浅位,B6T0000001026,E3,0.0539,30,10200.0,10_26_04_01
10,10,26,4,深位,B6T0000001026,E3,0.0539,30,10200.0,10_26_04_02
11,11,26,4,浅位,B6T0000001026,E3,0.0539,30,10200.0,11_26_04_01
11,11,26,4,深位,B6T0000001026,E3,0.0539,30,10200.0,11_26_04_02
12,12,26,4,浅位,B6T0000001026,E3,0.0539,30,10200.0,12_26_04_01
12,12,26,4,深位,B6T0000001026,E3,0.0539,30,10200.0,12_26_04_02
13,13,26,4,浅位,B6T0000001026,E3,0.0539,30,10200.0,13_26_04_01
13,13,26,4,深位,B6T0000001026,E3,0.0539,30,10200.0,13_26_04_02
14,14,26,4,浅位,B6T0000001026,E3,0.0539,30,10200.0,14_26_04_01
14,14,26,4,深位,B6T0000001026,E3,0.0539,30,10200.0,14_26_04_02
01,1,27,3,浅位,B6T0000001026,E3,0.0539,30,10200.0,01_27_03_01
01,1,27,3,深位,B6T0000001026,E3,0.0539,30,10200.0,01_27_03_02
02,2,27,3,浅位,B6T0000001026,E3,0.0539,30,10200.0,02_27_03_01
02,2,27,3,深位,B6T0000001026,E3,0.0539,30,10200.0,02_27_03_02
03,3,27,3,浅位,B6T0000001026,E3,0.0539,30,10200.0,03_27_03_01
03,3,27,3,深位,B6T0000001026,E3,0.0539,30,10200.0,03_27_03_02
04,4,27,3,浅位,B6T0000001026,E3,0.0539,30,10200.0,04_27_03_01
04,4,27,3,深位,B6T0000001026,E3,0.0539,30,10200.0,04_27_03_02
05,5,27,3,浅位,B6T0000001026,E3,0.0539,30,10200.0,05_27_03_01
05,5,27,3,深位,B6T0000001026,E3,0.0539,30,10200.0,05_27_03_02
06,6,27,3,浅位,B6T0000001026,E3,0.0539,30,10200.0,06_27_03_01
06,6,27,3,深位,B6T0000001026,E3,0.0539,30,10200.0,06_27_03_02
07,7,27,3,浅位,B6T0000001026,E3,0.0539,30,10200.0,07_27_03_01
07,7,27,3,深位,B6T0000001026,E3,0.0539,30,10200.0,07_27_03_02
08,8,27,3,浅位,B6T0000001026,E3,0.0539,30,10200.0,08_27_03_01
08,8,27,3,深位,B6T0000001026,E3,0.0539,30,10200.0,08_27_03_02
09,9,27,3,浅位,B6T0000001026,E3,0.0539,30,10200.0,09_27_03_01
09,9,27,3,深位,B6T0000001026,E3,0.0539,30,10200.0,09_27_03_02
10,10,27,3,浅位,B6T0000001026,E3,0.0539,30,10200.0,10_27_03_01
10,10,27,3,深位,B6T0000001026,E3,0.0539,30,10200.0,10_27_03_02
11,11,27,3,浅位,B6T0000001026,E3,0.0539,30,10200.0,11_27_03_01
12,12,27,3,浅位,B6T0000000868,E3,0.0538,30,10200.0,12_27_03_01
12,12,27,3,深位,B6T0000000868,E3,0.0538,30,10200.0,12_27_03_02
13,13,27,3,浅位,B6T0000000868,E3,0.0538,30,10200.0,13_27_03_01
13,13,27,3,深位,B6T0000000868,E3,0.0538,30,10200.0,13_27_03_02
14,14,27,3,浅位,B6T0000000868,E3,0.0538,30,10200.0,14_27_03_01
14,14,27,3,深位,B6T0000000868,E3,0.0538,30,10200.0,14_27_03_02
01,1,28,2,浅位,B6T0000000868,E3,0.0538,30,10200.0,01_28_02_01
01,1,28,2,深位,B6T0000000868,E3,0.0538,30,10200.0,01_28_02_02
02,2,28,2,浅位,B6T0000000868,E3,0.0538,30,10200.0,02_28_02_01
02,2,28,2,深位,B6T0000000868,E3,0.0538,30,10200.0,02_28_02_02
03,3,28,2,浅位,B6T0000000868,E3,0.0538,30,10200.0,03_28_02_01
03,3,28,2,深位,B6T0000000868,E3,0.0538,30,10200.0,03_28_02_02
04,4,28,2,浅位,B6T0000000868,E3,0.0538,30,10200.0,04_28_02_01
04,4,28,2,深位,B6T0000000868,E3,0.0538,30,10200.0,04_28_02_02
05,5,28,2,浅位,B6T0000000868,E3,0.0538,30,10200.0,05_28_02_01
05,5,28,2,深位,B6T0000000868,E3,0.0538,30,10200.0,05_28_02_02
06,6,28,2,浅位,B6T0000000868,E3,0.0538,30,10200.0,06_28_02_01
06,6,28,2,深位,B6T0000000868,E3,0.0538,30,10200.0,06_28_02_02
07,7,28,2,浅位,B6T0000000868,E3,0.0538,30,10200.0,07_28_02_01
07,7,28,2,深位,B6T0000000868,E3,0.0538,30,10200.0,07_28_02_02
08,8,28,2,浅位,B6T0000000868,E3,0.0538,30,10200.0,08_28_02_01
08,8,28,2,深位,B6T0000000868,E3,0.0538,30,10200.0,08_28_02_02
09,9,28,2,浅位,B6T0000000868,E3,0.0538,30,10200.0,09_28_02_01
09,9,28,2,深位,B6T0000000868,E3,0.0538,30,10200.0,09_28_02_02
10,10,28,2,浅位,B6T0000000868,E3,0.0538,30,10200.0,10_28_02_01
10,10,28,2,深位,B6T0000000868,E3,0.0538,30,10200.0,10_28_02_02
11,11,28,2,浅位,B6T0000000868,E3,0.0538,30,10200.0,11_28_02_01
11,11,28,2,深位,B6T0000000868,E3,0.0538,30,10200.0,11_28_02_02
12,12,28,2,浅位,B6T0000000868,E3,0.0538,30,10200.0,12_28_02_01
12,12,28,2,深位,B6T0000000868,E3,0.0538,30,10200.0,12_28_02_02
13,13,28,2,浅位,B6T0000000868,E3,0.0538,30,10200.0,13_28_02_01
13,13,28,2,深位,B6T0000000868,E3,0.0538,30,10200.0,13_28_02_02
14,14,28,2,浅位,B6T0000000868,E3,0.0538,30,10200.0,14_28_02_01
14,14,28,2,深位,B6T0000000868,E3,0.0538,30,10200.0,14_28_02_02
01,1,29,1,浅位,B6T0000000868,E3,0.0538,30,10200.0,01_29_01_01
01,1,29,1,深位,B6T0000000868,E3,0.0538,30,10200.0,01_29_01_02
02,2,29,1,浅位,B6T0000000868,E3,0.0538,30,10200.0,02_29_01_01
02,2,29,1,深位,B6T0000000868,E3,0.0538,30,10200.0,02_29_01_02
03,3,29,1,浅位,B6T0000000868,E3,0.0538,30,10200.0,03_29_01_01
03,3,29,1,深位,B6T0000000868,E3,0.0538,30,10200.0,03_29_01_02
04,4,29,1,浅位,B6T0000000868,E3,0.0538,30,10200.0,04_29_01_01
04,4,29,1,深位,B6T0000000868,E3,0.0538,30,10200.0,04_29_01_02
05,5,29,1,浅位,B6T0000000868,E3,0.0538,30,10200.0,05_29_01_01
05,5,29,1,深位,B6T0000000868,E3,0.0538,30,10200.0,05_29_01_02
06,6,29,1,浅位,B6T0000000868,E3,0.0538,30,10200.0,06_29_01_01
06,6,29,1,深位,B6T0000000868,E3,0.0538,30,10200.0,06_29_01_02
07,7,29,1,浅位,B6T0000000868,E3,0.0538,30,10200.0,07_29_01_01
07,7,29,1,深位,B6T0000000868,E3,0.0538,30,10200.0,07_29_01_02
08,8,29,1,浅位,B6T0000000868,E3,0.0538,30,10200.0,08_29_01_01
08,8,29,1,深位,B6T0000000868,E3,0.0538,30,10200.0,08_29_01_02
09,9,29,1,浅位,B6T0000000868,E3,0.0538,30,10200.0,09_29_01_01
09,9,29,1,深位,B6T0000000868,E3,0.0538,30,10200.0,09_29_01_02
10,10,29,1,浅位,B6T0000000868,E3,0.0538,30,10200.0,10_29_01_01
10,10,29,1,深位,B6T0000000868,E3,0.0538,30,10200.0,10_29_01_02
11,11,29,1,浅位,B6T0000000868,E3,0.0538,30,10200.0,11_29_01_01
11,11,29,1,深位,B6T0000000868,E3,0.0538,30,10200.0,11_29_01_02
12,12,29,1,浅位,B6T0000000868,E3,0.0538,30,10200.0,12_29_01_01
12,12,29,1,深位,B6T0000000868,E3,0.0538,30,10200.0,12_29_01_02
13,13,29,1,浅位,B6T0000000868,E3,0.0538,30,10200.0,13_29_01_01
13,13,29,1,深位,B6T0000000868,E3,0.0538,30,10200.0,13_29_01_02
14,14,29,1,浅位,B6T0000001271,E3,0.0533,30,10200.0,14_29_01_01
14,14,29,1,深位,B6T0000001271,E3,0.0533,30,10200.0,14_29_01_02
01,1,2,25,浅位,B6T0000001729,E1,0.0229,27,10300.0,01_02_25_01
01,1,2,25,深位,B6T0000001729,E1,0.0229,27,10300.0,01_02_25_02
02,2,2,25,浅位,B6T0000001729,E1,0.0229,27,10300.0,02_02_25_01
02,2,2,25,深位,B6T0000001729,E1,0.0229,27,10300.0,02_02_25_02
03,3,2,25,浅位,B6T0000001729,E1,0.0229,27,10300.0,03_02_25_01
03,3,2,25,深位,B6T0000001729,E1,0.0229,27,10300.0,03_02_25_02
04,4,2,25,浅位,B6T0000001729,E1,0.0229,27,10300.0,04_02_25_01
04,4,2,25,深位,B6T0000001729,E1,0.0229,27,10300.0,04_02_25_02
05,5,2,25,浅位,B6T0000001843,E1,0.0228,27,10300.0,05_02_25_01
05,5,2,25,深位,B6T0000001843,E1,0.0228,27,10300.0,05_02_25_02
06,6,2,25,浅位,B6T0000001843,E1,0.0228,27,10300.0,06_02_25_01
06,6,2,25,深位,B6T0000001843,E1,0.0228,27,10300.0,06_02_25_02
07,7,2,25,浅位,B6T0000001843,E1,0.0228,27,10300.0,07_02_25_01
07,7,2,25,深位,B6T0000001843,E1,0.0228,27,10300.0,07_02_25_02
08,8,2,25,浅位,B6T0000001843,E1,0.0228,27,10300.0,08_02_25_01
08,8,2,25,深位,B6T0000001843,E1,0.0228,27,10300.0,08_02_25_02
09,9,2,25,浅位,B6T0000001843,E1,0.0228,27,10300.0,09_02_25_01
09,9,2,25,深位,B6T0000001843,E1,0.0228,27,10300.0,09_02_25_02
10,10,2,25,浅位,B6T0000001992,E1,0.0227,27,10300.0,10_02_25_01
10,10,2,25,深位,B6T0000001992,E1,0.0227,27,10300.0,10_02_25_02
11,11,2,25,浅位,B6T0000001992,E1,0.0227,27,10300.0,11_02_25_01
11,11,2,25,深位,B6T0000001992,E1,0.0227,27,10300.0,11_02_25_02
12,12,2,25,浅位,B6T0000001992,E1,0.0227,27,10300.0,12_02_25_01
12,12,2,25,深位,B6T0000001992,E1,0.0227,27,10300.0,12_02_25_02
13,13,2,25,浅位,B6T0000001992,E1,0.0227,27,10300.0,13_02_25_01
13,13,2,25,深位,B6T0000001992,E1,0.0227,27,10300.0,13_02_25_02
14,14,2,25,浅位,B6T0000001992,E1,0.0227,27,10300.0,14_02_25_01
14,14,2,25,深位,B6T0000001992,E1,0.0227,27,10300.0,14_02_25_02
01,1,4,24,浅位,B6T0000001992,E1,0.0227,28,10300.0,01_04_24_01
01,1,4,24,深位,B6T0000001992,E1,0.0227,28,10300.0,01_04_24_02
02,2,4,24,浅位,B6T0000001992,E1,0.0227,28,10300.0,02_04_24_01
02,2,4,24,深位,B6T0000001992,E1,0.0227,28,10300.0,02_04_24_02
03,3,4,24,浅位,B6T0000001992,E1,0.0227,28,10300.0,03_04_24_01
03,3,4,24,深位,B6T0000001992,E1,0.0227,28,10300.0,03_04_24_02
04,4,4,24,浅位,B6T0000001992,E1,0.0227,28,10300.0,04_04_24_01
04,4,4,24,深位,B6T0000001992,E1,0.0227,28,10300.0,04_04_24_02
05,5,4,24,浅位,B6T0000001992,E1,0.0227,28,10300.0,05_04_24_01
05,5,4,24,深位,B6T0000001992,E1,0.0227,28,10300.0,05_04_24_02
06,6,4,24,浅位,B6T0000001992,E1,0.0227,28,10300.0,06_04_24_01
06,6,4,24,深位,B6T0000001992,E1,0.0227,28,10300.0,06_04_24_02
07,7,4,24,浅位,B6T0000001992,E1,0.0227,28,10300.0,07_04_24_01
07,7,4,24,深位,B6T0000001992,E1,0.0227,28,10300.0,07_04_24_02
08,8,4,24,浅位,B6T0000001992,E1,0.0227,28,10300.0,08_04_24_01
08,8,4,24,深位,B6T0000001992,E1,0.0227,28,10300.0,08_04_24_02
09,9,4,24,浅位,B6T0000001992,E1,0.0227,28,10300.0,09_04_24_01
09,9,4,24,深位,B6T0000001992,E1,0.0227,28,10300.0,09_04_24_02
10,10,4,24,浅位,B6T0000001992,E1,0.0227,28,10300.0,10_04_24_01
10,10,4,24,深位,B6T0000001992,E1,0.0227,28,10300.0,10_04_24_02
11,11,4,24,浅位,B6T0000001531,E1,0.0227,28,10300.0,11_04_24_01
11,11,4,24,深位,B6T0000001531,E1,0.0227,28,10300.0,11_04_24_02
12,12,4,24,浅位,B6T0000001531,E1,0.0227,28,10300.0,12_04_24_01
12,12,4,24,深位,B6T0000001531,E1,0.0227,28,10300.0,12_04_24_02
13,13,4,24,浅位,B6T0000001531,E1,0.0227,28,10300.0,13_04_24_01
13,13,4,24,深位,B6T0000001531,E1,0.0227,28,10300.0,13_04_24_02
14,14,4,24,浅位,B6T0000001531,E1,0.0227,28,10300.0,14_04_24_01
14,14,4,24,深位,B6T0000001531,E1,0.0227,28,10300.0,14_04_24_02
01,1,6,23,浅位,B6T0000001531,E1,0.0227,29,10300.0,01_06_23_01
01,1,6,23,深位,B6T0000001531,E1,0.0227,29,10300.0,01_06_23_02
02,2,6,23,浅位,B6T0000001531,E1,0.0227,29,10300.0,02_06_23_01
03,3,6,23,浅位,B6T0000001556,E1,0.0227,29,10300.0,03_06_23_01
03,3,6,23,深位,B6T0000001556,E1,0.0227,29,10300.0,03_06_23_02
04,4,6,23,浅位,B6T0000001556,E1,0.0227,29,10300.0,04_06_23_01
04,4,6,23,深位,B6T0000001556,E1,0.0227,29,10300.0,04_06_23_02
05,5,6,23,浅位,B6T0000001556,E1,0.0227,29,10300.0,05_06_23_01
05,5,6,23,深位,B6T0000001556,E1,0.0227,29,10300.0,05_06_23_02
06,6,6,23,浅位,B6T0000001556,E1,0.0227,29,10300.0,06_06_23_01
06,6,6,23,深位,B6T0000001556,E1,0.0227,29,10300.0,06_06_23_02
07,7,6,23,浅位,B6T0000001556,E1,0.0227,29,10300.0,07_06_23_01
07,7,6,23,深位,B6T0000001556,E1,0.0227,29,10300.0,07_06_23_02
08,8,6,23,浅位,B6T0000001556,E1,0.0227,29,10300.0,08_06_23_01
08,8,6,23,深位,B6T0000001556,E1,0.0227,29,10300.0,08_06_23_02
09,9,6,23,浅位,B6T0000001556,E1,0.0227,29,10300.0,09_06_23_01
09,9,6,23,深位,B6T0000001556,E1,0.0227,29,10300.0,09_06_23_02
10,10,6,23,浅位,B6T0000001556,E1,0.0227,29,10300.0,10_06_23_01
10,10,6,23,深位,B6T0000001556,E1,0.0227,29,10300.0,10_06_23_02
11,11,6,23,浅位,B6T0000001556,E1,0.0227,29,10300.0,11_06_23_01
11,11,6,23,深位,B6T0000001556,E1,0.0227,29,10300.0,11_06_23_02
