库位编号,原材料编号,箱子类型,列(x),层(z),取货时间(s),送货时间(s),单次出库时间(s)
10_11_07_02,B6T0000000498,E3,7,11,4.4,5.700149925037482,16.10014992503748
11_11_07_01,B6T0000000498,E3,7,11,4.4,5.700149925037482,16.10014992503748
11_11_07_02,B6T0000000498,E3,7,11,4.4,5.700149925037482,16.10014992503748
12_11_07_01,B6T0000000498,E3,7,11,4.4,5.700149925037482,16.10014992503748
12_11_07_02,B6T0000000498,E3,7,11,4.4,5.700149925037482,16.10014992503748
13_11_07_01,B6T0000000498,E3,7,11,4.4,5.700149925037482,16.10014992503748
13_11_07_02,B6T0000000498,E3,7,11,4.4,5.700149925037482,16.10014992503748
14_11_07_01,B6T0000000498,E3,7,11,4.4,5.700149925037482,16.10014992503748
14_11_07_02,B6T0000000498,E3,7,11,4.4,5.700149925037482,16.10014992503748
01_12_06_01,B6T0000000498,E3,6,12,4.8,6.215892053973014,17.015892053973012
01_12_06_02,B6T0000000498,E3,6,12,4.8,6.215892053973014,17.015892053973012
02_12_06_01,B6T0000000498,E3,6,12,4.8,6.215892053973014,17.015892053973012
02_12_06_02,B6T0000000498,E3,6,12,4.8,6.215892053973014,17.015892053973012
03_12_06_01,B6T0000000498,E3,6,12,4.8,6.215892053973014,17.015892053973012
03_12_06_02,B6T0000000498,E3,6,12,4.8,6.215892053973014,17.015892053973012
04_12_06_01,B6T0000000498,E3,6,12,4.8,6.215892053973014,17.015892053973012
04_12_06_02,B6T0000000498,E3,6,12,4.8,6.215892053973014,17.015892053973012
05_12_06_01,B6T0000000498,E3,6,12,4.8,6.215892053973014,17.015892053973012
05_12_06_02,B6T0000000498,E3,6,12,4.8,6.215892053973014,17.015892053973012
06_12_06_01,B6T0000000498,E3,6,12,4.8,6.215892053973014,17.015892053973012
06_12_06_02,B6T0000000498,E3,6,12,4.8,6.215892053973014,17.015892053973012
07_12_06_01,B6T0000000498,E3,6,12,4.8,6.215892053973014,17.015892053973012
07_12_06_02,B6T0000000498,E3,6,12,4.8,6.215892053973014,17.015892053973012
08_12_06_01,B6T0000000498,E3,6,12,4.8,6.215892053973014,17.015892053973012
08_12_06_02,B6T0000000498,E3,6,12,4.8,6.215892053973014,17.015892053973012
09_12_06_01,B6T0000000498,E3,6,12,4.8,6.215892053973014,17.015892053973012
09_12_06_02,B6T0000000498,E3,6,12,4.8,6.215892053973014,17.015892053973012
10_12_06_01,B6T0000000498,E3,6,12,4.8,6.215892053973014,17.015892053973012
10_12_06_02,B6T0000000498,E3,6,12,4.8,6.215892053973014,17.015892053973012
11_12_06_01,B6T0000000498,E3,6,12,4.8,6.215892053973014,17.015892053973012
11_12_06_02,B6T0000000498,E3,6,12,4.8,6.215892053973014,17.015892053973012
12_12_06_01,B6T0000001196,E3,6,12,4.8,6.215892053973014,17.015892053973012
12_12_06_02,B6T0000001196,E3,6,12,4.8,6.215892053973014,17.015892053973012
13_12_06_01,B6T0000001196,E3,6,12,4.8,6.215892053973014,17.015892053973012
13_12_06_02,B6T0000001196,E3,6,12,4.8,6.215892053973014,17.015892053973012
14_12_06_01,B6T0000001196,E3,6,12,4.8,6.215892053973014,17.015892053973012
14_12_06_02,B6T0000001196,E3,6,12,4.8,6.215892053973014,17.015892053973012
01_13_05_01,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
01_13_05_02,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
02_13_05_01,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
02_13_05_02,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
03_13_05_01,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
03_13_05_02,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
04_13_05_01,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
04_13_05_02,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
05_13_05_01,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
05_13_05_02,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
06_13_05_01,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
06_13_05_02,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
07_13_05_01,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
07_13_05_02,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
08_13_05_01,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
08_13_05_02,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
09_13_05_01,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
09_13_05_02,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
10_13_05_01,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
10_13_05_02,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
11_13_05_01,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
11_13_05_02,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
12_13_05_01,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
12_13_05_02,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
13_13_05_01,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
13_13_05_02,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
14_13_05_01,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
14_13_05_02,B6T0000001196,E3,5,13,5.2,6.731634182908547,17.931634182908546
01_14_04_01,B6T0000001196,E3,4,14,5.6,7.247376311844079,18.84737631184408
01_14_04_02,B6T0000001196,E3,4,14,5.6,7.247376311844079,18.84737631184408
02_14_04_01,B6T0000001196,E3,4,14,5.6,7.247376311844079,18.84737631184408
02_14_04_02,B6T0000001196,E3,4,14,5.6,7.247376311844079,18.84737631184408
03_14_04_01,B6T0000001196,E3,4,14,5.6,7.247376311844079,18.84737631184408
03_14_04_02,B6T0000001196,E3,4,14,5.6,7.247376311844079,18.84737631184408
04_14_04_01,B6T0000001196,E3,4,14,5.6,7.247376311844079,18.84737631184408
04_14_04_02,B6T0000001196,E3,4,14,5.6,7.247376311844079,18.84737631184408
05_14_04_01,B6T0000001196,E3,4,14,5.6,7.247376311844079,18.84737631184408
05_14_04_02,B6T0000001196,E3,4,14,5.6,7.247376311844079,18.84737631184408
06_14_04_01,B6T0000001196,E3,4,14,5.6,7.247376311844079,18.84737631184408
06_14_04_02,B6T0000001196,E3,4,14,5.6,7.247376311844079,18.84737631184408
07_14_04_01,B6T0000001196,E3,4,14,5.6,7.247376311844079,18.84737631184408
07_14_04_02,B6T0000001196,E3,4,14,5.6,7.247376311844079,18.84737631184408
08_14_04_01,B6T0000001196,E3,4,14,5.6,7.247376311844079,18.84737631184408
08_14_04_02,B6T0000001196,E3,4,14,5.6,7.247376311844079,18.84737631184408
09_14_04_01,B6T0000001196,E3,4,14,5.6,7.247376311844079,18.84737631184408
10_14_04_01,B6T0000001023,E3,4,14,5.6,7.247376311844079,18.84737631184408
10_14_04_02,B6T0000001023,E3,4,14,5.6,7.247376311844079,18.84737631184408
11_14_04_01,B6T0000001023,E3,4,14,5.6,7.247376311844079,18.84737631184408
11_14_04_02,B6T0000001023,E3,4,14,5.6,7.247376311844079,18.84737631184408
12_14_04_01,B6T0000001023,E3,4,14,5.6,7.247376311844079,18.84737631184408
12_14_04_02,B6T0000001023,E3,4,14,5.6,7.247376311844079,18.84737631184408
13_14_04_01,B6T0000001023,E3,4,14,5.6,7.247376311844079,18.84737631184408
13_14_04_02,B6T0000001023,E3,4,14,5.6,7.247376311844079,18.84737631184408
14_14_04_01,B6T0000001023,E3,4,14,5.6,7.247376311844079,18.84737631184408
14_14_04_02,B6T0000001023,E3,4,14,5.6,7.247376311844079,18.84737631184408
01_15_03_01,B6T0000001023,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
01_15_03_02,B6T0000001023,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
02_15_03_01,B6T0000001023,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
02_15_03_02,B6T0000001023,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
03_15_03_01,B6T0000001023,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
03_15_03_02,B6T0000001023,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
04_15_03_01,B6T0000001023,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
04_15_03_02,B6T0000001023,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
05_15_03_01,B6T0000001023,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
05_15_03_02,B6T0000001023,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
06_15_03_01,B6T0000001023,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
06_15_03_02,B6T0000001023,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
07_15_03_01,B6T0000001023,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
07_15_03_02,B6T0000001023,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
08_15_03_01,B6T0000001023,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
08_15_03_02,B6T0000001023,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
09_15_03_01,B6T0000001023,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
09_15_03_02,B6T0000001023,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
10_15_03_01,B6T0000001023,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
10_15_03_02,B6T0000001023,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
11_15_03_01,B6T0000000522,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
11_15_03_02,B6T0000000522,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
12_15_03_01,B6T0000000522,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
12_15_03_02,B6T0000000522,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
13_15_03_01,B6T0000000522,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
13_15_03_02,B6T0000000522,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
14_15_03_01,B6T0000000522,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
14_15_03_02,B6T0000000522,E3,3,15,5.999999999999999,7.763118440779609,19.763118440779607
01_16_02_01,B6T0000000522,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
01_16_02_02,B6T0000000522,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
02_16_02_01,B6T0000000522,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
02_16_02_02,B6T0000000522,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
03_16_02_01,B6T0000000522,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
03_16_02_02,B6T0000000522,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
04_16_02_01,B6T0000000522,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
04_16_02_02,B6T0000000522,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
05_16_02_01,B6T0000000522,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
05_16_02_02,B6T0000000522,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
06_16_02_01,B6T0000000522,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
06_16_02_02,B6T0000000522,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
07_16_02_01,B6T0000000522,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
07_16_02_02,B6T0000000522,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
08_16_02_01,B6T0000000522,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
08_16_02_02,B6T0000000522,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
09_16_02_01,B6T0000000522,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
09_16_02_02,B6T0000000522,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
10_16_02_01,B6T0000000522,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
10_16_02_02,B6T0000000522,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
11_16_02_01,B6T0000000522,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
11_16_02_02,B6T0000000522,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
12_16_02_01,B6T0000000471,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
12_16_02_02,B6T0000000471,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
13_16_02_01,B6T0000000471,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
13_16_02_02,B6T0000000471,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
14_16_02_01,B6T0000000471,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
14_16_02_02,B6T0000000471,E3,2,16,6.3999999999999995,8.278860569715143,20.67886056971514
01_17_01_01,B6T0000000471,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
01_17_01_02,B6T0000000471,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
02_17_01_01,B6T0000000471,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
02_17_01_02,B6T0000000471,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
03_17_01_01,B6T0000000471,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
03_17_01_02,B6T0000000471,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
04_17_01_01,B6T0000000471,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
04_17_01_02,B6T0000000471,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
05_17_01_01,B6T0000000471,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
05_17_01_02,B6T0000000471,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
06_17_01_01,B6T0000000471,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
06_17_01_02,B6T0000000471,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
07_17_01_01,B6T0000000471,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
07_17_01_02,B6T0000000471,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
08_17_01_01,B6T0000000471,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
08_17_01_02,B6T0000000471,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
09_17_01_01,B6T0000000471,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
09_17_01_02,B6T0000000471,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
10_17_01_01,B6T0000000471,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
10_17_01_02,B6T0000000471,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
11_17_01_01,B6T0000000471,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
11_17_01_02,B6T0000000471,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
12_17_01_01,B6T0000000471,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
12_17_01_02,B6T0000000471,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
13_17_01_01,B6T0000000678,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
13_17_01_02,B6T0000000678,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
14_17_01_01,B6T0000000678,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
14_17_01_02,B6T0000000678,E3,1,17,6.800000000000001,8.794602698650676,21.594602698650675
01_02_13_01,B6T0000001828,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
01_02_13_02,B6T0000001828,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
02_02_13_01,B6T0000001828,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
02_02_13_02,B6T0000001828,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
03_02_13_01,B6T0000001828,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
03_02_13_02,B6T0000001828,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
04_02_13_01,B6T0000001828,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
04_02_13_02,B6T0000001828,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
05_02_13_01,B6T0000001828,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
05_02_13_02,B6T0000001828,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
06_02_13_01,B6T0000001828,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
06_02_13_02,B6T0000001828,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
07_02_13_01,B6T0000001828,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
07_02_13_02,B6T0000001828,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
08_02_13_01,B6T0000001828,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
08_02_13_02,B6T0000001828,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
09_02_13_01,B6T0000001828,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
09_02_13_02,B6T0000001828,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
10_02_13_01,B6T0000001478,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
10_02_13_02,B6T0000001478,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
11_02_13_01,B6T0000001478,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
11_02_13_02,B6T0000001478,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
12_02_13_01,B6T0000001478,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
12_02_13_02,B6T0000001478,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
13_02_13_01,B6T0000001478,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
13_02_13_02,B6T0000001478,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
14_02_13_01,B6T0000001478,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
14_02_13_02,B6T0000001478,E1,13,2,2.1333333333333333,2.7781109445277368,10.91144427786107
01_04_12_01,B6T0000001478,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
02_04_12_01,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
02_04_12_02,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
03_04_12_01,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
03_04_12_02,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
04_04_12_01,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
04_04_12_02,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
05_04_12_01,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
05_04_12_02,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
06_04_12_01,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
06_04_12_02,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
07_04_12_01,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
07_04_12_02,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
08_04_12_01,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
08_04_12_02,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
09_04_12_01,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
09_04_12_02,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
10_04_12_01,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
10_04_12_02,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
11_04_12_01,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
11_04_12_02,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
12_04_12_01,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
12_04_12_02,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
13_04_12_01,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
13_04_12_02,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
14_04_12_01,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
14_04_12_02,B6T0000001633,E1,12,4,2.5333333333333337,3.2938530734632687,11.827186406796603
01_06_11_01,B6T0000001633,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
01_06_11_02,B6T0000001633,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
02_06_11_01,B6T0000001633,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
02_06_11_02,B6T0000001633,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
03_06_11_01,B6T0000001633,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
04_06_11_01,B6T0000001924,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
04_06_11_02,B6T0000001924,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
05_06_11_01,B6T0000001924,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
05_06_11_02,B6T0000001924,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
06_06_11_01,B6T0000001924,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
06_06_11_02,B6T0000001924,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
07_06_11_01,B6T0000001924,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
07_06_11_02,B6T0000001924,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
08_06_11_01,B6T0000001924,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
08_06_11_02,B6T0000001924,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
09_06_11_01,B6T0000001924,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
09_06_11_02,B6T0000001924,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
10_06_11_01,B6T0000001924,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
10_06_11_02,B6T0000001924,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
11_06_11_01,B6T0000001924,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
11_06_11_02,B6T0000001924,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
12_06_11_01,B6T0000001924,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
12_06_11_02,B6T0000001924,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
13_06_11_01,B6T0000001924,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
13_06_11_02,B6T0000001924,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
14_06_11_01,B6T0000001924,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
14_06_11_02,B6T0000001924,E1,11,6,2.9333333333333336,3.809595202398801,12.742928535732135
01_08_10_01,B6T0000001924,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
01_08_10_02,B6T0000001924,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
02_08_10_01,B6T0000001924,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
02_08_10_02,B6T0000001924,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
03_08_10_01,B6T0000001924,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
03_08_10_02,B6T0000001924,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
04_08_10_01,B6T0000001327,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
04_08_10_02,B6T0000001327,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
05_08_10_01,B6T0000001327,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
05_08_10_02,B6T0000001327,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
06_08_10_01,B6T0000001327,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
06_08_10_02,B6T0000001327,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
07_08_10_01,B6T0000001327,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
07_08_10_02,B6T0000001327,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
08_08_10_01,B6T0000001327,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
08_08_10_02,B6T0000001327,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
09_08_10_01,B6T0000001327,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
09_08_10_02,B6T0000001327,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
10_08_10_01,B6T0000001327,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
10_08_10_02,B6T0000001327,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
11_08_10_01,B6T0000001327,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
12_08_10_01,B6T0000001674,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
12_08_10_02,B6T0000001674,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
13_08_10_01,B6T0000001674,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
13_08_10_02,B6T0000001674,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
14_08_10_01,B6T0000001674,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
14_08_10_02,B6T0000001674,E1,10,8,3.333333333333333,4.3253373313343335,13.658670664667667
01_01_14_01,B6T0000001674,E1,14,1,2.0000000000000004,2.607196401799101,10.6071964017991
01_01_14_02,B6T0000001674,E1,14,1,2.0000000000000004,2.607196401799101,10.6071964017991
02_01_14_01,B6T0000001674,E1,14,1,2.0000000000000004,2.607196401799101,10.6071964017991
02_01_14_02,B6T0000001674,E1,14,1,2.0000000000000004,2.607196401799101,10.6071964017991
03_01_14_01,B6T0000001944,E1,14,1,2.0000000000000004,2.607196401799101,10.6071964017991
03_01_14_02,B6T0000001944,E1,14,1,2.0000000000000004,2.607196401799101,10.6071964017991
04_01_14_01,B6T0000001944,E1,14,1,2.0000000000000004,2.607196401799101,10.6071964017991
04_01_14_02,B6T0000001944,E1,14,1,2.0000000000000004,2.607196401799101,10.6071964017991
05_01_14_01,B6T0000001944,E1,14,1,2.0000000000000004,2.607196401799101,10.6071964017991
05_01_14_02,B6T0000001944,E1,14,1,2.0000000000000004,2.607196401799101,10.6071964017991
06_01_14_01,B6T0000001944,E1,14,1,2.0000000000000004,2.607196401799101,10.6071964017991
06_01_14_02,B6T0000001944,E1,14,1,2.0000000000000004,2.607196401799101,10.6071964017991
07_01_14_01,B6T0000001944,E1,14,1,2.0000000000000004,2.607196401799101,10.6071964017991
07_01_14_02,B6T0000001944,E1,14,1,2.0000000000000004,2.607196401799101,10.6071964017991
08_01_14_01,B6T0000001944,E1,14,1,2.0000000000000004,2.607196401799101,10.6071964017991
