订单号,原材料编号,箱子类型,堆垛机编号,货架号,层(z),列(x),深浅位,到达时刻(s),开始时刻(s),完成时刻(s),操作时间(s),等待时间(s),流动时间(s),是否复合
2208,B6T0000001098,E3,2,3,9,27,浅位,346200.0,346546.2689981945,346587.3699476753,41.10094948082514,346.2689981944859,387.3699476753245,否
2209,B6T0000001098,E3,2,3,9,27,深位,346200.0,346587.3699476753,346628.47089715616,41.10094948082514,387.3699476753245,428.4708971561631,否
2210,B6T0000001098,E3,2,4,9,27,浅位,346200.0,346628.47089715616,346669.571846637,41.10094948082514,428.4708971561631,469.5718466370017,否
129,B6T0000000154,E4,2,3,43,3,浅位,345840.0,346874.6216806586,346945.22209998517,70.60041932658646,1034.6216806586017,1105.2220999851706,否
128,B6T0000000154,E4,2,3,43,3,深位,345840.0,346945.22209998517,347015.82251931174,70.60041932658646,1105.2220999851706,1175.8225193117396,否
2453,B6T0000001399,E1,2,3,1,19,浅位,346860.0,347015.82251931174,347041.9707458365,26.148226524783972,155.8225193117396,181.970745836501,否
127,B6T0000000154,E4,2,4,43,3,浅位,345840.0,347041.9707458365,347112.57116516307,70.60041932658646,1201.970745836501,1272.57116516307,否
142,B6T0000000154,E4,2,4,43,3,深位,345840.0,347112.57116516307,347183.17158448964,70.60041932658646,1272.57116516307,1343.171584489639,否
271,B6T0000000305,E4,2,3,44,2,深位,347580.0,347580.0,347650.92491591955,70.92491591954757,0.0,70.92491591954604,否
270,B6T0000000305,E4,2,4,44,2,浅位,347580.0,347650.92491591955,347721.8498318391,70.92491591954757,70.92491591954604,141.84983183909208,否
269,B6T0000000305,E4,2,4,44,2,深位,347580.0,347721.8498318391,347792.77474775864,70.92491591954757,141.84983183909208,212.7747477586381,否
3284,B6T0000001287,E3,2,4,13,43,浅位,347760.0,347805.74549342814,347857.8880304735,52.142537045365074,45.745493428141344,97.88803047349211,否
3592,B6T0000000056,E4,2,3,45,3,浅位,347820.0,347857.8880304735,347931.54592106445,73.65789059095431,37.88803047349211,111.54592106444761,否
3593,B6T0000000056,E4,2,3,45,3,深位,347820.0,347931.54592106445,348005.2038116554,73.65789059095431,111.54592106444761,185.20381165540311,否
3738,B6T0000000137,E4,2,3,46,14,浅位,347880.0,348005.2038116554,348088.00454457226,82.800732916855,125.20381165540311,208.00454457226442,否
2817,B6T0000000976,E3,2,4,39,5,浅位,348120.0,348120.0,348187.4652394033,67.46523940327546,0.0,67.46523940330371,否
2819,B6T0000000976,E3,2,4,39,5,深位,348120.0,348187.4652394033,348254.9304788066,67.46523940327546,67.46523940330371,134.93047880660743,否
3226,B6T0000001769,E1,2,3,7,35,浅位,348300.0,348300.0,348341.5189048945,41.51890489447737,0.0,41.51890489447396,否
3228,B6T0000001769,E1,2,3,7,35,深位,348300.0,348341.5189048945,348383.03780978895,41.51890489447737,41.51890489447396,83.03780978894792,否
3227,B6T0000001769,E1,2,4,7,35,浅位,348300.0,348383.03780978895,348424.5567146834,41.51890489447737,83.03780978894792,124.55671468342189,否
2905,B6T0000001330,E1,2,4,8,13,浅位,348600.0,348600.0,348633.73143076233,33.73143076231841,0.0,33.731430762331,否
2907,B6T0000001330,E1,2,4,8,13,深位,348600.0,348633.73143076233,348667.46286152466,33.73143076231841,33.731430762331,67.462861524662,否
2832,B6T0000001965,E1,2,3,1,6,浅位,350700.0,350700.0,350718.9137531075,18.913753107463137,0.0,18.91375310748117,否
2833,B6T0000001965,E1,2,3,1,6,深位,350700.0,350718.9137531075,350737.82750621496,18.913753107463137,18.91375310748117,37.82750621496234,否
2834,B6T0000001965,E1,2,4,1,6,浅位,350700.0,350737.82750621496,350756.74125932244,18.913753107463137,37.82750621496234,56.74125932244351,否
2835,B6T0000001965,E1,2,4,1,6,深位,350700.0,350756.74125932244,350775.6550124299,18.913753107463137,56.74125932244351,75.65501242992468,否
3055,B6T0000000985,E3,2,3,13,6,浅位,351060.0,351060.0,351096.4647334825,36.46473348251539,0.0,36.46473348251311,否
3056,B6T0000000985,E3,2,3,13,6,深位,351060.0,351096.4647334825,351132.929466965,36.46473348251539,36.46473348251311,72.92946696502622,否
3057,B6T0000000985,E3,2,4,13,6,浅位,351060.0,351132.929466965,351169.39420044754,36.46473348251539,72.92946696502622,109.39420044753933,否
878,B6T0000000488,E3,2,3,17,2,浅位,369420.0,369420.0,369457.4456055747,37.44560557471998,0.0,37.445605574699584,否
876,B6T0000000488,E3,2,3,17,2,深位,369420.0,369457.4456055747,369494.8912111494,37.44560557471998,37.445605574699584,74.89121114939917,否
875,B6T0000000488,E3,2,4,17,2,浅位,369420.0,369494.8912111494,369532.3368167241,37.44560557471998,74.89121114939917,112.33681672409875,否
3667,B6T0000001940,E1,2,3,8,52,浅位,369420.0,369532.3368167241,369580.134150331,47.797333606954496,112.33681672409875,160.134150331025,否
3666,B6T0000001940,E1,2,3,8,52,深位,369420.0,369580.134150331,369627.93148393795,47.797333606954496,160.134150331025,207.93148393795127,否
2725,B6T0000001708,E1,2,3,1,6,浅位,373020.0,373020.0,373038.9137531075,18.913753107463137,0.0,18.91375310748117,否
2726,B6T0000001708,E1,2,3,1,6,深位,373020.0,373038.9137531075,373057.82750621496,18.913753107463137,18.91375310748117,37.82750621496234,否
2727,B6T0000001708,E1,2,4,1,6,浅位,373020.0,373057.82750621496,373076.74125932244,18.913753107463137,37.82750621496234,56.74125932244351,否
2724,B6T0000001708,E1,2,4,1,6,深位,373020.0,373076.74125932244,373095.6550124299,18.913753107463137,56.74125932244351,75.65501242992468,否
3355,B6T0000000236,E4,2,4,48,4,深位,374160.0,374160.0,374239.2593179594,79.25931795940198,0.0,79.25931795942597,否
3354,B6T0000000236,E4,2,3,46,13,深位,374160.0,374239.2593179594,374321.54436464,82.28504668060134,79.25931795942597,161.54436464002356,否
311,B6T0000001196,E3,2,3,14,4,浅位,376560.0,376720.70208427805,376756.69818384666,35.99609956859736,160.70208427804755,196.69818384665996,否
313,B6T0000001196,E3,2,3,14,4,深位,376560.0,376756.69818384666,376792.6942834153,35.99609956859736,196.69818384665996,232.69428341527237,否
312,B6T0000001196,E3,2,4,14,4,浅位,376560.0,376792.6942834153,376828.6903829839,35.99609956859736,232.69428341527237,268.6903829838848,否
918,B6T0000000411,E3,2,3,15,6,深位,378240.0,378277.21908807434,378316.1412273303,38.92213925595251,37.219088074343745,76.141227330314,否
913,B6T0000000411,E3,2,4,15,6,浅位,378240.0,378316.1412273303,378355.0633665863,38.92213925595251,76.141227330314,115.06336658628425,否
922,B6T0000000411,E3,2,4,15,6,深位,378240.0,378355.0633665863,378393.98550584225,38.92213925595251,115.06336658628425,153.9855058422545,否
3720,B6T0000000563,E3,2,4,26,45,浅位,382020.0,382020.0,382088.6703398301,68.67033983008496,0.0,68.67033983010333,否
3721,B6T0000000563,E3,2,4,26,45,深位,382020.0,382088.6703398301,382157.3406796602,68.67033983008496,68.67033983010333,137.34067966020666,否
2768,B6T0000001992,E1,2,3,6,4,深位,382920.0,382920.0,382945.6269839478,25.626983947801104,0.0,25.6269839478191,否
2769,B6T0000001992,E1,2,4,2,14,深位,382920.0,382945.6269839478,382972.09610767354,26.46912372570443,25.6269839478191,52.096107673540246,否
2770,B6T0000001992,E1,2,4,7,5,深位,382920.0,382972.09610767354,382999.667186757,27.571079083479457,52.096107673540246,79.66718675702577,否
2771,B6T0000001992,E1,2,3,4,11,浅位,382920.0,382999.667186757,383027.8453915485,28.178204791455087,79.66718675702577,107.84539154847153,否
2758,B6T0000001843,E1,2,4,5,2,浅位,386040.0,386040.0,386062.25722873845,22.25722873844725,0.0,22.257228738453705,否
2756,B6T0000001843,E1,2,4,5,2,深位,386040.0,386062.25722873845,386084.5144574769,22.25722873844725,22.257228738453705,44.51445747690741,否
2757,B6T0000001843,E1,2,3,8,8,深位,386040.0,386084.5144574769,386115.3014779954,30.78702051851338,44.51445747690741,75.3014779954101,否
3613,B6T0000000440,E3,2,4,12,11,深位,386760.0,386760.0,386798.46493143047,38.46493143048981,0.0,38.46493143046973,否
3612,B6T0000000440,E3,2,3,9,26,浅位,386760.0,386798.46493143047,386839.197858463,40.73292703249275,38.46493143046973,79.19785846298328,否
2390,B6T0000001989,E1,2,4,7,3,浅位,400560.0,400560.0,400585.6614314206,25.661431420583565,0.0,25.661431420594454,否
2392,B6T0000001989,E1,2,4,7,3,深位,400560.0,400585.6614314206,400611.3228628412,25.661431420583565,25.661431420594454,51.32286284118891,否
2394,B6T0000001989,E1,2,3,2,16,浅位,400560.0,400611.3228628412,400638.7708091091,27.447946267883275,51.32286284118891,78.7708091090899,否
2393,B6T0000001989,E1,2,3,2,16,深位,400560.0,400638.7708091091,400666.218755377,27.447946267883275,78.7708091090899,106.21875537699088,否
1,B6T0000001209,E3,2,3,10,1,浅位,402180.0,402180.0,402206.8291027637,26.829102763697396,0.0,26.82910276367329,否
3,B6T0000001209,E3,2,3,10,1,深位,402180.0,402206.8291027637,402233.65820552735,26.829102763697396,26.82910276367329,53.65820552734658,否
8,B6T0000001209,E3,2,4,10,1,浅位,402180.0,402233.65820552735,402260.487308291,26.829102763697396,53.65820552734658,80.48730829101987,否
7,B6T0000001209,E3,2,4,10,1,深位,402180.0,402260.487308291,402287.3164110547,26.829102763697396,80.48730829101987,107.31641105469316,否
3145,B6T0000001777,E1,2,3,2,9,浅位,402420.0,402420.0,402443.6590918859,23.65909188588344,0.0,23.659091885900125,否
3146,B6T0000001777,E1,2,3,2,9,深位,402420.0,402443.6590918859,402467.3181837718,23.65909188588344,23.659091885900125,47.31818377180025,否
3147,B6T0000001777,E1,2,4,2,9,浅位,402420.0,402467.3181837718,402490.9772756577,23.65909188588344,47.31818377180025,70.97727565770037,否
1798,B6T0000001271,E3,2,3,9,22,浅位,431820.0,432165.09755507985,432207.5803439061,42.482788826272404,345.09755507984664,387.5803439061274,是
1797,B6T0000001271,E3,2,3,9,22,深位,431820.0,432231.44645680004,432255.31256969395,23.86611289388543,411.4464568000403,435.31256969395326,是
1803,B6T0000001271,E3,2,4,9,22,浅位,431820.0,432279.1786825878,432303.0447954817,23.86611289388543,459.178682587808,483.04479548172094,是
1804,B6T0000001271,E3,2,4,9,22,深位,431820.0,432326.9109083756,432350.7770212695,23.86611289388543,506.9109083755757,530.7770212694886,是
1964,B6T0000001683,E1,2,3,1,12,浅位,432240.0,432484.06437242054,432521.5734071705,37.50903474992237,244.0643724205438,281.5734071704792,是
1957,B6T0000001683,E1,2,3,1,12,深位,432240.0,432556.46373700554,432593.9727717555,37.50903474992237,316.4637370055425,353.9727717554779,是
627,B6T0000000469,E3,2,4,9,11,浅位,433980.0,434060.75218466733,434102.2403497223,41.48816505501825,80.7521846673335,122.24034972232766,是
628,B6T0000000469,E3,2,4,9,11,深位,433980.0,434123.35888067726,434144.4774116322,21.11853095494937,143.35888067726046,164.47741163219325,是
946,B6T0000000508,E3,2,3,20,1,浅位,434460.0,434499.54517622106,434539.0903524421,39.5451762210803,39.54517622105777,79.09035244211555,否
945,B6T0000000508,E3,2,3,20,1,深位,434460.0,434539.0903524421,434578.6355286632,39.5451762210803,79.09035244211555,118.63552866317332,否
944,B6T0000000508,E3,2,4,20,1,浅位,434460.0,434578.6355286632,434618.18070488423,39.5451762210803,118.63552866317332,158.1807048842311,否
943,B6T0000000508,E3,2,4,20,1,深位,434460.0,434618.18070488423,434657.7258811053,39.5451762210803,158.1807048842311,197.72588110528886,否
2875,B6T0000000968,E3,2,4,9,26,浅位,434700.0,434700.0,434740.7329270325,40.73292703249275,0.0,40.732927032513544,否
22,B6T0000001209,E3,2,3,9,3,浅位,434280.0,434740.7329270325,434768.70889992913,27.97597289661777,460.73292703251354,488.70889992913,否
2874,B6T0000000968,E3,2,3,28,1,浅位,434700.0,434768.70889992913,434818.0379841962,49.32908426705731,68.70889992912998,118.03798419621307,否
2873,B6T0000000968,E3,2,3,28,1,深位,434700.0,434818.0379841962,434867.3670684633,49.32908426705731,118.03798419621307,167.36706846329616,否
2872,B6T0000000968,E3,2,4,28,1,浅位,434700.0,434867.3670684633,434916.6961527304,49.32908426705731,167.36706846329616,216.69615273037925,否
2425,B6T0000000890,E3,2,3,9,30,浅位,434940.0,434940.0,434982.16589472577,42.165894725750114,0.0,42.16589472576743,否
2426,B6T0000000890,E3,2,3,9,30,深位,434940.0,434982.16589472577,435024.33178945153,42.165894725750114,42.16589472576743,84.33178945153486,否
2428,B6T0000000890,E3,2,4,9,30,浅位,434940.0,435024.33178945153,435066.4976841773,42.165894725750114,84.33178945153486,126.49768417730229,否
2429,B6T0000000890,E3,2,4,9,30,深位,434940.0,435066.4976841773,435108.66357890307,42.165894725750114,126.49768417730229,168.66357890306972,否
92,B6T0000000261,E4,2,3,43,2,浅位,435240.0,435386.09540899954,435455.4915892869,69.39618028736368,146.09540899953572,215.49158928688848,否
84,B6T0000000261,E4,2,3,43,2,深位,435240.0,435455.4915892869,435524.88776957424,69.39618028736368,215.49158928688848,284.88776957424125,否
93,B6T0000000261,E4,2,4,43,2,浅位,435240.0,435524.88776957424,435594.2839498616,69.39618028736368,284.88776957424125,354.283949861594,否
85,B6T0000000261,E4,2,4,43,2,深位,435240.0,435594.2839498616,435663.68013014895,69.39618028736368,354.283949861594,423.6801301489468,否
3433,B6T0000000973,E3,2,3,9,4,浅位,436740.0,436740.0,436768.9911933685,28.99119336851374,0.0,28.991193368507084,否
3432,B6T0000000973,E3,2,3,9,4,深位,436740.0,436768.9911933685,436797.982386737,28.99119336851374,28.991193368507084,57.98238673701417,否
1175,B6T0000001838,E1,2,3,8,3,浅位,437520.0,437573.26602060976,437599.89903091465,26.633010304855283,53.26602060976438,79.89903091464657,否
1169,B6T0000001838,E1,2,3,8,3,深位,437520.0,437599.89903091465,437626.5320412195,26.633010304855283,79.89903091464657,106.53204121952876,否
1173,B6T0000001838,E1,2,4,8,3,浅位,437520.0,437626.5320412195,437653.1650515244,26.633010304855283,106.53204121952876,133.16505152441096,否
1172,B6T0000001838,E1,2,4,8,3,深位,437520.0,437653.1650515244,437679.7980618293,26.633010304855283,133.16505152441096,159.79806182929315,否
3045,B6T0000000743,E3,2,4,17,2,深位,439020.0,439020.0,439057.4456055747,37.44560557471998,0.0,37.445605574699584,否
3044,B6T0000000743,E3,2,3,12,14,浅位,439020.0,439057.4456055747,439097.5209236206,40.07531804592297,37.445605574699584,77.52092362061376,否
3043,B6T0000000743,E3,2,3,12,14,深位,439020.0,439097.5209236206,439137.5962416665,40.07531804592297,77.52092362061376,117.59624166652793,否
3717,B6T0000001969,E1,2,4,1,65,浅位,442440.0,442440.0,442481.3540076546,41.35400765460908,0.0,41.35400765459053,否
3716,B6T0000001969,E1,2,4,1,65,深位,442440.0,442481.3540076546,442522.7080153092,41.35400765460908,41.35400765459053,82.70801530918106,否
1116,B6T0000001301,E3,2,3,9,15,浅位,443880.0,444284.5740586361,444320.6617131633,36.08765452720442,404.57405863609165,440.6617131633102,否
1108,B6T0000001301,E3,2,3,9,15,深位,443880.0,444320.6617131633,444356.7493676905,36.08765452720442,440.6617131633102,476.74936769052874,否
1114,B6T0000001301,E3,2,4,9,15,浅位,443880.0,444356.7493676905,444392.83702221775,36.08765452720442,476.74936769052874,512.8370222177473,否
1115,B6T0000001301,E3,2,4,9,15,深位,443880.0,444392.83702221775,444428.92467674497,36.08765452720442,512.8370222177473,548.9246767449658,否
1274,B6T0000000615,E3,2,3,20,5,浅位,443820.0,444737.8936096805,444782.1220674746,44.22845779408004,917.8936096805264,962.1220674745855,否
1266,B6T0000000615,E3,2,3,20,5,深位,443820.0,444782.1220674746,444826.35052526864,44.22845779408004,962.1220674745855,1006.3505252686446,否
1267,B6T0000000615,E3,2,4,20,5,浅位,443820.0,444826.35052526864,444870.5789830627,44.22845779408004,1006.3505252686446,1050.5789830627036,否
1273,B6T0000000615,E3,2,4,20,5,深位,443820.0,444870.5789830627,444914.80744085676,44.22845779408004,1050.5789830627036,1094.8074408567627,否
1121,B6T0000001955,E1,2,4,4,5,浅位,447420.0,447480.16578912106,447525.7182820802,45.55249295912861,60.165789121063426,105.71828208019724,是
1125,B6T0000001955,E1,2,4,4,5,深位,447420.0,447572.4665579423,447618.0190509014,45.55249295912861,152.46655794227263,198.01905090140644,是
1593,B6T0000001157,E3,2,3,9,20,浅位,447840.0,448069.7108788083,448122.72221255256,53.01133374427907,229.71087880828418,282.72221255255863,是
1592,B6T0000001157,E3,2,3,9,20,深位,447840.0,448176.47536097834,448233.68791950686,57.2125585284961,336.47536097833654,393.68791950686136,是
1591,B6T0000001157,E3,2,4,9,20,浅位,447840.0,448287.44106793264,448344.65362646116,57.2125585284961,447.44106793263927,504.6536264611641,是
1590,B6T0000001157,E3,2,4,9,20,深位,447840.0,448398.53743104887,448454.43327645614,55.895845407247606,558.5374310488696,614.4332764561404,是
1323,B6T0000001360,E1,2,4,2,7,浅位,454620.0,454620.0,454642.3168951885,22.316895188492822,0.0,22.3168951884727,否
1324,B6T0000001360,E1,2,4,2,7,深位,454620.0,454642.3168951885,454664.63379037695,22.316895188492822,22.3168951884727,44.6337903769454,否
3567,B6T0000001252,E3,2,4,9,4,深位,454920.0,454920.0,454948.9911933685,28.99119336851374,0.0,28.991193368507084,否
3566,B6T0000001252,E3,2,3,21,2,深位,454920.0,454948.9911933685,454991.3287529662,42.337559597708484,28.991193368507084,71.32875296619022,否
1622,B6T0000001671,E1,2,3,6,6,浅位,456420.0,456718.28798324533,456758.3533386036,40.06535535827615,298.2879832453327,338.3533386036288,是
1631,B6T0000001671,E1,2,3,6,6,深位,456420.0,456793.89734160213,456833.9626969604,40.06535535827615,373.89734160213266,413.96269696042873,是
1624,B6T0000001671,E1,2,4,6,6,浅位,456420.0,456869.5306879649,456909.65716819535,40.126480230403445,449.5306879649288,489.6571681953501,是
1849,B6T0000000219,E4,2,3,43,1,浅位,460560.0,460560.0,460627.82678541646,67.82678541648261,0.0,67.82678541645873,否
1848,B6T0000000219,E4,2,3,43,1,深位,460560.0,460627.82678541646,460695.6535708329,67.82678541648261,67.82678541645873,135.65357083291747,否
1847,B6T0000000219,E4,2,4,43,1,浅位,460560.0,460695.6535708329,460763.4803562494,67.82678541648261,135.65357083291747,203.4803562493762,否
1846,B6T0000000219,E4,2,4,43,1,深位,460560.0,460763.4803562494,460831.30714166583,67.82678541648261,203.4803562493762,271.30714166583493,否
1843,B6T0000000219,E4,2,3,45,9,浅位,460560.0,461145.1550034452,461223.61696889007,78.46196544485011,585.155003445223,663.61696889007,否
1207,B6T0000001639,E1,2,3,3,6,浅位,463080.0,463173.6175184692,463197.02189808653,23.404379617308372,93.61751846922562,117.02189808653202,否
1206,B6T0000001639,E1,2,3,3,6,深位,463080.0,463197.02189808653,463220.42627770384,23.404379617308372,117.02189808653202,140.42627770383842,否
1194,B6T0000001639,E1,2,4,3,6,浅位,463080.0,463220.42627770384,463243.83065732114,23.404379617308372,140.42627770383842,163.83065732114483,否
1196,B6T0000001639,E1,2,4,3,6,深位,463080.0,463243.83065732114,463267.23503693845,23.404379617308372,163.83065732114483,187.23503693845123,否
3143,B6T0000001842,E1,2,4,4,5,浅位,464760.0,464760.0,464784.08413237607,24.084132376067338,0.0,24.084132376068737,否
3142,B6T0000001842,E1,2,4,4,5,深位,464760.0,464784.08413237607,464808.16826475214,24.084132376067338,24.084132376068737,48.168264752137475,否
1397,B6T0000000367,E3,2,3,25,1,浅位,465120.0,465477.3212141048,465522.98133285466,45.66011874981592,357.32121410482796,402.98133285465883,否
1395,B6T0000000367,E3,2,3,25,1,深位,465120.0,465522.98133285466,465568.6414516045,45.66011874981592,402.98133285465883,448.6414516044897,否
1389,B6T0000000367,E3,2,4,25,1,浅位,465120.0,465568.6414516045,465614.3015703543,45.66011874981592,448.6414516044897,494.3015703543206,否
1401,B6T0000000367,E3,2,4,25,1,深位,465120.0,465614.3015703543,465659.96168910415,45.66011874981592,494.3015703543206,539.9616891041514,否
2303,B6T0000001178,E3,2,3,9,28,浅位,470880.0,471045.84887000686,471087.31108750857,41.46221750173183,165.84887000685558,207.31108750856947,否
2302,B6T0000001178,E3,2,3,9,28,深位,470880.0,471087.31108750857,471128.7733050103,41.46221750173183,207.31108750856947,248.77330501028337,否
1433,B6T0000000745,E3,2,3,15,12,浅位,470700.0,471254.5341545002,471297.30051039474,42.766355894552206,554.534154500172,597.3005103947362,否
3585,B6T0000000883,E3,2,3,9,58,浅位,472980.0,472980.0,473030.9837744596,50.98377445958654,0.0,50.98377445957158,否
3584,B6T0000000883,E3,2,3,9,58,深位,472980.0,473030.9837744596,473081.96754891914,50.98377445958654,50.98377445957158,101.96754891914316,否
1244,B6T0000001022,E3,2,4,14,5,浅位,477120.0,477120.0,477156.8905267596,36.89052675959728,0.0,36.89052675961284,否
1902,B6T0000001740,E1,2,3,4,10,浅位,480000.0,480000.0,480027.5934059909,27.593405990896894,0.0,27.593405990919564,否
1901,B6T0000001740,E1,2,3,4,10,深位,480000.0,480027.5934059909,480055.18681198184,27.593405990896894,27.593405990919564,55.18681198183913,否
1903,B6T0000001740,E1,2,4,4,10,浅位,480000.0,480055.18681198184,480082.78021797276,27.593405990896894,55.18681198183913,82.78021797275869,否
1907,B6T0000001740,E1,2,4,4,10,深位,480000.0,480082.78021797276,480110.3736239637,27.593405990896894,82.78021797275869,110.37362396367826,否
3231,B6T0000000963,E3,2,3,16,38,浅位,482940.0,483097.9502587448,483152.20056121476,54.25030246993804,157.95025874482235,212.20056121476227,否
961,B6T0000000445,E3,2,3,13,9,浅位,485940.0,485940.0,485978.5505366829,38.55053668290721,0.0,38.55053668288747,否
959,B6T0000000445,E3,2,3,13,9,深位,485940.0,485978.5505366829,486017.1010733658,38.55053668290721,38.55053668288747,77.10107336577494,否
1699,B6T0000001342,E1,2,3,4,8,浅位,486000.0,486017.1010733658,486043.42956829263,26.328494926829542,17.101073365774937,43.4295682926313,否
1700,B6T0000001342,E1,2,3,4,8,深位,486000.0,486043.42956829263,486069.7580632195,26.328494926829542,43.4295682926313,69.75806321948767,否
1702,B6T0000001342,E1,2,4,4,8,浅位,486000.0,486069.7580632195,486096.08655814634,26.328494926829542,69.75806321948767,96.08655814634403,否
1703,B6T0000001342,E1,2,4,4,8,深位,486000.0,486096.08655814634,486122.4150530732,26.328494926829542,96.08655814634403,122.4150530732004,否
960,B6T0000000445,E3,2,4,13,9,浅位,485940.0,486122.4150530732,486160.9655897561,38.55053668290721,182.4150530732004,220.96558975608787,否
3664,B6T0000001714,E1,2,4,1,10,深位,487440.0,487440.0,487461.6144027317,21.614402731684592,0.0,21.614402731705923,否
3665,B6T0000001714,E1,2,3,1,20,浅位,487440.0,487461.6144027317,487488.19166780356,26.57726507185461,21.614402731705923,48.19166780356318,否
3475,B6T0000000014,E4,2,4,45,3,浅位,487440.0,487488.19166780356,487561.8495583945,73.65789059095431,48.19166780356318,121.84955839451868,否
3474,B6T0000000014,E4,2,4,45,3,深位,487440.0,487561.8495583945,487635.5074489855,73.65789059095431,121.84955839451868,195.50744898547418,否
2082,B6T0000001673,E1,2,3,6,10,浅位,487860.0,487860.0,487890.0306847536,30.03068475363058,0.0,30.03068475361215,否
2078,B6T0000001673,E1,2,3,6,10,深位,487860.0,487890.0306847536,487920.0613695072,30.03068475363058,30.03068475361215,60.0613695072243,否
2081,B6T0000001673,E1,2,4,6,10,浅位,487860.0,487920.0613695072,487950.09205426084,30.03068475363058,60.0613695072243,90.09205426083645,否
2083,B6T0000001673,E1,2,4,6,10,深位,487860.0,487950.09205426084,487980.12273901445,30.03068475363058,90.09205426083645,120.1227390144486,否
3069,B6T0000000455,E3,2,4,9,10,浅位,518640.0,518640.0,518673.39489417436,33.39489417434322,0.0,33.39489417435834,否
3068,B6T0000000455,E3,2,4,9,10,深位,518640.0,518673.39489417436,518706.7897883487,33.39489417434322,33.39489417435834,66.78978834871668,否
3067,B6T0000000455,E3,2,4,9,64,浅位,518640.0,518706.7897883487,518759.6170410692,52.8272527204561,66.78978834871668,119.61704106919933,否
1862,B6T0000000725,E3,2,3,13,19,浅位,518520.0,518759.6170410692,518803.31624796905,43.69920689983623,239.61704106919933,283.3162479690509,否
2141,B6T0000001327,E1,2,4,8,10,浅位,518640.0,518803.31624796905,518835.3681795516,32.051931582580735,163.3162479690509,195.36817955161678,否
1864,B6T0000000725,E3,2,3,13,19,深位,518520.0,518835.3681795516,518879.06738645147,43.69920689983623,315.3681795516168,359.06738645146834,否
1866,B6T0000000725,E3,2,4,13,19,浅位,518520.0,518879.06738645147,518922.7665933513,43.69920689983623,359.06738645146834,402.7665933513199,否
1280,B6T0000001854,E1,2,3,2,7,浅位,519120.0,519209.2675807539,519231.58447594236,22.316895188492822,89.2675807538908,111.5844759423635,否
3251,B6T0000000622,E3,2,4,13,5,浅位,519780.0,519780.0,519815.6561094919,35.65610949190729,0.0,35.65610949188704,否
3250,B6T0000000622,E3,2,4,13,5,深位,519780.0,519815.6561094919,519851.3122189838,35.65610949190729,35.65610949188704,71.31221898377407,否
3408,B6T0000001276,E3,2,3,9,10,浅位,519900.0,519900.0,519933.39489417436,33.39489417434322,0.0,33.39489417435834,否
3409,B6T0000001276,E3,2,3,9,10,深位,519900.0,519933.39489417436,519966.7897883487,33.39489417434322,33.39489417435834,66.78978834871668,否
3591,B6T0000001890,E1,2,4,8,21,深位,520740.0,520740.0,520777.4332340154,37.433234015430955,0.0,37.433234015421476,否
3590,B6T0000001890,E1,2,4,7,28,浅位,520740.0,520777.4332340154,520816.5809100411,39.14767602569763,37.433234015421476,76.58091004111338,否
789,B6T0000001996,E1,2,3,7,2,浅位,520620.0,520847.48779762286,520871.94499000424,24.45719238136077,227.48779762285994,251.9449900042382,否
784,B6T0000001996,E1,2,3,7,2,深位,520620.0,520871.94499000424,520896.4021823856,24.45719238136077,251.9449900042382,276.40218238561647,否
845,B6T0000001220,E3,2,3,10,11,浅位,520980.0,521331.8428014909,521367.449258243,35.606456752084895,351.842801490915,387.4492582430248,否
849,B6T0000001220,E3,2,3,10,11,深位,520980.0,521367.449258243,521403.05571499513,35.606456752084895,387.4492582430248,423.0557149951346,否
601,B6T0000000247,E4,2,3,45,2,浅位,521520.0,521520.0,521592.45365155174,72.4536515517315,0.0,72.45365155173931,否
619,B6T0000000247,E4,2,3,45,2,深位,521520.0,521592.45365155174,521664.9073031035,72.4536515517315,72.45365155173931,144.90730310347863,否
618,B6T0000000247,E4,2,4,45,2,浅位,521520.0,521664.9073031035,521737.3609546552,72.4536515517315,144.90730310347863,217.36095465521794,否
617,B6T0000000247,E4,2,4,45,2,深位,521520.0,521737.3609546552,521809.81460620696,72.4536515517315,217.36095465521794,289.81460620695725,否
3421,B6T0000000131,E4,2,3,44,2,深位,530400.0,530400.0,530470.9249159195,70.92491591954757,0.0,70.92491591954604,否
3420,B6T0000000131,E4,2,4,44,2,浅位,530400.0,530470.9249159195,530541.8498318391,70.92491591954757,70.92491591954604,141.84983183909208,否
1932,B6T0000001140,E3,2,3,10,23,浅位,532200.0,532471.8403055501,532513.0512612143,41.21095566413389,271.84030555014033,313.0512612143066,否
3708,B6T0000001247,E3,2,3,14,60,深位,533880.0,533880.0,533938.6031734133,58.60317341329335,0.0,58.603173413313925,否
3709,B6T0000001247,E3,2,4,14,60,浅位,533880.0,533938.6031734133,533997.2063468266,58.60317341329335,58.603173413313925,117.20634682662785,否
3320,B6T0000001039,E3,2,3,12,11,浅位,534360.0,534360.0,534398.4649314305,38.46493143048981,0.0,38.46493143052794,否
3321,B6T0000001039,E3,2,3,12,11,深位,534360.0,534398.4649314305,534436.929862861,38.46493143048981,38.46493143052794,76.92986286105588,否
3541,B6T0000000539,E3,2,4,13,6,深位,538320.0,538320.0,538356.4647334826,36.46473348251539,0.0,36.46473348257132,否
