入库批次,原材料编号,箱子类型,堆垛机编号,货架号,层(z),列(x),深浅位,到达时刻(s),开始时刻(s),完成时刻(s),流动时间(s),是否复合
IN0582,B6T0000001729,E1,1,1,5,2,深位,356100.0,356165.48603420187,356180.31446132663,80.31446132663405,否
IN0582,B6T0000001729,E1,1,1,1,19,深位,356100.0,356187.7432629403,356204.4610608274,104.46106082742335,否
IN0582,B6T0000001729,E1,1,2,1,19,浅位,356100.0,356213.8914894651,356230.6092873522,130.60928735218477,否
IN0258,B6T0000000758,E3,1,1,16,4,深位,359040.0,359040.0,359063.7310344828,23.731034482771065,否
IN0258,B6T0000000758,E3,1,2,16,4,浅位,359040.0,359078.4420765801,359102.17311106285,62.17311106284615,否
IN0258,B6T0000000758,E3,1,2,16,4,深位,359040.0,359116.88415316015,359140.6151876429,100.61518764292123,否
IN0258,B6T0000000758,E3,1,1,9,27,浅位,359040.0,359155.3262297402,359180.20381595986,140.20381595985964,否
IN0258,B6T0000000758,E3,1,1,9,27,深位,359040.0,359196.42717922106,359221.3047654407,181.30476544069825,否
IN0258,B6T0000000758,E3,1,2,9,27,浅位,359040.0,359237.5281287019,359262.40571492154,222.40571492153686,否
IN0258,B6T0000000758,E3,1,2,9,27,深位,359040.0,359278.62907818274,359303.5066644024,263.50666440237546,否
IN0258,B6T0000000758,E3,1,2,13,66,浅位,359040.0,359319.7300276636,359354.62035749864,314.620357498643,否
IN0258,B6T0000000758,E3,1,2,13,66,深位,359040.0,359378.9422620701,359413.83259190514,373.8325919051422,否
IN0258,B6T0000000758,E3,1,1,15,59,浅位,359040.0,359438.1544964766,359473.20674535213,433.2067453521304,否
IN0258,B6T0000000758,E3,1,1,15,59,深位,359040.0,359497.6734120188,359532.72566089436,492.72566089435713,否
IN0258,B6T0000000758,E3,1,2,15,59,浅位,359040.0,359557.19232756103,359592.2445764366,552.2445764365839,否
IN0258,B6T0000000758,E3,1,2,15,59,深位,359040.0,359616.71124310326,359651.7634919788,611.7634919788106,否
IN0258,B6T0000000758,E3,1,1,14,63,浅位,359040.0,359676.2301586455,359711.2884045225,671.2884045225219,否
IN0258,B6T0000000758,E3,1,1,14,63,深位,359040.0,359735.7550711892,359770.81331706623,730.8133170662331,否
IN0258,B6T0000000758,E3,1,2,14,63,浅位,359040.0,359795.2799837329,359830.33822960994,790.3382296099444,否
IN0258,B6T0000000758,E3,1,2,14,63,深位,359040.0,359854.8048962766,359889.86314215366,849.8631421536556,否
IN0258,B6T0000000758,E3,1,1,13,67,浅位,359040.0,359914.32980882033,359949.3940516989,909.3940516989096,否
IN0362,B6T0000001112,E3,1,1,13,67,深位,359040.0,359973.8492896036,360008.91353248217,968.9135324821691,否
IN0362,B6T0000001112,E3,1,2,13,67,浅位,359040.0,360033.36877038685,360068.4330132654,1028.4330132654286,否
IN0362,B6T0000001112,E3,1,2,13,67,深位,359040.0,360092.8882511701,360127.9524940487,1087.952494048688,否
IN0006,B6T0000000007,E4,1,1,43,3,浅位,363720.0,363720.0,363761.9020326496,41.90203264961019,否
IN0006,B6T0000000007,E4,1,1,43,3,深位,363720.0,363790.60041932657,363832.5024519762,112.50245197617915,否
IN0006,B6T0000000007,E4,1,2,43,3,浅位,363720.0,363861.20083865314,363903.10287130275,183.1028713027481,否
IN0006,B6T0000000007,E4,1,2,43,3,深位,363720.0,363931.8012579797,363973.7032906293,253.70329062931705,否
IN0006,B6T0000000007,E4,1,1,43,9,浅位,363720.0,364002.4016773063,364046.83960834076,326.83960834075697,否
IN0006,B6T0000000007,E4,1,1,43,9,深位,363720.0,364077.80617148674,364122.2441025212,402.2441025212174,否
IN0006,B6T0000000007,E4,1,2,43,9,浅位,363720.0,364153.2106656672,364197.6485967017,477.6485967016779,否
IN0006,B6T0000000007,E4,1,2,43,9,深位,363720.0,364228.61515984766,364273.05309088214,553.0530908821383,否
IN0006,B6T0000000007,E4,1,2,45,5,浅位,363720.0,364304.0196540281,364348.6538589486,628.6538589486154,否
IN0006,B6T0000000007,E4,1,2,45,5,深位,363720.0,364379.58719228196,364424.22139720246,704.221397202462,否
IN0006,B6T0000000007,E4,1,2,49,1,浅位,363720.0,364455.1547305358,364500.7650753634,780.7650753633934,否
IN0006,B6T0000000007,E4,1,2,49,1,深位,363720.0,364532.1539297454,364577.76427457295,857.7642745729536,否
IN0006,B6T0000000007,E4,1,1,43,13,浅位,363720.0,364609.15312895493,364654.8021625403,934.8021625403198,否
IN0006,B6T0000000007,E4,1,1,43,13,深位,363720.0,364686.851968739,364732.5010023244,1012.5010023243958,否
IN0006,B6T0000000007,E4,1,2,43,13,浅位,363720.0,364764.5508085231,364810.1998421085,1090.1998421084718,否
IN0358,B6T0000001103,E3,1,2,9,13,深位,370380.0,370380.0,370401.69638392515,21.696383925154805,否
IN0358,B6T0000001103,E3,1,1,20,1,浅位,370380.0,370415.07439335407,370439.56404852646,59.56404852645937,否
IN0358,B6T0000001103,E3,1,1,20,1,深位,370380.0,370454.6195695751,370479.1092247475,99.10922474751715,否
IN0358,B6T0000001103,E3,1,2,20,1,浅位,370380.0,370494.1647457962,370518.6544009686,138.65440096857492,否
IN0358,B6T0000001103,E3,1,2,25,21,深位,370380.0,370533.70992201724,370568.8130044416,188.81300444161752,否
IN0358,B6T0000001103,E3,1,1,16,56,浅位,370380.0,370592.9438983877,370628.16406330524,248.16406330524478,否
IN0358,B6T0000001103,E3,1,1,16,56,深位,370380.0,370652.7640633053,370687.9842282228,307.98422822280554,否
IN0358,B6T0000001103,E3,1,2,16,56,浅位,370380.0,370712.58422822284,370747.80439314037,367.8043931403663,否
IN0358,B6T0000001103,E3,1,2,16,56,深位,370380.0,370772.4043931404,370807.6245580579,427.62455805792706,否
IN0358,B6T0000001103,E3,1,1,15,60,浅位,370380.0,370832.22455805796,370867.45071997703,487.45071997703053,否
IN0358,B6T0000001103,E3,1,1,15,60,深位,370380.0,370892.050719977,370927.2768818961,547.2768818960758,否
IN0358,B6T0000001103,E3,1,2,15,60,浅位,370380.0,370951.87688189605,370987.1030438151,607.103043815121,否
IN0358,B6T0000001103,E3,1,2,15,60,深位,370380.0,371011.7030438151,371046.92920573417,666.9292057341663,否
IN0358,B6T0000001103,E3,1,1,14,64,浅位,370380.0,371071.52920573414,371106.7613646547,726.7613646546961,是
IN0358,B6T0000001103,E3,1,1,20,34,浅位,370380.0,371158.7120222765,371192.86472092714,812.8647209271439,是
IN0358,B6T0000001103,E3,1,1,20,34,深位,370380.0,371227.0174195778,371261.1701182285,881.1701182284742,否
IN0358,B6T0000001103,E3,1,1,14,64,深位,370380.0,371284.8675087435,371320.09966766404,940.0996676640352,否
IN0358,B6T0000001103,E3,1,2,14,64,浅位,370380.0,371344.699667664,371379.93182658456,999.931826584565,否
IN0358,B6T0000001103,E3,1,2,14,64,深位,370380.0,371404.53182658454,371439.7639855051,1059.7639855050948,否
IN0358,B6T0000001103,E3,1,1,13,68,浅位,370380.0,371464.3639855051,371499.6021414271,1119.602141427109,否
IN0358,B6T0000001103,E3,1,1,13,68,深位,370380.0,371524.19071266515,371559.4288685872,1179.428868587187,否
IN0358,B6T0000001103,E3,1,2,13,68,浅位,370380.0,371584.0174398252,371619.25559574727,1239.255595747265,否
IN0358,B6T0000001103,E3,1,2,13,68,深位,370380.0,371643.8441669853,371679.08232290734,1299.082322907343,否
IN0358,B6T0000001103,E3,1,1,16,57,浅位,370380.0,371703.6708941454,371739.0649721064,1359.0649721064256,否
IN0207,B6T0000000607,E3,1,1,14,4,深位,377220.0,377220.0,377242.35172413796,22.351724137959536,否
IN0207,B6T0000000607,E3,1,2,14,4,浅位,377220.0,377255.9960995686,377278.3478237066,58.347823706571944,否
IN0244,B6T0000000716,E3,1,2,14,4,深位,377400.0,377400.0,377422.35172413796,22.351724137959536,否
IN0244,B6T0000000716,E3,1,1,16,13,浅位,377400.0,377435.9960995686,377462.9382366023,62.938236602291,否
IN0244,B6T0000000716,E3,1,1,16,13,深位,377400.0,377480.52137613425,377507.4635131679,107.46351316792425,否
IN0244,B6T0000000716,E3,1,2,16,13,浅位,377400.0,377525.0466526999,377551.98878973356,151.9887897335575,否
IN0244,B6T0000000716,E3,1,1,16,57,深位,377400.0,377569.5719292655,377604.96600722655,204.9660072265542,否
IN0244,B6T0000000716,E3,1,2,16,57,浅位,377400.0,377629.6993405599,377665.09341852093,265.0934185209335,否
IN0244,B6T0000000716,E3,1,2,16,57,深位,377400.0,377689.82675185427,377725.2208298153,325.22082981531275,否
IN0244,B6T0000000716,E3,1,1,15,61,浅位,377400.0,377749.95416314865,377785.3542381112,385.3542381111765,否
IN0244,B6T0000000716,E3,1,1,15,61,深位,377400.0,377810.0875714445,377845.48764640704,445.4876464070403,否
IN0244,B6T0000000716,E3,1,2,15,61,浅位,377400.0,377870.2209797404,377905.6210547029,505.6210547029041,否
IN0244,B6T0000000716,E3,1,2,15,61,深位,377400.0,377930.35438803624,377965.75446299877,565.7544629987678,否
IN0586,B6T0000001742,E1,1,1,2,10,浅位,383580.0,383580.0,383595.7886569355,15.78865693550324,否
IN0586,B6T0000001742,E1,1,1,2,10,深位,383580.0,383604.2739383097,383620.0625952452,40.06259524519555,否
IN0586,B6T0000001742,E1,1,2,1,19,深位,383580.0,383628.5478766194,383645.2656745065,65.26567450648872,否
IN0586,B6T0000001742,E1,1,2,4,10,深位,383580.0,383654.69610314415,383672.3121610866,92.31216108659282,否
IN0586,B6T0000001742,E1,1,1,5,8,浅位,383580.0,383682.28950913507,383699.94636338454,119.94636338454438,否
IN0586,B6T0000001742,E1,1,1,5,8,深位,383580.0,383709.9049871264,383727.5618413759,147.56184137589298,否
IN0586,B6T0000001742,E1,1,1,3,13,深位,383580.0,383737.52046511776,383755.2037036237,175.20370362367248,否
IN0586,B6T0000001742,E1,1,1,2,42,深位,383580.0,383765.30499353906,383787.8234429803,207.82344298029784,否
IN0058,B6T0000000154,E4,1,1,43,2,浅位,400980.0,400980.0,401021.26635815925,41.26635815924965,否
IN0058,B6T0000000154,E4,1,1,43,2,深位,400980.0,401049.39618028735,401090.6625384466,110.66253844660241,否
IN0058,B6T0000000154,E4,1,1,46,1,浅位,400980.0,401118.7923605747,401161.81649850577,181.8164985057665,否
IN0058,B6T0000000154,E4,1,1,46,1,深位,400980.0,401191.20535288774,401234.2294908188,254.22949081880506,否
IN0058,B6T0000000154,E4,1,2,43,13,深位,400980.0,401263.6183452008,401309.2673787862,329.2673787861713,否
IN0058,B6T0000000154,E4,1,2,46,11,浅位,400980.0,401341.31718498486,401388.9745724966,408.9745724966051,否
IN0058,B6T0000000154,E4,1,2,46,11,深位,400980.0,401422.5075312863,401470.164918798,490.164918798022,否
IN0058,B6T0000000154,E4,1,2,43,24,浅位,400980.0,401503.6978775877,401551.9337675933,571.9337675932911,否
IN0058,B6T0000000154,E4,1,1,43,25,浅位,400980.0,401586.2973285134,401634.7352595479,654.7352595478878,否
IN0058,B6T0000000154,E4,1,1,43,27,浅位,400980.0,401669.27953145787,401718.10976733774,738.1097673377371,否
IN0058,B6T0000000154,E4,1,1,43,27,深位,400980.0,401753.00492736866,401801.8351632485,821.8351632485283,否
IN0058,B6T0000000154,E4,1,2,43,27,浅位,400980.0,401836.73032327945,401885.5605591593,905.5605591593194,否
IN0058,B6T0000000154,E4,1,1,45,21,浅位,400980.0,401920.45571919024,401969.7829395457,989.7829395456938,否
IN0058,B6T0000000154,E4,1,1,45,21,深位,400980.0,402004.9138334918,402054.24105384725,1074.2410538472468,是
IN0058,B6T0000000154,E4,1,1,46,18,浅位,400980.0,402101.29856795724,402150.8079872625,1170.8079872624949,是
IN0058,B6T0000000154,E4,1,1,46,18,深位,400980.0,402197.6588535058,402247.16827281105,1267.1682728110463,否
IN0058,B6T0000000154,E4,1,1,43,31,浅位,400980.0,402282.35773919546,402331.93119895563,1351.93119895563,否
IN0058,B6T0000000154,E4,1,1,43,31,深位,400980.0,402367.491118634,402417.0645783942,1437.0645783941727,否
IN0058,B6T0000000154,E4,1,1,46,20,浅位,400980.0,402452.62449807255,402502.59290791355,1522.592907913553,否
IN0058,B6T0000000154,E4,1,1,46,20,深位,400980.0,402538.1929079136,402588.1613177546,1608.161317754595,否
IN0058,B6T0000000154,E4,1,2,46,20,浅位,400980.0,402623.76131775463,402673.72972759564,1693.729727595637,否
IN0058,B6T0000000154,E4,1,1,46,21,浅位,400980.0,402709.3297275957,402759.51901691663,1779.5190169166308,否
IN0058,B6T0000000154,E4,1,1,46,21,深位,400980.0,402795.31657752936,402845.5058668503,1865.5058668503189,否
IN0058,B6T0000000154,E4,1,2,46,21,浅位,400980.0,402881.30342746305,402931.492716784,1951.492716784007,否
IN0058,B6T0000000154,E4,1,1,43,35,浅位,400980.0,402967.29027739674,403017.56516495295,2037.5651649529464,否
IN0058,B6T0000000154,E4,1,1,43,35,深位,400980.0,403053.74817019724,403104.02305775345,2124.023057753453,否
IN0058,B6T0000000154,E4,1,1,43,37,浅位,400980.0,403140.20606299775,403190.82877664093,2210.828776640934,否
IN0058,B6T0000000154,E4,1,1,43,37,深位,400980.0,403227.3099530479,403277.9326666911,2297.9326666910783,否
IN0058,B6T0000000154,E4,1,1,43,41,浅位,400980.0,403314.41384309804,403365.7322089151,2385.732208915113,否
IN0058,B6T0000000154,E4,1,1,43,41,深位,400980.0,403402.78646576573,403454.1048315828,2474.1048315828084,否
IN0058,B6T0000000154,E4,1,1,49,15,深位,400980.0,403491.15908843343,403542.5153999534,2562.5153999534086,否
IN0058,B6T0000000154,E4,1,2,49,15,浅位,400980.0,403579.0436031837,403630.3999147037,2650.399914703681,否
IN0058,B6T0000000154,E4,1,2,49,15,深位,400980.0,403666.928117934,403718.28442945395,2738.2844294539536,否
IN0058,B6T0000000154,E4,1,1,43,45,深位,400980.0,403754.81263268425,403806.82665067527,2826.82665067527,否
IN0058,B6T0000000154,E4,1,1,46,34,浅位,400980.0,403844.42665067525,403897.1138320845,2917.1138320845203,否
IN0058,B6T0000000154,E4,1,1,46,34,深位,400980.0,403935.14455593284,403987.8317373421,3007.831737342116,否
IN0058,B6T0000000154,E4,1,1,43,49,浅位,400980.0,404025.86246119044,404078.57213135535,3098.5721313553513,否
IN0058,B6T0000000154,E4,1,1,43,49,深位,400980.0,404116.7054646887,404169.4151348536,3189.415134853625,否
IN0058,B6T0000000154,E4,1,2,43,49,浅位,400980.0,404207.548468187,404260.2581383519,3280.258138351899,否
IN0610,B6T0000001811,E1,1,1,1,10,浅位,404220.0,404298.39147168526,404312.7160270056,92.7160270055756,否
IN0610,B6T0000001811,E1,1,1,1,10,深位,404220.0,404320.00587441697,404334.3304297373,114.33042973728152,否
IN0610,B6T0000001811,E1,1,1,9,10,浅位,404220.0,404341.6202771487,404362.43011384323,142.43011384323472,否
IN0610,B6T0000001811,E1,1,1,9,10,深位,404220.0,404375.01517132303,404395.8250080176,175.82500801759306,否
IN0610,B6T0000001811,E1,1,2,9,17,浅位,404220.0,404408.4100654974,404431.1415581229,211.14155812287936,否
IN0610,B6T0000001811,E1,1,2,9,17,深位,404220.0,404445.445396919,404468.17688954447,248.1768895444693,否
IN0610,B6T0000001811,E1,1,1,8,22,浅位,404220.0,404482.48072834057,404505.60752655263,285.6075265526306,否
IN0058,B6T0000000154,E4,1,2,43,49,深位,400980.0,404520.3225526583,404573.03222282324,3593.03222282324,否
IN0058,B6T0000000154,E4,1,1,43,50,浅位,400980.0,404611.1655561566,404664.049139365,3684.049139364972,否
IN0058,B6T0000000154,E4,1,1,43,50,深位,400980.0,404702.31580603163,404755.19938924,3775.199389240006,否
IN0058,B6T0000000154,E4,1,2,43,50,浅位,400980.0,404793.46605590667,404846.34963911504,3866.34963911504,否
IN0058,B6T0000000154,E4,1,2,43,50,深位,400980.0,404884.6163057817,404937.4998889901,3957.4998889900744,否
IN0581,B6T0000001726,E1,1,1,8,22,深位,429660.0,429660.0,429683.12679821206,23.126798212062567,否
IN0581,B6T0000001726,E1,1,2,1,65,深位,429660.0,429697.84182431776,429722.89617214387,62.89617214386817,否
IN0581,B6T0000001726,E1,1,1,6,39,深位,429660.0,429739.19583197235,429764.3616902487,104.36169024871197,否
IN0581,B6T0000001726,E1,1,1,4,47,深位,429660.0,429780.9491078868,429806.1645235524,146.16452355240472,否
IN0100,B6T0000000283,E4,1,1,44,5,浅位,433740.0,433751.62244359445,433795.39457954944,55.39457954943646,是
IN0100,B6T0000000283,E4,1,1,44,5,深位,433740.0,433839.2621178033,433883.03425375826,143.0342537582619,是
IN0020,B6T0000000061,E4,1,2,44,5,浅位,434100.0,434119.31784117105,434163.08997712604,63.08997712604469,否
IN0020,B6T0000000061,E4,1,1,45,18,浅位,434100.0,434193.3566437927,434242.00399413245,142.00399413245032,否
IN0639,B6T0000001938,E1,1,1,1,12,浅位,439680.0,439680.0,439694.92820323026,14.928203230258077,否
IN0639,B6T0000001938,E1,1,1,1,12,深位,439680.0,439702.7579697461,439717.68617297633,37.68617297633318,否
IN0639,B6T0000001938,E1,1,2,1,12,浅位,439680.0,439725.51593949215,439740.4441427224,60.44414272240829,否
IN0639,B6T0000001938,E1,1,2,1,12,深位,439680.0,439748.2739092382,439763.2021124685,83.20211246848339,否
IN0324,B6T0000000976,E3,1,1,9,3,浅位,442080.0,442080.0,442097.9493829894,17.949382989376318,否
IN0324,B6T0000000976,E3,1,1,9,3,深位,442080.0,442107.9759728966,442125.925355886,45.92535588599276,否
IN0324,B6T0000000976,E3,1,2,9,3,浅位,442080.0,442135.95194579323,442153.9013287826,73.9013287826092,否
IN0324,B6T0000000976,E3,1,2,9,3,深位,442080.0,442163.92791868985,442181.8773016792,101.87730167922564,否
IN0097,B6T0000000270,E4,1,2,43,2,浅位,443520.0,443520.0,443561.26635815925,41.26635815924965,否
IN0097,B6T0000000270,E4,1,2,43,2,深位,443520.0,443589.39618028735,443630.6625384466,110.66253844660241,否
IN0097,B6T0000000270,E4,1,1,45,7,浅位,443520.0,443658.7923605747,443704.24593216233,184.24593216233188,否
IN0097,B6T0000000270,E4,1,1,45,7,深位,443520.0,443735.9121293222,443781.3657009098,261.3657009098097,否
IN0097,B6T0000000270,E4,1,2,45,7,浅位,443520.0,443813.03189806966,443858.4854696573,338.48546965728747,否
IN0097,B6T0000000270,E4,1,1,45,18,深位,443520.0,443890.15166681714,443938.7990171569,418.79901715688175,是
IN0097,B6T0000000270,E4,1,2,45,18,浅位,443520.0,443989.4702181315,444038.11756847124,518.1175684712362,是
IN0097,B6T0000000270,E4,1,2,45,18,深位,443520.0,444087.9805365482,444136.62788688793,616.6278868879308,是
IN0525,B6T0000001563,E1,1,1,7,3,深位,444120.0,444186.4908549649,444203.166059131,83.16605913097737,是
IN0525,B6T0000001563,E1,1,2,4,8,深位,444120.0,444235.24556426826,444252.1939211399,132.19392113987124,是
IN0525,B6T0000001563,E1,1,2,8,3,浅位,444120.0,444284.5740586361,444301.7841269436,181.7841269436176,是
IN0097,B6T0000000270,E4,1,1,44,23,浅位,443520.0,444336.48301593633,444385.37467898295,865.3746789829456,是
IN0097,B6T0000000270,E4,1,1,43,51,浅位,443520.0,444436.4213563756,444489.4788526275,969.4788526275079,是
IN0097,B6T0000000270,E4,1,1,43,51,深位,443520.0,444544.8199234304,444597.8774196823,1077.8774196822778,是
IN0224,B6T0000000646,E3,1,2,9,9,浅位,447660.0,447660.0,447680.48528137425,20.48528137424728,否
IN0224,B6T0000000646,E3,1,2,9,9,深位,447660.0,447692.7800477505,447713.26532912476,53.265329124755226,否
IN0224,B6T0000000646,E3,1,2,9,10,浅位,447660.0,447725.560095501,447746.3699321956,86.36993219557917,否
IN0224,B6T0000000646,E3,1,2,9,10,深位,447660.0,447758.9549896754,447779.76482636994,119.76482636993751,否
IN0224,B6T0000000646,E3,1,2,11,6,深位,447660.0,447792.34988384973,447813.4469023625,153.44690236251336,否
IN0224,B6T0000000646,E3,1,1,13,5,浅位,447660.0,447826.15534682036,447848.28955174086,188.2895517408615,否
IN0644,B6T0000001949,E1,2,3,4,1,深位,7080.0,7080.0,7093.291502622129,13.291502622128974,否
IN0644,B6T0000001949,E1,2,3,2,7,深位,7080.0,7099.400850803067,7114.156455040335,34.15645504033455,否
IN0644,B6T0000001949,E1,2,3,5,2,深位,7080.0,7121.71774599156,7136.546173116306,56.54617311630591,否
IN0644,B6T0000001949,E1,2,4,2,9,深位,7080.0,7143.9749747300075,7159.439076345146,79.43907634514562,否
IN0383,B6T0000001166,E3,2,3,13,11,深位,13680.0,13688.203486213055,13712.498804759283,32.4988047592833,是
IN0383,B6T0000001166,E3,2,4,13,23,浅位,13680.0,13773.71144564332,13800.965177655462,120.96517765546196,否
IN0383,B6T0000001166,E3,2,4,13,23,深位,13680.0,13819.066126462663,13846.319858474806,166.3198584748061,否
IN0383,B6T0000001166,E3,2,3,23,3,深位,13680.0,13864.420807282007,13892.4435295868,212.44352958680065,否
IN0383,B6T0000001166,E3,2,4,16,18,深位,13680.0,13910.408582930433,13938.62489878743,258.62489878742963,否
IN0383,B6T0000001166,E3,2,4,23,8,深位,13680.0,13957.347698505168,13987.563173444316,307.5631734443159,否
IN0383,B6T0000001166,E3,2,3,15,32,深位,13680.0,14007.489484367252,14037.844572176582,357.844572176582,是
IN0383,B6T0000001166,E3,2,3,19,21,深位,13680.0,14098.835087789079,14129.80023917899,449.8002391789905,是
IN0383,B6T0000001166,E3,2,3,18,26,深位,13680.0,14192.252314993462,14223.560698848234,543.5606988482341,否
IN0383,B6T0000001166,E3,2,3,9,64,浅位,13680.0,14244.882102249027,14276.247818405875,596.2478184058746,否
IN0575,B6T0000001707,E1,2,3,8,1,深位,29040.0,29040.0,29055.745966692415,15.745966692415095,否
IN0575,B6T0000001707,E1,2,4,1,18,深位,29040.0,29063.85937639475,29080.34465776899,40.344657768990146,否
IN0575,B6T0000001707,E1,2,3,8,2,深位,29040.0,29089.567117315248,29106.14151113241,66.1415111324095,否
IN0664,B6T0000001992,E1,2,3,6,4,深位,33600.0,33600.0,33616.63324958071,16.633249580707343,否
IN0664,B6T0000001992,E1,2,4,2,14,深位,33600.0,33625.626983947805,33642.57440033649,42.57440033648891,否
IN0664,B6T0000001992,E1,2,4,7,5,深位,33600.0,33652.09610767351,33669.779346179435,69.77934617943538,否
IN0664,B6T0000001992,E1,2,3,4,11,浅位,33600.0,33679.66718675699,33697.59193895983,97.59193895982753,否
IN0664,B6T0000001992,E1,2,3,4,11,深位,33600.0,33707.84539154844,33725.77014375128,125.77014375128056,否
IN0664,B6T0000001992,E1,2,4,4,11,浅位,33600.0,33736.023596339895,33753.94834854273,153.94834854273358,否
IN0019,B6T0000000056,E4,2,3,45,3,浅位,35880.0,35880.0,35923.626170580654,43.62617058065371,否
IN0019,B6T0000000056,E4,2,3,45,3,深位,35880.0,35953.657890590956,35997.28406117161,117.28406117160921,否
IN0008,B6T0000000014,E4,2,4,45,3,浅位,39360.0,39360.0,39403.626170580654,43.62617058065371,否
IN0008,B6T0000000014,E4,2,4,45,3,深位,39360.0,39433.657890590956,39477.28406117161,117.28406117160921,否
IN0432,B6T0000001312,E3,2,3,13,20,浅位,44640.0,44640.0,44666.606340875514,26.606340875514434,否
IN0432,B6T0000001312,E3,2,3,13,20,深位,44640.0,44684.128245446904,44710.73458632242,70.73458632241818,否
IN0432,B6T0000001312,E3,2,4,13,20,浅位,44640.0,44728.25649089381,44754.86283176932,114.86283176932193,否
IN0432,B6T0000001312,E3,2,4,13,20,深位,44640.0,44772.38473634071,44798.991077216226,158.99107721622568,否
IN0411,B6T0000001251,E3,2,4,11,35,浅位,50040.0,50040.0,50068.03499554892,28.03499554892187,否
IN0411,B6T0000001251,E3,2,4,11,35,深位,50040.0,50086.944664791044,50114.979660339966,74.97966033996636,否
IN0411,B6T0000001251,E3,2,4,18,15,浅位,50040.0,50133.88932958209,50162.74564110209,122.7456411020903,否
IN0411,B6T0000001251,E3,2,4,18,15,深位,50040.0,50181.87384433237,50210.73015585237,170.73015585236863,否
IN0487,B6T0000001471,E1,2,4,4,11,深位,50280.0,50280.0,50297.92475220284,17.924752202838135,否
IN0487,B6T0000001471,E1,2,4,1,26,浅位,50280.0,50308.17820479145,50326.37624381864,46.37624381863861,否
IN0487,B6T0000001471,E1,2,4,1,26,深位,50280.0,50337.130640381285,50355.32867940847,75.32867940847063,否
IN0487,B6T0000001471,E1,2,4,4,14,深位,50280.0,50366.08307597112,50384.857893366796,104.8578933667959,否
IN0487,B6T0000001471,E1,2,4,1,30,深位,50280.0,50395.87166737801,50414.82611852811,134.82611852810805,否
IN0487,B6T0000001471,E1,2,3,6,11,深位,50280.0,50426.2570706611,50445.52356982252,165.5235698225224,否
IN0487,B6T0000001471,E1,2,4,3,21,深位,50280.0,50456.87255421529,50476.509841560204,196.50984156020422,否
IN0487,B6T0000001471,E1,2,3,5,16,深位,50280.0,50488.35888588967,50508.35888588967,228.35888588966918,否
IN0418,B6T0000001276,E3,2,3,9,10,浅位,52260.0,52288.90314370558,52309.71298040016,49.71298040015972,是
IN0418,B6T0000001276,E3,2,3,9,10,深位,52260.0,52336.06998524413,52356.87982193871,96.87982193870994,是
IN0278,B6T0000000833,E3,2,4,17,23,浅位,52260.0,52383.23682678268,52413.24917948448,153.24917948448274,否
IN0278,B6T0000000833,E3,2,4,17,23,深位,52260.0,52433.49489038696,52463.50724308876,203.50724308875942,否
IN0278,B6T0000000833,E3,2,3,9,64,深位,52260.0,52483.752953991236,52515.118670148084,255.11867014808377,否
IN0598,B6T0000001776,E1,2,4,2,8,浅位,55260.0,55260.0,55275.12095586463,15.12095586462965,否
IN0598,B6T0000001776,E1,2,4,2,8,深位,55260.0,55283.009027245644,55298.12998311027,38.129983110273315,否
IN0598,B6T0000001776,E1,2,4,8,1,浅位,55260.0,55306.01805449129,55321.7640211837,61.76402118369879,否
IN0598,B6T0000001776,E1,2,4,8,1,深位,55260.0,55329.87743088604,55345.62339757845,85.62339757844893,否
IN0598,B6T0000001776,E1,2,3,5,12,浅位,55260.0,55353.73680728079,55372.66501051106,112.66501051106025,否
IN0598,B6T0000001776,E1,2,3,5,12,深位,55260.0,55383.76076335056,55402.688966580834,142.68896658083395,否
IN0598,B6T0000001776,E1,2,4,5,12,浅位,55260.0,55413.784719420335,55432.71292265061,172.71292265060765,否
IN0598,B6T0000001776,E1,2,3,8,8,浅位,55260.0,55443.80867549011,55463.21149643201,203.21149643201352,否
IN0622,B6T0000001843,E1,2,4,5,2,浅位,55980.0,55980.0,55994.82842712475,14.828427124746668,否
IN0622,B6T0000001843,E1,2,4,5,2,深位,55980.0,56002.25722873845,56017.08565586319,37.0856558631931,否
IN0622,B6T0000001843,E1,2,3,8,8,深位,55980.0,56024.51445747689,56043.9172784188,63.91727841879765,否
IN0622,B6T0000001843,E1,2,4,2,28,浅位,55980.0,56055.3014779954,56075.3485848548,95.34858485480072,否
IN0622,B6T0000001843,E1,2,4,2,28,深位,55980.0,56087.6427396325,56107.6898464919,127.68984649189952,否
IN0155,B6T0000000455,E3,2,4,9,10,浅位,56880.0,56880.0,56900.80983669458,20.809836694577825,否
IN0155,B6T0000000455,E3,2,4,9,10,深位,56880.0,56913.394894174344,56934.20473086892,54.204730868921615,否
IN0155,B6T0000000455,E3,2,4,9,64,浅位,56880.0,56946.78978834869,56978.155504505536,98.15550450553565,否
IN0155,B6T0000000455,E3,2,4,9,64,深位,56880.0,56999.61704106914,57030.98275722599,150.9827572259892,否
IN0050,B6T0000000141,E4,2,3,46,2,浅位,83460.0,83460.0,83503.85256505579,43.85256505578582,否
IN0050,B6T0000000141,E4,2,3,46,2,深位,83460.0,83533.98238718392,83577.8349522397,117.83495223970385,否
IN0001,B6T0000000000,E4,2,4,46,2,浅位,84240.0,84240.0,84283.85256505579,43.85256505578582,否
