订单号,原材料号,到达时间(s),消耗占比,列坐标,层坐标,货架号,巷道号,单程时间(s),总运输时间(s),开始时刻(s),完成时刻(s),流动时间(s),策略
3342,B6T0000000416,517800.0,0.0138,48,10,8,4,118.0,242.00000000000003,517918.0,518042.0,242.0,SPT
2086,B6T0000001407,517860.0,0.0405,10,6,8,4,31.0,68.0,518073.0,518110.0,250.0,SPT
2087,B6T0000001407,517860.0,0.0405,10,6,8,4,31.0,68.0,518141.0,518178.0,318.0,SPT
693,B6T0000001180,517980.0,0.1614,9,11,7,4,44.0,94.0,518222.0,518272.0,292.0,SPT
694,B6T0000001180,517980.0,0.1614,9,11,7,4,44.0,94.0,518316.0,518366.0,386.0,SPT
695,B6T0000001180,517980.0,0.1614,9,11,8,4,44.0,94.0,518410.0,518460.0,480.0,SPT
2141,B6T0000001327,518400.0,0.038,10,8,7,4,35.0,76.0,518495.0,518536.0,136.0,SPT
698,B6T0000001180,517980.0,0.1614,9,11,8,4,44.0,94.0,518580.0,518630.0,650.0,SPT
1866,B6T0000000725,518280.0,0.0481,19,13,7,4,72.0,150.0,518702.0,518780.0,500.0,SPT
3343,B6T0000000416,517800.0,0.0138,48,10,8,4,118.0,242.00000000000003,518898.0,519022.0,1222.0,SPT
1278,B6T0000001854,518880.0,0.084,4,7,7,4,21.0,48.0,519043.0,519070.0,190.0,SPT
1279,B6T0000001854,518880.0,0.084,4,7,7,4,21.0,48.0,519091.0,519118.0,238.0,SPT
1280,B6T0000001854,518880.0,0.084,4,7,8,4,21.0,48.0,519139.0,519166.0,286.0,SPT
1281,B6T0000001854,518880.0,0.084,4,7,8,4,21.0,48.0,519187.0,519214.0,334.0,SPT
3067,B6T0000000455,518400.0,0.0182,23,26,7,4,132.0,270.0,519346.0,519484.0,1084.0,SPT
426,B6T0000000050,519060.0,0.1901,3,44,7,4,165.50000000000009,337.00000000000017,519649.5,519821.0,761.0,SPT
408,B6T0000000050,519060.0,0.1901,3,44,7,4,165.50000000000009,337.00000000000017,519986.5,520158.0,1098.0,SPT
422,B6T0000000050,519060.0,0.1901,3,44,8,4,165.50000000000009,337.00000000000017,520323.5,520495.0,1435.0,SPT
784,B6T0000001996,520380.0,0.1414,2,7,7,4,17.0,40.0,520512.0,520535.0,155.0,SPT
1019,B6T0000001975,520500.0,0.109,6,1,7,4,13.000000000000002,32.0,520548.0,520567.0,67.0,SPT
1020,B6T0000001975,520500.0,0.109,6,1,7,4,13.000000000000002,32.0,520580.0,520599.0,99.0,SPT
1021,B6T0000001975,520500.0,0.109,6,1,8,4,13.000000000000002,32.0,520612.0,520631.0,131.0,SPT
1022,B6T0000001975,520500.0,0.109,6,1,8,4,13.000000000000002,32.0,520644.0,520663.0,163.0,SPT
410,B6T0000000050,519060.0,0.1901,3,44,8,4,165.50000000000009,337.00000000000017,520828.5,521000.0,1940.0,SPT
615,B6T0000000247,521280.0,0.1761,2,45,7,4,168.50000000000009,343.00000000000017,521448.5,521623.0,343.0,SPT
614,B6T0000000247,521280.0,0.1761,2,45,7,4,168.50000000000009,343.00000000000017,521791.5,521966.0,686.0,SPT
613,B6T0000000247,521280.0,0.1761,2,45,8,4,168.50000000000009,343.00000000000017,522134.5,522309.0,1029.0,SPT
600,B6T0000000247,521280.0,0.1761,2,45,8,4,168.50000000000009,343.00000000000017,522477.5,522652.0,1372.0,SPT
3421,B6T0000000131,530160.0,0.0128,29,50,8,4,247.50000000000009,501.00000000000017,530407.5,530661.0,501.0,SPT
3420,B6T0000000131,530160.0,0.0128,29,50,8,4,247.50000000000009,501.00000000000017,530908.5,531162.0,1002.0,SPT
2267,B6T0000001742,533760.0,0.0351,14,3,7,4,33.0,72.0,533793.0,533832.0,72.0,SPT
2271,B6T0000001742,533760.0,0.0351,14,3,7,4,33.0,72.0,533865.0,533904.0,144.0,SPT
2270,B6T0000001742,533760.0,0.0351,14,3,8,4,33.0,72.0,533937.0,533976.0,216.0,SPT
2266,B6T0000001742,533760.0,0.0351,14,3,8,4,33.0,72.0,534009.0,534048.0,288.0,SPT
3684,B6T0000001402,535440.0,0.0107,56,2,8,4,115.0,236.0,535555.0,535676.0,236.0,SPT
3685,B6T0000001402,535440.0,0.0107,56,2,8,4,115.0,236.0,535791.0,535912.0,472.0,SPT
2066,B6T0000000389,535980.0,0.0407,17,17,7,4,84.0,174.0,536064.0,536154.0,174.0,SPT
2064,B6T0000000389,535980.0,0.0407,17,17,7,4,84.0,174.0,536238.0,536328.0,348.0,SPT
2068,B6T0000000389,535980.0,0.0407,17,17,8,4,84.0,174.0,536412.0,536502.0,522.0,SPT
2067,B6T0000000389,535980.0,0.0407,17,17,8,4,84.0,174.0,536586.0,536676.0,696.0,SPT
2006,B6T0000000680,536820.0,0.0426,10,23,8,4,94.0,194.00000000000003,536914.0,537014.0,194.0,SPT
2005,B6T0000000680,536820.0,0.0426,10,23,8,4,94.0,194.00000000000003,537108.0,537208.0,388.0,SPT
2395,B6T0000001859,538200.0,0.0307,16,4,8,4,39.0,84.0,538239.0,538284.0,84.0,SPT
2396,B6T0000001859,538200.0,0.0307,16,4,8,4,39.0,84.0,538323.0,538368.0,168.0,SPT
2534,B6T0000000504,538440.0,0.0271,6,34,7,4,130.00000000000006,266.0000000000001,538570.0,538706.0,266.0,SPT
2533,B6T0000000504,538440.0,0.0271,6,34,7,4,130.00000000000006,266.0000000000001,538836.0,538972.0,532.0,SPT
2530,B6T0000000504,538440.0,0.0271,6,34,8,4,130.00000000000006,266.0000000000001,539102.0,539238.0,798.0,SPT
2531,B6T0000000504,538440.0,0.0271,6,34,8,4,130.00000000000006,266.0000000000001,539368.0,539504.0,1064.0,SPT
2478,B6T0000000337,550680.0,0.0285,5,34,7,4,128.00000000000006,262.0000000000001,550808.0,550942.0,262.0,SPT
884,B6T0000000488,555240.0,0.1265,8,13,7,4,50.0,106.0,555290.0,555346.0,106.0,SPT
885,B6T0000000488,555240.0,0.1265,8,13,7,4,50.0,106.0,555396.0,555452.0,212.0,SPT
886,B6T0000000488,555240.0,0.1265,8,13,8,4,50.0,106.0,555502.0,555558.0,318.0,SPT
887,B6T0000000488,555240.0,0.1265,8,13,8,4,50.0,106.0,555608.0,555664.0,424.0,SPT
1258,B6T0000000799,555720.0,0.0872,9,16,7,4,63.99999999999999,134.0,555784.0,555854.0,134.0,SPT
1245,B6T0000000799,555720.0,0.0872,9,16,7,4,63.99999999999999,134.0,555918.0,555988.0,268.0,SPT
1246,B6T0000000799,555720.0,0.0872,9,16,8,4,63.99999999999999,134.0,556052.0,556122.0,402.0,SPT
1247,B6T0000000799,555720.0,0.0872,9,16,8,4,63.99999999999999,134.0,556186.0,556256.0,536.0,SPT
1086,B6T0000000178,558480.0,0.1033,2,47,7,4,178.50000000000009,363.00000000000017,558658.5,558843.0,363.0,SPT
2931,B6T0000001312,559260.0,0.02,30,17,7,4,110.0,226.0,559370.0,559486.0,226.0,SPT
1949,B6T0000000507,559560.0,0.0437,22,11,7,4,70.0,146.0,559630.0,559706.0,146.0,SPT
1951,B6T0000000507,559560.0,0.0437,22,11,7,4,70.0,146.0,559776.0,559852.0,292.0,SPT
1952,B6T0000000507,559560.0,0.0437,22,11,8,4,70.0,146.0,559922.0,559998.0,438.0,SPT
1953,B6T0000000507,559560.0,0.0437,22,11,8,4,70.0,146.0,560068.0,560144.0,584.0,SPT
2243,B6T0000000094,559860.0,0.0353,10,47,7,4,194.50000000000009,395.00000000000017,560338.5,560539.0,679.0,SPT
2244,B6T0000000094,559860.0,0.0353,10,47,7,4,194.50000000000009,395.00000000000017,560733.5,560934.0,1074.0,SPT
3489,B6T0000001536,565560.0,0.0122,47,4,8,4,101.0,208.0,565661.0,565768.0,208.0,SPT
3488,B6T0000001536,565560.0,0.0122,47,4,8,4,101.0,208.0,565869.0,565976.0,416.0,SPT
2677,B6T0000000928,567900.0,0.0239,5,37,7,4,140.00000000000006,286.0000000000001,568040.0,568186.0,286.0,SPT
2678,B6T0000000928,567900.0,0.0239,5,37,7,4,140.00000000000006,286.0000000000001,568326.0,568472.0,572.0,SPT
2679,B6T0000000928,567900.0,0.0239,5,37,8,4,140.00000000000006,286.0000000000001,568612.0,568758.0,858.0,SPT
2676,B6T0000000928,567900.0,0.0239,5,37,8,4,140.00000000000006,286.0000000000001,568898.0,569044.0,1144.0,SPT
2265,B6T0000000534,574920.0,0.0351,14,22,8,4,98.0,202.00000000000003,575018.0,575122.0,202.0,SPT
2264,B6T0000000534,574920.0,0.0351,14,22,8,4,98.0,202.00000000000003,575220.0,575324.0,404.0,SPT
1483,B6T0000000758,4500.0,0.0671,15,13,9,5,64.0,134.0,4564.0,4634.0,134.0,SPT
1493,B6T0000000758,4500.0,0.0671,15,13,9,5,64.0,134.0,4698.0,4768.0,268.0,SPT
1492,B6T0000000758,4500.0,0.0671,15,13,10,5,64.0,134.0,4832.0,4902.0,402.0,SPT
1482,B6T0000000758,4500.0,0.0671,15,13,10,5,64.0,134.0,4966.0,5036.0,536.0,SPT
3558,B6T0000000460,4500.0,0.0115,52,14,10,5,142.0,290.0,5178.0,5326.0,826.0,SPT
3559,B6T0000000460,4500.0,0.0115,52,14,10,5,142.0,290.0,5468.0,5616.0,1116.0,SPT
2614,B6T0000000877,13620.0,0.0254,1,40,9,5,144.00000000000006,294.0000000000001,13764.0,13914.0,294.0,SPT
2615,B6T0000000877,13620.0,0.0254,1,40,9,5,144.00000000000006,294.0000000000001,14058.0,14208.0,588.0,SPT
3289,B6T0000000907,14880.0,0.0147,41,15,9,5,124.0,254.0,15004.0,15134.0,254.0,SPT
3288,B6T0000000907,14880.0,0.0147,41,15,9,5,124.0,254.0,15258.0,15388.0,508.0,SPT
581,B6T0000001238,18840.0,0.1832,4,15,9,5,49.99999999999999,106.0,18890.0,18946.0,106.0,SPT
591,B6T0000001238,18840.0,0.1832,4,15,9,5,49.99999999999999,106.0,18996.0,19052.0,212.0,SPT
578,B6T0000001238,18840.0,0.1832,4,15,10,5,49.99999999999999,106.0,19102.0,19158.0,318.0,SPT
582,B6T0000001238,18840.0,0.1832,4,15,10,5,49.99999999999999,106.0,19208.0,19264.0,424.0,SPT
741,B6T0000000140,25440.0,0.1595,3,45,9,5,170.50000000000009,347.00000000000017,25610.5,25787.0,347.0,SPT
742,B6T0000000140,25440.0,0.1595,3,45,9,5,170.50000000000009,347.00000000000017,25957.5,26134.0,694.0,SPT
740,B6T0000000140,25440.0,0.1595,3,45,10,5,170.50000000000009,347.00000000000017,26304.5,26481.0,1041.0,SPT
739,B6T0000000140,25440.0,0.1595,3,45,10,5,170.50000000000009,347.00000000000017,26651.5,26828.0,1388.0,SPT
2555,B6T0000001217,28080.0,0.0268,29,12,9,5,88.0,182.0,28168.0,28262.0,182.0,SPT
2557,B6T0000001217,28080.0,0.0268,29,12,9,5,88.0,182.0,28350.0,28444.0,364.0,SPT
2558,B6T0000001217,28080.0,0.0268,29,12,10,5,88.0,182.0,28532.0,28626.0,546.0,SPT
2559,B6T0000001217,28080.0,0.0268,29,12,10,5,88.0,182.0,28714.0,28808.0,728.0,SPT
1564,B6T0000001735,30180.0,0.0635,5,7,9,5,23.0,52.0,30203.0,30232.0,52.0,SPT
1563,B6T0000001735,30180.0,0.0635,5,7,9,5,23.0,52.0,30255.0,30284.0,104.0,SPT
1562,B6T0000001735,30180.0,0.0635,5,7,10,5,23.0,52.0,30307.0,30336.0,156.0,SPT
1560,B6T0000001735,30180.0,0.0635,5,7,10,5,23.0,52.0,30359.0,30388.0,208.0,SPT
1719,B6T0000001672,34800.0,0.056,7,6,9,5,25.0,56.0,34825.0,34856.0,56.0,SPT
1720,B6T0000001672,34800.0,0.056,7,6,9,5,25.0,56.0,34881.0,34912.0,112.0,SPT
1721,B6T0000001672,34800.0,0.056,7,6,10,5,25.0,56.0,34937.0,34968.0,168.0,SPT
1722,B6T0000001672,34800.0,0.056,7,6,10,5,25.0,56.0,34993.0,35024.0,224.0,SPT
2060,B6T0000000120,43740.0,0.0408,7,48,9,5,193.50000000000009,393.00000000000017,43933.5,44133.0,393.0,SPT
2059,B6T0000000120,43740.0,0.0408,7,48,9,5,193.50000000000009,393.00000000000017,44326.5,44526.0,786.0,SPT
2057,B6T0000000120,43740.0,0.0408,7,48,10,5,193.50000000000009,393.00000000000017,44719.5,44919.0,1179.0,SPT
3090,B6T0000000338,46200.0,0.0177,36,14,9,5,110.0,226.0,46310.0,46426.0,226.0,SPT
3088,B6T0000000338,46200.0,0.0177,36,14,9,5,110.0,226.0,46536.0,46652.0,452.0,SPT
3089,B6T0000000338,46200.0,0.0177,36,14,10,5,110.0,226.0,46762.0,46878.0,678.0,SPT
2550,B6T0000001153,50820.0,0.0268,31,10,9,5,84.0,174.0,50904.0,50994.0,174.0,SPT
2891,B6T0000001622,51720.0,0.0206,26,5,9,5,61.0,128.0,51781.0,51848.0,128.0,SPT
661,B6T0000001698,53940.0,0.1619,1,8,9,5,17.0,40.0,53957.0,53980.0,40.0,SPT
658,B6T0000001698,53940.0,0.1619,1,8,9,5,17.0,40.0,53997.0,54020.0,80.0,SPT
657,B6T0000001698,53940.0,0.1619,1,8,10,5,17.0,40.0,54037.0,54060.0,120.0,SPT
656,B6T0000001698,53940.0,0.1619,1,8,10,5,17.0,40.0,54077.0,54100.0,160.0,SPT
1574,B6T0000001553,54360.0,0.0624,8,2,9,5,19.0,44.0,54379.0,54404.0,44.0,SPT
1577,B6T0000001553,54360.0,0.0624,8,2,9,5,19.0,44.0,54423.0,54448.0,88.0,SPT
3310,B6T0000001484,55260.0,0.0144,39,5,9,5,87.0,180.0,55347.0,55440.0,180.0,SPT
2174,B6T0000001942,55320.0,0.0372,12,5,10,5,33.0,72.0,55473.0,55512.0,192.0,SPT
373,B6T0000001440,55500.0,0.1918,2,5,9,5,13.0,32.0,55525.0,55544.0,44.0,SPT
374,B6T0000001440,55500.0,0.1918,2,5,9,5,13.0,32.0,55557.0,55576.0,76.0,SPT
375,B6T0000001440,55500.0,0.1918,2,5,10,5,13.0,32.0,55589.0,55608.0,108.0,SPT
376,B6T0000001440,55500.0,0.1918,2,5,10,5,13.0,32.0,55621.0,55640.0,140.0,SPT
2172,B6T0000001942,55320.0,0.0372,12,5,10,5,33.0,72.0,55673.0,55712.0,392.0,SPT
3311,B6T0000001484,55260.0,0.0144,39,5,9,5,87.0,180.0,55799.0,55892.0,632.0,SPT
454,B6T0000000678,56040.0,0.1895,10,9,9,5,38.0,82.0,56078.0,56122.0,82.0,SPT
455,B6T0000000678,56040.0,0.1895,10,9,9,5,38.0,82.0,56160.0,56204.0,164.0,SPT
444,B6T0000000678,56040.0,0.1895,10,9,10,5,38.0,82.0,56242.0,56286.0,246.0,SPT
437,B6T0000000678,56040.0,0.1895,10,9,10,5,38.0,82.0,56324.0,56368.0,328.0,SPT
2691,B6T0000001182,85740.0,0.0238,4,38,9,5,142.00000000000006,290.0000000000001,85882.0,86030.0,290.0,SPT
2689,B6T0000001182,85740.0,0.0238,4,38,9,5,142.00000000000006,290.0000000000001,86172.0,86320.0,580.0,SPT
1479,B6T0000000631,86280.0,0.0678,3,24,9,5,84.00000000000001,174.00000000000003,86404.0,86494.0,214.0,SPT
1472,B6T0000000631,86280.0,0.0678,3,24,9,5,84.00000000000001,174.00000000000003,86578.0,86668.0,388.0,SPT
1470,B6T0000000631,86280.0,0.0678,3,24,10,5,84.00000000000001,174.00000000000003,86752.0,86842.0,562.0,SPT
1478,B6T0000000631,86280.0,0.0678,3,24,10,5,84.00000000000001,174.00000000000003,86926.0,87016.0,736.0,SPT
1673,B6T0000001355,87000.0,0.0579,9,1,9,5,19.0,44.0,87035.0,87060.0,60.0,SPT
1674,B6T0000001355,87000.0,0.0579,9,1,9,5,19.0,44.0,87079.0,87104.0,104.0,SPT
1675,B6T0000001355,87000.0,0.0579,9,1,10,5,19.0,44.0,87123.0,87148.0,148.0,SPT
1668,B6T0000001355,87000.0,0.0579,9,1,10,5,19.0,44.0,87167.0,87192.0,192.0,SPT
1833,B6T0000000536,86760.0,0.0502,8,23,9,5,90.00000000000001,186.00000000000003,87282.0,87378.0,618.0,SPT
1380,B6T0000000104,86580.0,0.0753,5,46,9,5,179.50000000000009,365.00000000000017,87557.5,87743.0,1163.0,SPT
3431,B6T0000001554,87660.0,0.0128,46,1,9,5,93.0,192.0,87836.0,87935.0,275.0,SPT
188,B6T0000000932,87900.0,0.3317,1,15,10,5,43.99999999999999,94.0,87979.0,88029.0,129.0,SPT
2315,B6T0000001107,87900.0,0.0338,24,13,10,5,82.0,170.0,88111.0,88199.0,299.0,SPT
1687,B6T0000001375,88080.0,0.0569,6,7,9,5,25.0,56.0,88224.0,88255.0,175.0,SPT
1696,B6T0000001375,88080.0,0.0569,6,7,9,5,25.0,56.0,88280.0,88311.0,231.0,SPT
1688,B6T0000001375,88080.0,0.0569,6,7,10,5,25.0,56.0,88336.0,88367.0,287.0,SPT
1695,B6T0000001375,88080.0,0.0569,6,7,10,5,25.0,56.0,88392.0,88423.0,343.0,SPT
2316,B6T0000001107,87900.0,0.0338,24,13,10,5,82.0,170.0,88505.0,88593.0,693.0,SPT
3430,B6T0000001554,87660.0,0.0128,46,1,9,5,93.0,192.0,88686.0,88785.0,1125.0,SPT
120,B6T0000000154,87720.0,0.3556,1,44,9,5,161.50000000000009,329.00000000000017,88946.5,89114.0,1394.0,SPT
181,B6T0000000932,88800.0,0.3317,1,15,10,5,43.99999999999999,94.0,89158.0,89208.0,408.0,SPT
119,B6T0000000154,87720.0,0.3556,1,44,9,5,161.50000000000009,329.00000000000017,89369.5,89537.0,1817.0,SPT
118,B6T0000000154,87720.0,0.3556,1,44,10,5,161.50000000000009,329.00000000000017,89698.5,89866.0,2146.0,SPT
123,B6T0000000154,87720.0,0.3556,1,44,10,5,161.50000000000009,329.00000000000017,90027.5,90195.0,2475.0,SPT
1379,B6T0000000104,86580.0,0.0753,5,46,9,5,179.50000000000009,365.00000000000017,90374.5,90560.0,3980.0,SPT
1387,B6T0000000104,86580.0,0.0753,5,46,10,5,179.50000000000009,365.00000000000017,90739.5,90925.0,4345.0,SPT
1378,B6T0000000104,86580.0,0.0753,5,46,10,5,179.50000000000009,365.00000000000017,91104.5,91290.0,4710.0,SPT
1827,B6T0000001148,91620.0,0.0505,10,21,9,5,86.00000000000001,178.00000000000003,91706.0,91798.0,178.0,SPT
1828,B6T0000001148,91620.0,0.0505,10,21,9,5,86.00000000000001,178.00000000000003,91884.0,91976.0,356.0,SPT
1829,B6T0000001148,91620.0,0.0505,10,21,10,5,86.00000000000001,178.00000000000003,92062.0,92154.0,534.0,SPT
1832,B6T0000001148,91620.0,0.0505,10,21,10,5,86.00000000000001,178.00000000000003,92240.0,92332.0,712.0,SPT
2022,B6T0000000073,91800.0,0.0423,9,46,9,5,187.50000000000009,381.00000000000017,92519.5,92713.0,913.0,SPT
2023,B6T0000000073,91800.0,0.0423,9,46,9,5,187.50000000000009,381.00000000000017,92900.5,93094.0,1294.0,SPT
2024,B6T0000000073,91800.0,0.0423,9,46,10,5,187.50000000000009,381.00000000000017,93281.5,93475.0,1675.0,SPT
2026,B6T0000000073,91800.0,0.0423,9,46,10,5,187.50000000000009,381.00000000000017,93662.5,93856.0,2056.0,SPT
1415,B6T0000000408,97140.0,0.0738,3,23,9,5,80.00000000000001,166.00000000000003,97220.0,97306.0,166.0,SPT
1409,B6T0000000408,97140.0,0.0738,3,23,9,5,80.00000000000001,166.00000000000003,97386.0,97472.0,332.0,SPT
1410,B6T0000000408,97140.0,0.0738,3,23,10,5,80.00000000000001,166.00000000000003,97552.0,97638.0,498.0,SPT
1411,B6T0000000408,97140.0,0.0738,3,23,10,5,80.00000000000001,166.00000000000003,97718.0,97804.0,664.0,SPT
2254,B6T0000001242,111060.0,0.0353,17,19,10,5,92.0,190.0,111152.0,111250.0,190.0,SPT
2259,B6T0000001242,111060.0,0.0353,17,19,10,5,92.0,190.0,111342.0,111440.0,380.0,SPT
3386,B6T0000001525,116880.0,0.0133,44,2,9,5,91.0,188.0,116971.0,117068.0,188.0,SPT
3387,B6T0000001525,116880.0,0.0133,44,2,9,5,91.0,188.0,117159.0,117256.0,376.0,SPT
67,B6T0000001664,118260.0,0.5883,2,2,9,5,7.0,20.0,118267.0,118280.0,20.0,SPT
64,B6T0000001664,118260.0,0.5883,2,2,9,5,7.0,20.0,118287.0,118300.0,40.0,SPT
65,B6T0000001664,118260.0,0.5883,2,2,10,5,7.0,20.0,118307.0,118320.0,60.0,SPT
66,B6T0000001664,118260.0,0.5883,2,2,10,5,7.0,20.0,118327.0,118340.0,80.0,SPT
2333,B6T0000001994,127680.0,0.033,16,1,9,5,33.0,72.0,127713.0,127752.0,72.0,SPT
2334,B6T0000001994,127680.0,0.033,16,1,9,5,33.0,72.0,127785.0,127824.0,144.0,SPT
2332,B6T0000001994,127680.0,0.033,16,1,10,5,33.0,72.0,127857.0,127896.0,216.0,SPT
2335,B6T0000001994,127680.0,0.033,16,1,10,5,33.0,72.0,127929.0,127968.0,288.0,SPT
39,B6T0000001104,132060.0,0.8431,4,9,9,5,26.0,57.99999999999999,132086.0,132118.0,58.0,SPT
2401,B6T0000001888,142740.0,0.0305,14,8,10,5,43.0,92.0,142783.0,142832.0,92.0,SPT
2402,B6T0000001888,142740.0,0.0305,14,8,10,5,43.0,92.0,142875.0,142924.0,184.0,SPT
147,B6T0000000810,172560.0,0.3397,2,14,9,5,41.99999999999999,89.99999999999999,172602.0,172650.0,90.0,SPT
148,B6T0000000810,172560.0,0.3397,2,14,9,5,41.99999999999999,89.99999999999999,172692.0,172740.0,180.0,SPT
149,B6T0000000810,172560.0,0.3397,2,14,10,5,41.99999999999999,89.99999999999999,172782.0,172830.0,270.0,SPT
349,B6T0000001370,172860.0,0.2001,3,3,10,5,11.0,28.0,172871.0,172888.0,28.0,SPT
350,B6T0000001370,172860.0,0.2001,3,3,10,5,11.0,28.0,172899.0,172916.0,56.0,SPT
2541,B6T0000001206,173460.0,0.027,2,38,9,5,138.00000000000006,282.0000000000001,173598.0,173742.0,282.0,SPT
2543,B6T0000001206,173460.0,0.027,2,38,9,5,138.00000000000006,282.0000000000001,173880.0,174024.0,564.0,SPT
777,B6T0000000843,173880.0,0.1548,5,15,9,5,51.99999999999999,110.0,174076.0,174134.0,254.0,SPT
776,B6T0000000843,173880.0,0.1548,5,15,9,5,51.99999999999999,110.0,174186.0,174244.0,364.0,SPT
775,B6T0000000843,173880.0,0.1548,5,15,10,5,51.99999999999999,110.0,174296.0,174354.0,474.0,SPT
774,B6T0000000843,173880.0,0.1548,5,15,10,5,51.99999999999999,110.0,174406.0,174464.0,584.0,SPT
1297,B6T0000000996,174180.0,0.0826,1,24,9,5,80.00000000000001,166.00000000000003,174544.0,174630.0,450.0,SPT
1298,B6T0000000996,174180.0,0.0826,1,24,9,5,80.00000000000001,166.00000000000003,174710.0,174796.0,616.0,SPT
2519,B6T0000001724,174720.0,0.0276,16,8,9,5,47.0,100.0,174843.0,174896.0,176.0,SPT
1193,B6T0000001103,174780.0,0.0925,3,21,9,5,72.00000000000001,150.00000000000003,174968.0,175046.0,266.0,SPT
1303,B6T0000000996,174180.0,0.0826,1,24,10,5,80.00000000000001,166.00000000000003,175126.0,175212.0,1032.0,SPT
1300,B6T0000000996,174180.0,0.0826,1,24,10,5,80.00000000000001,166.00000000000003,175292.0,175378.0,1198.0,SPT
3392,B6T0000001976,175320.0,0.0133,40,8,9,5,95.0,196.0,175473.0,175574.0,254.0,SPT
2620,B6T0000001218,175380.0,0.0251,29,13,9,5,92.0,190.0,175666.0,175764.0,384.0,SPT
2702,B6T0000001568,175680.0,0.0234,24,2,9,5,51.00000000000001,108.0,175815.0,175872.0,192.0,SPT
2703,B6T0000001568,175680.0,0.0234,24,2,9,5,51.00000000000001,108.0,175923.0,175980.0,300.0,SPT
2700,B6T0000001568,175680.0,0.0234,24,2,10,5,51.00000000000001,108.0,176031.0,176088.0,408.0,SPT
2701,B6T0000001568,175680.0,0.0234,24,2,10,5,51.00000000000001,108.0,176139.0,176196.0,516.0,SPT
2623,B6T0000001218,175380.0,0.0251,29,13,9,5,92.0,190.0,176288.0,176386.0,1006.0,SPT
2622,B6T0000001218,175380.0,0.0251,29,13,10,5,92.0,190.0,176478.0,176576.0,1196.0,SPT
2621,B6T0000001218,175380.0,0.0251,29,13,10,5,92.0,190.0,176668.0,176766.0,1386.0,SPT
3393,B6T0000001976,175320.0,0.0133,40,8,9,5,95.0,196.0,176861.0,176962.0,1642.0,SPT
2544,B6T0000001206,173460.0,0.027,2,38,10,5,138.00000000000006,282.0000000000001,177100.0,177244.0,3784.0,SPT
2937,B6T0000000065,173460.0,0.0199,23,44,10,5,205.50000000000009,417.00000000000017,177449.5,177661.0,4201.0,SPT
2936,B6T0000000065,173460.0,0.0199,23,44,10,5,205.50000000000009,417.00000000000017,177866.5,178078.0,4618.0,SPT
792,B6T0000000540,181140.0,0.1348,2,18,9,5,58.0,122.0,181198.0,181262.0,122.0,SPT
793,B6T0000000540,181140.0,0.1348,2,18,9,5,58.0,122.0,181320.0,181384.0,244.0,SPT
794,B6T0000000540,181140.0,0.1348,2,18,10,5,58.0,122.0,181442.0,181506.0,366.0,SPT
796,B6T0000000540,181140.0,0.1348,2,18,10,5,58.0,122.0,181564.0,181628.0,488.0,SPT
1997,B6T0000001313,185160.0,0.0427,13,20,9,5,88.0,182.0,185248.0,185342.0,182.0,SPT
2001,B6T0000001313,185160.0,0.0427,13,20,9,5,88.0,182.0,185430.0,185524.0,364.0,SPT
3688,B6T0000001548,187320.0,0.0107,54,5,9,5,117.0,240.0,187437.0,187560.0,240.0,SPT
3689,B6T0000001548,187320.0,0.0107,54,5,9,5,117.0,240.0,187677.0,187800.0,480.0,SPT
34,B6T0000001104,193440.0,0.8431,4,9,9,5,26.0,57.99999999999999,193466.0,193498.0,58.0,SPT
35,B6T0000001104,193440.0,0.8431,4,9,10,5,26.0,57.99999999999999,193524.0,193556.0,116.0,SPT
1872,B6T0000000931,194700.0,0.0464,12,20,10,5,86.00000000000001,178.00000000000003,194786.0,194878.0,178.0,SPT
1873,B6T0000000931,194700.0,0.0464,12,20,10,5,86.00000000000001,178.00000000000003,194964.0,195056.0,356.0,SPT
3242,B6T0000000000,197160.0,0.0153,25,47,10,5,224.50000000000009,455.00000000000017,197384.5,197615.0,455.0,SPT
3243,B6T0000000000,197160.0,0.0153,25,47,10,5,224.50000000000009,455.00000000000017,197839.5,198070.0,910.0,SPT
1351,B6T0000001367,198720.0,0.0763,7,2,10,5,17.0,40.0,198737.0,198760.0,40.0,SPT
1358,B6T0000001367,198720.0,0.0763,7,2,10,5,17.0,40.0,198777.0,198800.0,80.0,SPT
2896,B6T0000000865,201000.0,0.0205,11,35,9,5,144.00000000000006,294.0000000000001,201144.0,201294.0,294.0,SPT
1135,B6T0000000395,202320.0,0.0958,8,16,9,5,61.99999999999999,130.0,202382.0,202450.0,130.0,SPT
1136,B6T0000000395,202320.0,0.0958,8,16,9,5,61.99999999999999,130.0,202512.0,202580.0,260.0,SPT
1140,B6T0000000395,202320.0,0.0958,8,16,10,5,61.99999999999999,130.0,202642.0,202710.0,390.0,SPT
1142,B6T0000000395,202320.0,0.0958,8,16,10,5,61.99999999999999,130.0,202772.0,202840.0,520.0,SPT
208,B6T0000000581,203400.0,0.27,1,16,9,5,47.99999999999999,102.0,203448.0,203502.0,102.0,SPT
209,B6T0000000581,203400.0,0.27,1,16,9,5,47.99999999999999,102.0,203550.0,203604.0,204.0,SPT
210,B6T0000000581,203400.0,0.27,1,16,10,5,47.99999999999999,102.0,203652.0,203706.0,306.0,SPT
823,B6T0000001427,203700.0,0.1296,4,4,9,5,15.0,36.0,203721.0,203742.0,42.0,SPT
