crane,material,box_type,src_shelf,src_z,src_x,src_slot,dst_shelf,dst_z,dst_x,dst_slot,start,end,op_time
2,B6T0000001088,E3,4,9,27,0,3,29,11,0,149579.69846153853,149621.4338461539,41.735384615384625
2,B6T0000001088,E3,4,9,27,1,3,29,11,1,149621.4338461539,149663.16923076927,41.735384615384625
2,B6T0000001754,E1,3,2,33,0,12,6,26,0,149663.16923076927,149695.6553846154,32.48615384615385
2,B6T0000001754,E1,3,2,33,1,12,6,26,1,149695.6553846154,149712.35692307696,16.701538461538462
2,B6T0000001754,E1,4,2,33,0,13,6,26,0,149712.35692307696,149729.05846153852,16.701538461538462
2,B6T0000001754,E1,4,2,33,1,13,6,26,1,149729.05846153852,149745.76000000007,16.701538461538462
2,B6T0000001324,E1,3,2,35,0,12,6,28,0,149745.76000000007,149762.7815384616,17.021538461538462
2,B6T0000001324,E1,3,2,35,1,12,6,28,1,149762.7815384616,149779.48307692315,16.701538461538462
2,B6T0000001324,E1,4,2,35,0,13,6,28,0,149779.48307692315,149796.1846153847,16.701538461538462
2,B6T0000001324,E1,4,2,35,1,13,6,28,1,149796.1846153847,149812.88615384625,16.701538461538462
2,B6T0000000390,E3,3,23,17,0,1,26,18,0,149812.88615384625,149838.3446153847,25.458461538461542
2,B6T0000000390,E3,3,23,17,1,1,26,18,1,149838.3446153847,149854.35692307702,16.01230769230769
2,B6T0000000390,E3,4,23,17,0,2,26,18,0,149854.35692307702,149870.36923076934,16.01230769230769
2,B6T0000000390,E3,4,23,17,1,2,26,18,1,149870.36923076934,149886.38153846166,16.01230769230769
2,B6T0000000390,E3,3,22,18,0,9,26,18,1,149886.38153846166,149903.30461538472,16.92307692307692
2,B6T0000000390,E3,3,22,18,1,10,26,18,0,149903.30461538472,149920.2276923078,16.92307692307692
2,B6T0000000390,E3,4,22,18,0,10,26,18,1,149920.2276923078,149937.15076923085,16.92307692307692
2,B6T0000000390,E3,4,22,18,1,11,26,18,0,149937.15076923085,149954.07384615391,16.92307692307692
2,B6T0000001681,E1,3,3,35,0,2,7,28,0,149954.07384615391,149983.60615384622,29.532307692307697
2,B6T0000001681,E1,3,3,35,1,2,7,28,1,149983.60615384622,150000.30769230778,16.701538461538462
2,B6T0000001681,E1,4,3,35,0,3,7,28,0,150000.30769230778,150017.00923076933,16.701538461538462
2,B6T0000001681,E1,4,3,35,1,3,7,28,1,150017.00923076933,150033.71076923088,16.701538461538462
2,B6T0000000705,E3,3,38,4,0,2,34,12,0,150033.71076923088,150071.9076923078,38.196923076923085
2,B6T0000000705,E3,3,38,4,1,2,34,12,1,150071.9076923078,150091.3907692309,19.48307692307693
2,B6T0000000705,E3,4,38,4,0,3,34,12,0,150091.3907692309,150110.873846154,19.48307692307693
2,B6T0000000705,E3,4,38,4,1,3,34,12,1,150110.873846154,150130.35692307708,19.48307692307693
2,B6T0000001074,E3,3,37,6,0,2,32,15,0,150130.35692307708,150149.68000000017,19.323076923076925
2,B6T0000001074,E3,3,37,6,1,2,32,15,1,150149.68000000017,150170.71384615402,21.03384615384616
2,B6T0000001074,E3,4,37,6,0,3,32,15,0,150170.71384615402,150191.74769230786,21.03384615384616
2,B6T0000001074,E3,4,37,6,1,3,32,15,1,150191.74769230786,150212.7815384617,21.03384615384616
2,B6T0000001074,E3,3,38,5,0,2,33,14,0,150212.7815384617,150234.59076923094,21.809230769230773
2,B6T0000001074,E3,3,38,5,1,2,33,14,1,150234.59076923094,150255.6246153848,21.03384615384616
2,B6T0000001074,E3,4,38,5,0,3,33,14,0,150255.6246153848,150276.65846153864,21.03384615384616
2,B6T0000001074,E3,4,38,5,1,13,33,14,1,150276.65846153864,150297.6923076925,21.03384615384616
2,B6T0000000261,E4,3,43,2,0,3,43,3,0,150297.6923076925,150318.00307692325,20.31076923076924
2,B6T0000000261,E4,3,43,2,1,3,43,3,1,150318.00307692325,150330.32307692326,12.32
2,B6T0000000261,E4,4,43,2,0,4,43,3,0,150330.32307692326,150342.64307692327,12.32
2,B6T0000000261,E4,4,43,2,1,4,43,3,1,150342.64307692327,150354.96307692328,12.32
2,B6T0000001388,E1,3,6,39,0,9,3,41,1,150354.96307692328,150396.04307692326,41.08000000000001
2,B6T0000001388,E1,3,6,39,1,10,3,41,0,150396.04307692326,150410.5292307694,14.486153846153847
2,B6T0000001388,E1,4,6,39,0,10,3,41,1,150410.5292307694,150425.01538461554,14.486153846153847
2,B6T0000001388,E1,4,6,39,1,11,3,41,0,150425.01538461554,150439.50153846169,14.486153846153847
2,B6T0000001011,E3,3,30,17,0,2,25,26,0,150439.50153846169,150474.78153846168,35.28000000000001
2,B6T0000001011,E3,3,30,17,1,2,25,26,1,150474.78153846168,150495.81538461553,21.03384615384616
2,B6T0000001011,E3,4,30,17,0,3,25,26,0,150495.81538461553,150516.84923076938,21.03384615384616
2,B6T0000001011,E3,4,30,17,1,3,25,26,1,150516.84923076938,150537.88307692323,21.03384615384616
2,B6T0000001011,E3,3,31,16,0,2,26,25,0,150537.88307692323,150559.69230769246,21.809230769230773
2,B6T0000001011,E3,3,31,16,1,2,26,25,1,150559.69230769246,150580.7261538463,21.03384615384616
2,B6T0000001011,E3,4,31,16,0,3,26,25,0,150580.7261538463,150601.76000000015,21.03384615384616
2,B6T0000000518,E3,3,41,8,0,2,27,26,0,150601.76000000015,150637.20615384632,35.44615384615386
2,B6T0000000518,E3,3,41,8,1,2,27,26,1,150637.20615384632,150672.19692307708,34.990769230769246
2,B6T0000000518,E3,4,41,8,0,3,27,26,0,150672.19692307708,150707.18769230784,34.990769230769246
2,B6T0000000518,E3,4,41,8,1,3,27,26,1,150707.18769230784,150742.1784615386,34.990769230769246
2,B6T0000000518,E3,3,42,7,0,2,28,25,0,150742.1784615386,150777.94461538474,35.76615384615386
2,B6T0000000518,E3,3,42,7,1,2,28,25,1,150777.94461538474,150812.9353846155,34.990769230769246
2,B6T0000000518,E3,4,42,7,0,3,28,25,0,150812.9353846155,150847.92615384626,34.990769230769246
2,B6T0000000518,E3,4,42,7,1,3,28,25,1,150847.92615384626,150882.91692307702,34.990769230769246
2,B6T0000001382,E1,3,2,45,0,9,8,42,1,150882.91692307702,150914.44307692317,31.52615384615385
2,B6T0000001382,E1,3,2,45,1,10,8,42,0,150914.44307692317,150931.09538461547,16.652307692307694
2,B6T0000001382,E1,4,2,45,0,10,8,42,1,150931.09538461547,150947.74769230778,16.652307692307694
2,B6T0000001382,E1,4,2,45,1,11,8,42,0,150947.74769230778,150964.40000000008,16.652307692307694
2,B6T0000001277,E3,3,33,20,0,2,29,27,0,150964.40000000008,150998.73230769238,34.3323076923077
2,B6T0000001277,E3,3,33,20,1,2,29,27,1,150998.73230769238,151017.89538461546,19.16307692307693
2,B6T0000001277,E3,4,33,20,0,3,29,27,0,151017.89538461546,151037.05846153855,19.16307692307693
2,B6T0000001277,E3,4,33,20,1,3,29,27,1,151037.05846153855,151056.22153846163,19.16307692307693
2,B6T0000001827,E1,3,6,46,1,7,8,45,0,151056.22153846163,151085.42153846164,29.200000000000006
2,B6T0000001827,E1,4,6,46,0,7,8,45,1,151085.42153846164,151098.9723076924,13.55076923076923
2,B6T0000001827,E1,4,6,46,1,8,8,45,0,151098.9723076924,151112.52307692316,13.55076923076923
2,B6T0000000441,E3,4,31,23,0,3,27,30,0,151112.52307692316,151145.6246153847,33.10153846153847
2,B6T0000000441,E3,4,31,23,1,3,27,30,1,151145.6246153847,151164.7876923078,19.16307692307693
2,B6T0000000441,E3,4,32,22,0,2,28,29,0,151164.7876923078,151184.72615384625,19.938461538461542
2,B6T0000000441,E3,4,32,22,1,2,28,29,1,151184.72615384625,151203.88923076933,19.16307692307693
2,B6T0000000441,E3,3,32,22,0,13,28,29,0,151203.88923076933,151223.05230769241,19.16307692307693
2,B6T0000000441,E3,3,32,22,1,13,28,29,1,151223.05230769241,151242.2153846155,19.16307692307693
2,B6T0000000441,E3,3,33,21,0,2,29,28,0,151242.2153846155,151262.15384615396,19.938461538461542
2,B6T0000000441,E3,3,33,21,1,2,29,28,1,151262.15384615396,151281.31692307704,19.16307692307693
2,B6T0000000441,E3,4,33,21,0,3,29,28,0,151281.31692307704,151300.48000000013,19.16307692307693
2,B6T0000000441,E3,4,33,21,1,3,29,28,1,151300.48000000013,151319.6430769232,19.16307692307693
2,B6T0000001815,E1,3,3,50,0,9,6,47,0,151319.6430769232,151350.873846154,31.230769230769234
2,B6T0000001815,E1,3,3,50,1,9,6,47,1,151350.873846154,151365.68000000014,14.806153846153848
2,B6T0000001815,E1,4,3,50,0,10,6,47,0,151365.68000000014,151380.4861538463,14.806153846153848
2,B6T0000001815,E1,4,3,50,1,10,6,47,1,151380.4861538463,151395.29230769243,14.806153846153848
2,B6T0000000661,E3,3,24,34,0,3,36,24,0,151395.29230769243,151428.66461538474,33.3723076923077
2,B6T0000000661,E3,3,24,34,1,3,36,24,1,151428.66461538474,151458.63384615397,29.969230769230776
2,B6T0000000661,E3,4,24,34,0,4,36,24,0,151458.63384615397,151488.6030769232,29.969230769230776
2,B6T0000000661,E3,4,24,34,1,4,36,24,1,151488.6030769232,151518.57230769243,29.969230769230776
2,B6T0000000499,E3,3,15,44,0,5,26,35,0,151518.57230769243,151554.90461538473,36.33230769230771
2,B6T0000000499,E3,3,15,44,1,5,26,35,1,151554.90461538473,151583.3230769232,28.418461538461546
2,B6T0000000499,E3,4,15,44,0,6,26,35,0,151583.3230769232,151611.74153846168,28.418461538461546
2,B6T0000000499,E3,4,15,44,1,6,26,35,1,151611.74153846168,151640.16000000015,28.418461538461546
2,B6T0000001425,E1,3,6,52,0,12,7,50,0,151640.16000000015,151667.0461538463,26.886153846153846
2,B6T0000001425,E1,3,6,52,1,12,7,50,1,151667.0461538463,151680.3015384617,13.255384615384616
2,B6T0000001425,E1,4,6,52,0,13,7,50,0,151680.3015384617,151693.5569230771,13.255384615384616
2,B6T0000001425,E1,4,6,52,1,13,7,50,1,151693.5569230771,151706.81230769248,13.255384615384616
2,B6T0000000446,E3,3,45,14,0,7,16,46,0,151706.81230769248,151771.23076923096,64.41846153846157
2,B6T0000000446,E3,3,45,14,1,7,16,46,1,151771.23076923096,151829.9323076925,58.7015384615385
2,B6T0000000446,E3,4,45,14,0,8,16,46,0,151829.9323076925,151888.63384615406,58.7015384615385
2,B6T0000000446,E3,4,45,14,1,8,16,46,1,151888.63384615406,151947.3353846156,58.7015384615385
2,B6T0000000154,E4,4,49,10,0,1,43,20,0,151947.3353846156,151992.6184615387,45.28307692307695
2,B6T0000000154,E4,4,49,10,1,1,43,20,1,151992.6184615387,152017.04923076945,24.430769230769236
2,B6T0000000810,E3,3,9,52,0,5,18,45,0,152017.04923076945,152061.8276923079,44.778461538461556
2,B6T0000000810,E3,3,9,52,1,5,18,45,1,152061.8276923079,152087.14461538484,25.31692307692308
2,B6T0000000810,E3,4,9,52,0,6,18,45,0,152087.14461538484,152112.46153846176,25.31692307692308
2,B6T0000000810,E3,4,9,52,1,6,18,45,1,152112.46153846176,152137.7784615387,25.31692307692308
2,B6T0000000932,E3,3,41,20,0,7,16,48,0,152137.7784615387,152187.79692307714,50.018461538461565
2,B6T0000000932,E3,3,41,20,1,7,16,48,1,152187.79692307714,152239.52615384638,51.729230769230796
2,B6T0000000932,E3,4,41,20,0,8,16,48,0,152239.52615384638,152291.25538461562,51.729230769230796
2,B6T0000000932,E3,4,41,20,1,8,16,48,1,152291.25538461562,152342.98461538486,51.729230769230796
2,B6T0000000932,E3,3,42,19,0,6,17,47,1,152342.98461538486,152395.48923076948,52.504615384615406
2,B6T0000000932,E3,3,42,19,1,7,17,47,0,152395.48923076948,152447.21846153872,51.729230769230796
2,B6T0000000932,E3,4,42,19,0,7,17,47,1,152447.21846153872,152498.94769230796,51.729230769230796
2,B6T0000000932,E3,4,42,19,1,8,17,47,0,152498.94769230796,152550.6769230772,51.729230769230796
2,B6T0000001061,E3,3,27,39,0,2,20,47,0,152550.6769230772,152575.69846153873,25.021538461538466
2,B6T0000001061,E3,3,27,39,1,2,20,47,1,152575.69846153873,152598.8738461541,23.175384615384615
2,B6T0000001061,E3,4,27,39,0,3,20,47,0,152598.8738461541,152622.04923076948,23.175384615384615
2,B6T0000001061,E3,4,27,39,1,3,20,47,1,152622.04923076948,152645.22461538485,23.175384615384615
2,B6T0000001228,E3,3,46,21,0,5,32,36,0,152645.22461538485,152689.47692307716,44.25230769230772
2,B6T0000001228,E3,3,46,21,1,5,32,36,1,152689.47692307716,152724.58461538487,35.10769230769233
2,B6T0000001228,E3,4,46,21,0,6,32,36,0,152724.58461538487,152759.69230769257,35.10769230769233
2,B6T0000001228,E3,4,46,21,1,6,32,36,1,152759.69230769257,152794.80000000028,35.10769230769233
2,B6T0000001228,E3,3,49,17,0,5,33,35,0,152794.80000000028,152835.02769230798,40.22769230769232
2,B6T0000001228,E3,3,49,17,1,5,33,35,1,152835.02769230798,152874.4800000003,39.45230769230771
2,B6T0000001228,E3,4,49,17,0,6,33,35,0,152874.4800000003,152913.93230769262,39.45230769230771
2,B6T0000001228,E3,4,49,17,1,6,33,35,1,152913.93230769262,152953.38461538494,39.45230769230771
2,B6T0000000675,E3,3,9,62,0,5,35,36,0,152953.38461538494,153004.63384615417,51.249230769230785
2,B6T0000000675,E3,3,9,62,1,5,35,36,1,153004.63384615417,153056.95384615418,52.320000000000014
2,B6T0000000675,E3,4,9,62,0,6,35,36,0,153056.95384615418,153109.2738461542,52.320000000000014
2,B6T0000000675,E3,4,9,62,1,6,35,36,1,153109.2738461542,153161.5938461542,52.320000000000014
2,B6T0000001171,E3,3,41,30,0,5,25,47,0,153161.5938461542,153190.81230769266,29.21846153846155
2,B6T0000001171,E3,3,41,30,1,5,25,47,1,153190.81230769266,153227.94461538497,37.132307692307705
2,B6T0000001171,E3,4,41,30,0,6,25,47,0,153227.94461538497,153265.0769230773,37.132307692307705
2,B6T0000001171,E3,4,41,30,1,6,25,47,1,153265.0769230773,153302.2092307696,37.132307692307705
2,B6T0000001171,E3,3,42,29,0,5,26,46,0,153302.2092307696,153340.1169230773,37.90769230769232
2,B6T0000001171,E3,3,42,29,1,5,26,46,1,153340.1169230773,153377.2492307696,37.132307692307705
2,B6T0000001171,E3,4,42,29,0,6,26,46,0,153377.2492307696,153414.38153846192,37.132307692307705
2,B6T0000001171,E3,4,42,29,1,6,26,46,1,153414.38153846192,153451.51384615424,37.132307692307705
2,B6T0000000581,E3,3,11,64,0,5,27,48,0,153451.51384615424,153488.03076923115,36.51692307692308
2,B6T0000000581,E3,3,11,64,1,5,27,48,1,153488.03076923115,153524.84307692345,36.8123076923077
2,B6T0000000581,E3,4,11,64,0,6,27,48,0,153524.84307692345,153561.65538461576,36.8123076923077
2,B6T0000000581,E3,4,11,64,1,6,27,48,1,153561.65538461576,153598.46769230807,36.8123076923077
2,B6T0000000581,E3,3,43,31,0,7,27,48,0,153598.46769230807,153635.75384615423,37.286153846153866
2,B6T0000000581,E3,3,43,31,1,7,27,48,1,153635.75384615423,153673.0400000004,37.286153846153866
2,B6T0000000581,E3,4,43,31,0,8,27,48,0,153673.0400000004,153710.32615384654,37.286153846153866
2,B6T0000000581,E3,4,43,31,1,8,27,48,1,153710.32615384654,153747.6123076927,37.286153846153866
2,B6T0000000581,E3,3,44,30,0,7,28,47,0,153747.6123076927,153785.98153846193,38.36923076923079
2,B6T0000000581,E3,3,44,30,1,7,28,47,1,153785.98153846193,153823.57538461577,37.59384615384617
2,B6T0000000581,E3,4,44,30,0,8,28,47,0,153823.57538461577,153861.16923076962,37.59384615384617
2,B6T0000000581,E3,4,44,30,1,8,28,47,1,153861.16923076962,153898.76307692347,37.59384615384617
2,B6T0000000581,E3,3,10,65,0,5,29,46,0,153898.76307692347,153939.4523076927,40.689230769230775
2,B6T0000000581,E3,3,10,65,1,5,29,46,1,153939.4523076927,153980.9169230773,41.46461538461539
2,B6T0000000581,E3,4,10,65,0,6,29,46,0,153980.9169230773,154022.38153846192,41.46461538461539
2,B6T0000000581,E3,4,10,65,1,6,29,46,1,154022.38153846192,154063.84615384653,41.46461538461539
2,B6T0000000581,E3,3,47,26,0,9,29,46,0,154063.84615384653,154105.784615385,41.93846153846156
2,B6T0000000581,E3,3,47,26,1,9,29,46,1,154105.784615385,154147.72307692346,41.93846153846156
2,B6T0000000581,E3,4,47,26,0,10,29,46,0,154147.72307692346,154189.66153846192,41.93846153846156
2,B6T0000000581,E3,4,47,26,1,10,29,46,1,154189.66153846192,154231.60000000038,41.93846153846156
2,B6T0000000581,E3,3,48,25,0,9,30,45,0,154231.60000000038,154274.6215384619,43.02153846153848
2,B6T0000000581,E3,3,48,25,1,9,30,45,1,154274.6215384619,154316.86769230806,42.24615384615387
2,B6T0000000581,E3,4,48,25,0,10,30,45,0,154316.86769230806,154359.1138461542,42.24615384615387
2,B6T0000000581,E3,4,48,25,1,10,30,45,1,154359.1138461542,154401.36000000036,42.24615384615387
2,B6T0000000581,E3,3,9,66,0,5,31,44,0,154401.36000000036,154446.7015384619,45.34153846153848
2,B6T0000000581,E3,3,9,66,1,5,31,44,1,154446.7015384619,154492.81846153882,46.116923076923094
2,B6T0000000581,E3,4,9,66,0,6,31,44,0,154492.81846153882,154538.93538461573,46.116923076923094
2,B6T0000000581,E3,4,9,66,1,6,31,44,1,154538.93538461573,154585.05230769265,46.116923076923094
2,B6T0000000305,E4,3,43,50,0,9,43,51,0,154585.05230769265,154605.63384615417,20.58153846153847
2,B6T0000000305,E4,3,43,50,1,9,43,51,1,154605.63384615417,154617.95384615418,12.32
2,B6T0000000305,E4,4,43,50,0,10,43,51,0,154617.95384615418,154630.2738461542,12.32
2,B6T0000000305,E4,4,43,50,1,10,43,51,1,154630.2738461542,154642.5938461542,12.32
2,B6T0000001756,E1,4,2,59,0,4,2,63,0,154642.5938461542,154679.8215384619,37.22769230769232
2,B6T0000001544,E1,4,2,55,0,4,2,59,0,154679.8215384619,154693.7415384619,13.92
2,B6T0000001756,E1,4,2,59,1,4,2,63,1,154693.7415384619,154706.38153846192,12.64
2,B6T0000001544,E1,4,2,55,1,4,2,59,1,154706.38153846192,154720.30153846194,13.92
2,B6T0000001623,E1,3,4,63,0,6,4,67,0,154720.30153846194,154734.1969230773,13.895384615384614
2,B6T0000001800,E1,3,4,64,0,6,8,66,0,154734.1969230773,154748.22769230808,14.03076923076923
2,B6T0000001800,E1,3,4,64,1,6,8,66,1,154748.22769230808,154763.32923076962,15.10153846153846
2,B6T0000001800,E1,4,4,64,0,7,8,66,0,154763.32923076962,154778.43076923117,15.10153846153846
2,B6T0000001800,E1,4,4,64,1,7,8,66,1,154778.43076923117,154793.53230769272,15.10153846153846
2,B6T0000000498,E3,3,26,68,0,3,27,68,0,154793.53230769272,154817.3907692312,23.858461538461544
2,B6T0000000498,E3,3,26,68,1,3,27,68,1,154817.3907692312,154830.62153846197,13.230769230769232
2,B6T0000000498,E3,4,26,68,0,5,27,68,0,154830.62153846197,154843.85230769275,13.230769230769232
2,B6T0000000498,E3,4,26,68,1,5,27,68,1,154843.85230769275,154857.08307692353,13.230769230769232
2,B6T0000000498,E3,3,42,51,0,9,28,67,0,154857.08307692353,154892.2092307697,35.12615384615386
2,B6T0000000498,E3,3,42,51,1,9,28,67,1,154892.2092307697,154926.56000000046,34.350769230769245
2,B6T0000000498,E3,4,42,51,0,10,28,67,0,154926.56000000046,154960.91076923124,34.350769230769245
2,B6T0000000498,E3,4,42,51,1,10,28,67,1,154960.91076923124,154995.26153846201,34.350769230769245
2,B6T0000001196,E3,3,35,65,0,13,41,60,0,154995.26153846201,155016.381538462,21.120000000000005
2,B6T0000001196,E3,3,35,65,1,13,41,60,1,155016.381538462,155037.3661538466,20.98461538461539
2,B6T0000001196,E3,4,35,65,0,14,41,60,0,155037.3661538466,155058.3507692312,20.98461538461539
2,B6T0000001196,E3,4,35,65,1,14,41,60,1,155058.3507692312,155079.3353846158,20.98461538461539
2,B6T0000001196,E3,3,34,66,1,1,42,59,0,155079.3353846158,155102.64615384658,23.31076923076924
2,B6T0000001196,E3,4,34,66,0,1,42,59,1,155102.64615384658,155126.73230769273,24.086153846153856
2,B6T0000001196,E3,4,34,66,1,2,42,59,0,155126.73230769273,155150.81846153887,24.086153846153856
2,B6T0000001196,E3,3,34,66,0,11,42,59,0,155150.81846153887,155174.90461538502,24.086153846153856
2,B6T0000001023,E3,3,37,68,0,4,39,68,0,155174.90461538502,155192.6523076927,17.74769230769231
2,B6T0000001023,E3,3,37,68,1,4,39,68,1,155192.6523076927,155207.11384615424,14.461538461538463
2,B6T0000001023,E3,4,37,68,0,5,39,68,0,155207.11384615424,155221.57538461577,14.461538461538463
2,B6T0000001023,E3,4,37,68,1,5,39,68,1,155221.57538461577,155236.0369230773,14.461538461538463
2,B6T0000000522,E3,3,42,68,0,3,45,68,0,155236.0369230773,155252.11384615424,16.076923076923084
2,B6T0000000522,E3,3,42,68,1,3,45,68,1,155252.11384615424,155268.57538461577,16.46153846153847
2,B6T0000000522,E3,4,42,68,0,4,45,68,0,155268.57538461577,155285.0369230773,16.46153846153847
2,B6T0000000522,E3,4,42,68,1,4,45,68,1,155285.0369230773,155301.49846153884,16.46153846153847
2,B6T0000000226,E4,3,50,53,0,5,46,60,0,155301.49846153884,155323.94153846192,22.443076923076923
2,B6T0000000226,E4,3,50,53,1,5,46,60,1,155323.94153846192,155344.33538461576,20.393846153846155
2,B6T0000000226,E4,4,50,53,0,6,46,60,0,155344.33538461576,155364.7292307696,20.393846153846155
2,B6T0000000226,E4,4,50,53,1,6,46,60,1,155364.7292307696,155385.12307692342,20.393846153846155
2,B6T0000001906,E1,3,2,63,0,5,2,67,0,155385.12307692342,155423.8584615388,38.73538461538463
2,B6T0000001756,E1,3,2,59,0,3,2,63,0,155423.8584615388,155437.7784615388,13.92
2,B6T0000001544,E1,3,2,55,0,3,2,59,0,155437.7784615388,155451.69846153882,13.92
2,B6T0000001906,E1,3,2,63,1,5,2,67,1,155451.69846153882,155464.97846153882,13.28
2,B6T0000001756,E1,3,2,59,1,3,2,63,1,155464.97846153882,155478.89846153883,13.92
2,B6T0000001544,E1,3,2,55,1,3,2,59,1,155478.89846153883,155492.81846153885,13.92
2,B6T0000001996,E1,3,3,64,0,10,5,67,0,155492.81846153885,155507.02153846194,14.203076923076923
2,B6T0000001996,E1,3,3,64,1,10,5,67,1,155507.02153846194,155521.2123076927,14.19076923076923
2,B6T0000001996,E1,4,3,64,0,11,5,67,0,155521.2123076927,155535.40307692348,14.19076923076923
2,B6T0000001996,E1,4,3,64,1,11,5,67,1,155535.40307692348,155549.59384615425,14.19076923076923
2,B6T0000000139,E4,3,49,56,0,5,45,63,0,155549.59384615425,155594.55076923117,44.9569230769231
2,B6T0000000139,E4,3,49,56,1,5,45,63,1,155594.55076923117,155614.944615385,20.393846153846155
2,B6T0000000139,E4,4,49,56,0,6,45,63,0,155614.944615385,155635.33846153883,20.393846153846155
2,B6T0000000139,E4,4,49,56,1,6,45,63,1,155635.33846153883,155655.73230769267,20.393846153846155
3,B6T0000001333,E1,5,3,7,0,7,3,4,0,172855.39692307694,172869.76615384617,14.36923076923077
3,B6T0000001333,E1,5,3,7,1,7,3,4,1,172869.76615384617,172882.72615384616,12.96
3,B6T0000001715,E1,5,6,6,0,8,6,3,0,172882.72615384616,172896.44923076924,13.723076923076924
3,B6T0000001715,E1,5,6,6,1,8,6,3,1,172896.44923076924,172909.40923076923,12.96
3,B6T0000001715,E1,6,6,6,0,9,6,3,0,172909.40923076923,172922.36923076923,12.96
3,B6T0000001715,E1,6,6,6,1,9,6,3,1,172922.36923076923,172935.32923076922,12.96
3,B6T0000001616,E1,5,7,6,0,8,7,3,0,172935.32923076922,172948.5969230769,13.267692307692307
3,B6T0000001616,E1,5,7,6,1,8,7,3,1,172948.5969230769,172961.5569230769,12.96
3,B6T0000001616,E1,6,7,6,0,9,7,3,0,172961.5569230769,172974.51692307688,12.96
3,B6T0000001616,E1,6,7,6,1,9,7,3,1,172974.51692307688,172987.47692307687,12.96
3,B6T0000001638,E1,6,2,10,0,9,2,7,0,172987.47692307687,173002.61538461535,15.138461538461538
3,B6T0000001638,E1,6,2,10,1,9,2,7,1,173002.61538461535,173015.57538461534,12.96
3,B6T0000001889,E1,5,6,11,0,14,3,8,1,173015.57538461534,173030.84923076918,15.273846153846154
3,B6T0000001889,E1,5,6,11,1,1,5,7,0,173030.84923076918,173045.19999999995,14.350769230769231
3,B6T0000001889,E1,6,6,11,0,1,5,7,1,173045.19999999995,173059.09538461533,13.895384615384616
3,B6T0000001889,E1,6,6,11,1,2,5,7,0,173059.09538461533,173072.9907692307,13.895384615384616
3,B6T0000001584,E1,5,1,15,0,1,2,10,0,173072.9907692307,173088.60923076916,15.618461538461538
3,B6T0000001584,E1,5,1,15,1,1,2,10,1,173088.60923076916,173102.82461538454,14.215384615384615
3,B6T0000001584,E1,6,1,15,0,2,2,10,0,173102.82461538454,173117.03999999992,14.215384615384615
3,B6T0000001584,E1,6,1,15,1,2,2,10,1,173117.03999999992,173131.2553846153,14.215384615384615
3,B6T0000000847,E3,5,15,8,0,8,23,8,0,173131.2553846153,173154.49846153837,23.243076923076927
3,B6T0000000847,E3,5,15,8,1,8,23,8,1,173154.49846153837,173176.34461538453,21.846153846153854
3,B6T0000000847,E3,6,15,8,0,9,23,8,0,173176.34461538453,173198.19076923068,21.846153846153854
3,B6T0000000847,E3,6,15,8,1,9,23,8,1,173198.19076923068,173220.03692307684,21.846153846153854
3,B6T0000001424,E1,5,4,18,0,10,8,11,0,173220.03692307684,173246.2953846153,26.25846153846154
3,B6T0000001424,E1,5,4,18,1,10,8,11,1,173246.2953846153,173262.99692307686,16.701538461538462
3,B6T0000001424,E1,6,4,18,0,11,8,11,0,173262.99692307686,173279.6984615384,16.701538461538462
3,B6T0000001424,E1,6,4,18,1,11,8,11,1,173279.6984615384,173296.39999999997,16.701538461538462
3,B6T0000000532,E3,5,13,14,0,9,14,20,0,173296.39999999997,173313.37846153844,16.978461538461538
3,B6T0000000532,E3,5,13,14,1,9,14,20,1,173313.37846153844,173328.5292307692,15.150769230769232
3,B6T0000000532,E3,6,13,14,0,10,14,20,0,173328.5292307692,173343.67999999996,15.150769230769232
3,B6T0000000532,E3,6,13,14,1,10,14,20,1,173343.67999999996,173358.83076923073,15.150769230769232
3,B6T0000001864,E1,5,8,20,0,14,3,18,0,173358.83076923073,173376.22769230764,17.396923076923077
3,B6T0000001864,E1,5,8,20,1,14,3,18,1,173376.22769230764,173391.94461538456,15.716923076923077
3,B6T0000001864,E1,6,8,20,0,1,5,17,0,173391.94461538456,173407.2061538461,15.261538461538462
3,B6T0000001864,E1,6,8,20,1,1,5,17,1,173407.2061538461,173422.01230769226,14.806153846153846
3,B6T0000000475,E3,5,20,10,0,4,13,23,0,173422.01230769226,173449.6738461538,27.661538461538463
3,B6T0000000475,E3,5,20,10,1,4,13,23,1,173449.6738461538,173474.44923076918,24.775384615384617
3,B6T0000000475,E3,6,20,10,0,5,13,23,0,173474.44923076918,173499.22461538456,24.775384615384617
3,B6T0000000475,E3,6,20,10,1,5,13,23,1,173499.22461538456,173523.99999999994,24.775384615384617
3,B6T0000000475,E3,5,21,9,0,4,14,22,0,173523.99999999994,173549.5507692307,25.550769230769234
3,B6T0000000475,E3,5,21,9,1,4,14,22,1,173549.5507692307,173574.32615384608,24.77538461538462
3,B6T0000000475,E3,6,21,9,0,5,14,22,0,173574.32615384608,173599.10153846146,24.77538461538462
3,B6T0000000475,E3,6,21,9,1,5,14,22,1,173599.10153846146,173623.87692307684,24.77538461538462
3,B6T0000001718,E1,5,8,23,0,14,3,21,0,173623.87692307684,173641.43384615376,17.556923076923077
