货架(y),层(z),列(x),深浅位,原材料编号,箱子类型,物理距离(mm)
5,18,10,深位,B6T0000000897,E3,9400.0
5,18,11,浅位,B6T0000000554,E3,9800.0
5,18,11,深位,B6T0000000554,E3,9800.0
5,18,12,浅位,B6T0000000513,E3,10200.0
5,18,12,深位,B6T0000000513,E3,10200.0
5,18,13,浅位,B6T0000000551,E3,10600.0
5,18,13,深位,B6T0000000551,E3,10600.0
5,18,14,浅位,B6T0000000524,E3,11000.0
5,18,14,深位,B6T0000000524,E3,11000.0
5,18,16,浅位,B6T0000000389,E3,11800.0
5,18,16,深位,B6T0000000389,E3,11800.0
5,18,17,浅位,B6T0000000727,E3,12200.0
5,18,17,深位,B6T0000000727,E3,12200.0
5,18,18,浅位,B6T0000000981,E3,12600.0
5,18,18,深位,B6T0000000981,E3,12600.0
5,18,19,浅位,B6T0000000399,E3,13000.0
5,18,19,深位,B6T0000000399,E3,13000.0
5,18,20,浅位,B6T0000000325,E3,13400.0
5,18,20,深位,B6T0000000325,E3,13400.0
5,18,21,浅位,B6T0000000321,E3,13800.0
5,18,21,深位,B6T0000000321,E3,13800.0
5,18,22,浅位,B6T0000000481,E3,14200.0
5,18,22,深位,B6T0000000481,E3,14200.0
5,18,23,浅位,B6T0000001142,E3,14600.0
5,18,23,深位,B6T0000001142,E3,14600.0
5,18,24,浅位,B6T0000000461,E3,15000.0
5,18,24,深位,B6T0000000461,E3,15000.0
5,18,25,浅位,B6T0000000483,E3,15400.0
5,18,25,深位,B6T0000000483,E3,15400.0
5,18,26,浅位,B6T0000001249,E3,15800.0
5,18,26,深位,B6T0000001249,E3,15800.0
5,18,27,浅位,B6T0000000816,E3,16200.0
5,18,27,深位,B6T0000000816,E3,16200.0
5,18,28,浅位,B6T0000000686,E3,16600.0
5,18,28,深位,B6T0000000686,E3,16600.0
5,18,29,浅位,B6T0000001312,E3,17000.0
5,18,29,深位,B6T0000001312,E3,17000.0
5,18,30,浅位,B6T0000000862,E3,17400.0
5,18,30,深位,B6T0000000862,E3,17400.0
5,18,31,浅位,B6T0000001131,E3,17800.0
5,18,31,深位,B6T0000001131,E3,17800.0
5,18,32,浅位,B6T0000000969,E3,18200.0
5,18,32,深位,B6T0000000969,E3,18200.0
5,18,33,浅位,B6T0000000861,E3,18600.0
5,18,33,深位,B6T0000000861,E3,18600.0
5,18,34,浅位,B6T0000000924,E3,19000.0
5,18,34,深位,B6T0000000924,E3,19000.0
5,18,35,浅位,B6T0000000555,E3,19400.0
5,18,35,深位,B6T0000000555,E3,19400.0
5,18,36,浅位,B6T0000000955,E3,19800.0
5,18,36,深位,B6T0000000955,E3,19800.0
5,18,37,浅位,B6T0000000607,E3,20200.0
5,18,37,深位,B6T0000000607,E3,20200.0
5,18,38,浅位,B6T0000000768,E3,20600.0
5,18,38,深位,B6T0000000768,E3,20600.0
5,18,39,浅位,B6T0000000410,E3,21000.0
5,18,39,深位,B6T0000000410,E3,21000.0
5,18,40,浅位,B6T0000000669,E3,21400.0
5,18,40,深位,B6T0000000669,E3,21400.0
5,18,41,浅位,B6T0000001118,E3,21800.0
5,18,41,深位,B6T0000001118,E3,21800.0
5,18,42,浅位,B6T0000000666,E3,22200.0
5,18,42,深位,B6T0000000666,E3,22200.0
5,18,43,浅位,B6T0000000542,E3,22600.0
5,18,43,深位,B6T0000000542,E3,22600.0
5,18,44,浅位,B6T0000000368,E3,23000.0
5,18,44,深位,B6T0000000368,E3,23000.0
5,18,45,浅位,B6T0000000784,E3,23400.0
5,18,45,深位,B6T0000000784,E3,23400.0
5,18,46,浅位,B6T0000000775,E3,23800.0
5,18,46,深位,B6T0000000775,E3,23800.0
5,18,47,浅位,B6T0000000919,E3,24200.0
5,18,47,深位,B6T0000000919,E3,24200.0
5,18,48,浅位,B6T0000000644,E3,24600.0
5,18,48,深位,B6T0000000644,E3,24600.0
5,18,49,浅位,B6T0000001081,E3,25000.0
5,18,49,深位,B6T0000001081,E3,25000.0
5,18,50,浅位,B6T0000000440,E3,25400.0
5,18,50,深位,B6T0000000440,E3,25400.0
5,18,51,浅位,B6T0000000424,E3,25800.0
5,18,51,深位,B6T0000000424,E3,25800.0
5,18,52,浅位,B6T0000001273,E3,26200.0
5,18,52,深位,B6T0000001273,E3,26200.0
5,18,53,浅位,B6T0000000371,E3,26600.0
5,18,53,深位,B6T0000000371,E3,26600.0
5,19,1,浅位,B6T0000000540,E3,6200.0
5,19,1,深位,B6T0000000540,E3,6200.0
5,19,3,浅位,B6T0000001084,E3,7000.0
5,19,3,深位,B6T0000001084,E3,7000.0
5,19,4,浅位,B6T0000000720,E3,7400.0
5,19,4,深位,B6T0000000720,E3,7400.0
5,19,5,浅位,B6T0000000715,E3,7800.0
5,19,5,深位,B6T0000000715,E3,7800.0
5,19,6,浅位,B6T0000000577,E3,8200.0
5,19,6,深位,B6T0000000577,E3,8200.0
5,19,7,浅位,B6T0000000785,E3,8600.0
5,19,7,深位,B6T0000000785,E3,8600.0
5,19,8,浅位,B6T0000000408,E3,9000.0
5,19,8,深位,B6T0000000594,E3,9000.0
5,19,9,浅位,B6T0000000645,E3,9400.0
5,19,10,浅位,B6T0000001050,E3,9800.0
5,19,10,深位,B6T0000001050,E3,9800.0
5,19,11,浅位,B6T0000000679,E3,10200.0
5,19,11,深位,B6T0000000679,E3,10200.0
5,19,12,浅位,B6T0000001136,E3,10600.0
5,19,12,深位,B6T0000001136,E3,10600.0
5,19,13,浅位,B6T0000001151,E3,11000.0
5,19,13,深位,B6T0000001151,E3,11000.0
5,19,14,浅位,B6T0000001165,E3,11400.0
5,19,14,深位,B6T0000001165,E3,11400.0
5,19,15,浅位,B6T0000001004,E3,11800.0
5,19,15,深位,B6T0000001004,E3,11800.0
5,19,16,浅位,B6T0000001213,E3,12200.0
5,19,16,深位,B6T0000001213,E3,12200.0
5,19,17,浅位,B6T0000001205,E3,12600.0
5,19,17,深位,B6T0000001205,E3,12600.0
5,19,18,浅位,B6T0000000399,E3,13000.0
5,19,18,深位,B6T0000000399,E3,13000.0
5,19,19,浅位,B6T0000000828,E3,13400.0
5,19,19,深位,B6T0000000828,E3,13400.0
5,19,20,浅位,B6T0000000630,E3,13800.0
5,19,20,深位,B6T0000000630,E3,13800.0
5,19,21,浅位,B6T0000001035,E3,14200.0
5,19,21,深位,B6T0000001035,E3,14200.0
5,19,22,浅位,B6T0000000547,E3,14600.0
5,19,22,深位,B6T0000000547,E3,14600.0
5,19,23,浅位,B6T0000001091,E3,15000.0
5,19,23,深位,B6T0000001091,E3,15000.0
5,19,24,浅位,B6T0000000483,E3,15400.0
5,19,24,深位,B6T0000000483,E3,15400.0
5,19,25,浅位,B6T0000001249,E3,15800.0
5,19,25,深位,B6T0000001249,E3,15800.0
5,19,26,浅位,B6T0000000910,E3,16200.0
5,19,26,深位,B6T0000000910,E3,16200.0
5,19,27,浅位,B6T0000000659,E3,16600.0
5,19,27,深位,B6T0000000659,E3,16600.0
5,19,28,浅位,B6T0000000363,E3,17000.0
5,19,28,深位,B6T0000000363,E3,17000.0
5,19,29,浅位,B6T0000000862,E3,17400.0
5,19,29,深位,B6T0000000862,E3,17400.0
5,19,30,浅位,B6T0000000978,E3,17800.0
5,19,30,深位,B6T0000000978,E3,17800.0
5,19,31,浅位,B6T0000000341,E3,18200.0
5,19,31,深位,B6T0000000341,E3,18200.0
5,19,32,浅位,B6T0000000829,E3,18600.0
5,19,32,深位,B6T0000000829,E3,18600.0
5,19,33,浅位,B6T0000000804,E3,19000.0
5,19,33,深位,B6T0000000804,E3,19000.0
5,19,34,浅位,B6T0000000787,E3,19400.0
5,19,34,深位,B6T0000000787,E3,19400.0
5,19,35,浅位,B6T0000000955,E3,19800.0
5,19,35,深位,B6T0000000955,E3,19800.0
5,19,36,浅位,B6T0000000607,E3,20200.0
5,19,36,深位,B6T0000000607,E3,20200.0
5,19,37,浅位,B6T0000000768,E3,20600.0
5,19,37,深位,B6T0000000768,E3,20600.0
5,19,38,浅位,B6T0000000410,E3,21000.0
5,19,38,深位,B6T0000000410,E3,21000.0
5,19,39,浅位,B6T0000000964,E3,21400.0
5,19,39,深位,B6T0000000964,E3,21400.0
5,19,40,浅位,B6T0000000638,E3,21800.0
5,19,40,深位,B6T0000000638,E3,21800.0
5,19,41,浅位,B6T0000000666,E3,22200.0
5,19,41,深位,B6T0000000666,E3,22200.0
5,19,42,浅位,B6T0000000542,E3,22600.0
5,19,42,深位,B6T0000000542,E3,22600.0
5,19,43,浅位,B6T0000000598,E3,23000.0
5,19,43,深位,B6T0000000598,E3,23000.0
5,19,44,浅位,B6T0000000784,E3,23400.0
5,19,44,深位,B6T0000000784,E3,23400.0
5,19,45,浅位,B6T0000000589,E3,23800.0
5,19,45,深位,B6T0000000589,E3,23800.0
5,19,46,浅位,B6T0000000590,E3,24200.0
5,19,46,深位,B6T0000000590,E3,24200.0
5,19,47,浅位,B6T0000000644,E3,24600.0
5,19,47,深位,B6T0000000644,E3,24600.0
5,19,48,浅位,B6T0000001126,E3,25000.0
5,19,48,深位,B6T0000001126,E3,25000.0
5,19,49,浅位,B6T0000001034,E3,25400.0
5,19,49,深位,B6T0000001034,E3,25400.0
5,19,50,浅位,B6T0000000704,E3,25800.0
5,19,50,深位,B6T0000000704,E3,25800.0
5,19,51,浅位,B6T0000000472,E3,26200.0
5,19,51,深位,B6T0000000472,E3,26200.0
5,19,52,浅位,B6T0000000371,E3,26600.0
5,19,52,深位,B6T0000000371,E3,26600.0
5,20,1,浅位,B6T0000000488,E3,6600.0
5,20,1,深位,B6T0000000488,E3,6600.0
5,20,2,浅位,B6T0000001084,E3,7000.0
5,20,2,深位,B6T0000001084,E3,7000.0
5,20,3,浅位,B6T0000000615,E3,7400.0
5,20,3,深位,B6T0000000615,E3,7400.0
5,20,4,浅位,B6T0000000684,E3,7800.0
5,20,4,深位,B6T0000000684,E3,7800.0
5,20,5,浅位,B6T0000000577,E3,8200.0
5,20,5,深位,B6T0000000577,E3,8200.0
5,20,6,浅位,B6T0000000996,E3,8600.0
5,20,6,深位,B6T0000000996,E3,8600.0
5,20,7,浅位,B6T0000000367,E3,9000.0
5,20,7,深位,B6T0000000367,E3,9000.0
5,20,8,浅位,B6T0000000489,E3,9400.0
5,20,8,深位,B6T0000000489,E3,9400.0
5,20,9,浅位,B6T0000000948,E3,9800.0
5,20,9,深位,B6T0000000948,E3,9800.0
5,20,10,浅位,B6T0000000679,E3,10200.0
5,20,10,深位,B6T0000000679,E3,10200.0
5,20,11,浅位,B6T0000001136,E3,10600.0
5,20,11,深位,B6T0000001136,E3,10600.0
5,20,12,浅位,B6T0000001151,E3,11000.0
5,20,12,深位,B6T0000001151,E3,11000.0
5,20,13,浅位,B6T0000001165,E3,11400.0
5,20,13,深位,B6T0000001165,E3,11400.0
5,20,14,浅位,B6T0000000618,E3,11800.0
5,20,14,深位,B6T0000000618,E3,11800.0
5,20,15,浅位,B6T0000001213,E3,12200.0
5,20,15,深位,B6T0000001213,E3,12200.0
5,20,16,浅位,B6T0000001242,E3,12600.0
5,20,16,深位,B6T0000001242,E3,12600.0
5,20,17,浅位,B6T0000000447,E3,13000.0
5,20,17,深位,B6T0000000447,E3,13000.0
5,20,18,浅位,B6T0000000805,E3,13400.0
5,20,18,深位,B6T0000000805,E3,13400.0
5,20,19,浅位,B6T0000001304,E3,13800.0
5,20,19,深位,B6T0000001304,E3,13800.0
5,20,20,浅位,B6T0000001035,E3,14200.0
5,20,20,深位,B6T0000001035,E3,14200.0
5,20,21,浅位,B6T0000000547,E3,14600.0
5,20,21,深位,B6T0000000547,E3,14600.0
5,20,22,浅位,B6T0000000658,E3,15000.0
5,20,22,深位,B6T0000000658,E3,15000.0
5,20,23,浅位,B6T0000000752,E3,15400.0
5,20,23,深位,B6T0000000752,E3,15400.0
5,20,24,浅位,B6T0000001249,E3,15800.0
5,20,24,深位,B6T0000001249,E3,15800.0
5,20,25,浅位,B6T0000000910,E3,16200.0
5,20,25,深位,B6T0000000910,E3,16200.0
5,20,26,浅位,B6T0000000659,E3,16600.0
5,20,26,深位,B6T0000000659,E3,16600.0
5,20,27,浅位,B6T0000000781,E3,17000.0
5,20,27,深位,B6T0000000781,E3,17000.0
5,20,28,浅位,B6T0000000673,E3,17400.0
5,20,28,深位,B6T0000000673,E3,17400.0
5,20,29,浅位,B6T0000000978,E3,17800.0
5,20,29,深位,B6T0000000978,E3,17800.0
5,20,30,浅位,B6T0000001025,E3,18200.0
5,20,30,深位,B6T0000001025,E3,18200.0
5,20,31,浅位,B6T0000001314,E3,18600.0
5,20,31,深位,B6T0000001314,E3,18600.0
5,20,32,浅位,B6T0000001210,E3,19000.0
5,20,32,深位,B6T0000001210,E3,19000.0
5,20,33,浅位,B6T0000001057,E3,19400.0
5,20,33,深位,B6T0000001057,E3,19400.0
5,20,34,浅位,B6T0000000746,E3,19800.0
5,20,34,深位,B6T0000000746,E3,19800.0
5,20,35,浅位,B6T0000000837,E3,20200.0
5,20,35,深位,B6T0000000837,E3,20200.0
5,20,36,浅位,B6T0000000783,E3,20600.0
5,20,36,深位,B6T0000000783,E3,20600.0
5,20,37,浅位,B6T0000000706,E3,21000.0
5,20,37,深位,B6T0000000706,E3,21000.0
5,20,38,浅位,B6T0000000964,E3,21400.0
5,20,38,深位,B6T0000000964,E3,21400.0
5,20,39,浅位,B6T0000000911,E3,21800.0
5,20,39,深位,B6T0000000911,E3,21800.0
5,20,40,浅位,B6T0000000585,E3,22200.0
5,20,40,深位,B6T0000000585,E3,22200.0
5,20,41,浅位,B6T0000000542,E3,22600.0
5,20,41,深位,B6T0000000542,E3,22600.0
5,20,42,浅位,B6T0000000668,E3,23000.0
5,20,42,深位,B6T0000000668,E3,23000.0
5,20,43,浅位,B6T0000001087,E3,23400.0
5,20,43,深位,B6T0000001087,E3,23400.0
5,20,44,浅位,B6T0000000589,E3,23800.0
5,20,44,深位,B6T0000000589,E3,23800.0
5,20,45,浅位,B6T0000000590,E3,24200.0
5,20,45,深位,B6T0000000590,E3,24200.0
5,20,46,浅位,B6T0000000938,E3,24600.0
5,20,46,深位,B6T0000000938,E3,24600.0
5,20,47,浅位,B6T0000001116,E3,25000.0
5,20,47,深位,B6T0000001116,E3,25000.0
5,20,48,浅位,B6T0000001216,E3,25400.0
5,20,48,深位,B6T0000001216,E3,25400.0
5,20,49,浅位,B6T0000000704,E3,25800.0
5,20,49,深位,B6T0000000704,E3,25800.0
5,20,50,浅位,B6T0000001159,E3,26200.0
5,20,50,深位,B6T0000001159,E3,26200.0
5,20,51,浅位,B6T0000000925,E3,26600.0
5,20,51,深位,B6T0000000925,E3,26600.0
5,21,1,浅位,B6T0000000445,E3,7000.0
5,21,1,深位,B6T0000001024,E3,7000.0
5,21,2,浅位,B6T0000001090,E3,7400.0
5,21,2,深位,B6T0000001090,E3,7400.0
5,21,3,浅位,B6T0000000367,E3,7800.0
5,21,3,深位,B6T0000000367,E3,7800.0
5,21,4,浅位,B6T0000000813,E3,8200.0
5,21,4,深位,B6T0000000813,E3,8200.0
5,21,5,浅位,B6T0000000996,E3,8600.0
5,21,5,深位,B6T0000000996,E3,8600.0
5,21,6,浅位,B6T0000000569,E3,9000.0
5,21,6,深位,B6T0000000505,E3,9000.0
5,21,7,浅位,B6T0000001120,E3,9400.0
5,21,7,深位,B6T0000001120,E3,9400.0
5,21,8,浅位,B6T0000000948,E3,9800.0
5,21,8,深位,B6T0000000948,E3,9800.0
5,21,9,浅位,B6T0000000529,E3,10200.0
5,21,9,深位,B6T0000000529,E3,10200.0
5,21,10,浅位,B6T0000001136,E3,10600.0
5,21,10,深位,B6T0000001136,E3,10600.0
5,21,11,浅位,B6T0000000931,E3,11000.0
5,21,11,深位,B6T0000000931,E3,11000.0
5,21,12,浅位,B6T0000001313,E3,11400.0
5,21,12,深位,B6T0000001313,E3,11400.0
5,21,13,浅位,B6T0000000618,E3,11800.0
5,21,13,深位,B6T0000000618,E3,11800.0
5,21,14,浅位,B6T0000000755,E3,12200.0
5,21,14,深位,B6T0000000755,E3,12200.0
5,21,15,浅位,B6T0000000688,E3,12600.0
5,21,15,深位,B6T0000000688,E3,12600.0
5,21,16,浅位,B6T0000001155,E3,13000.0
5,21,16,深位,B6T0000001155,E3,13000.0
5,21,17,浅位,B6T0000000384,E3,13400.0
5,21,17,深位,B6T0000000384,E3,13400.0
5,21,19,浅位,B6T0000001270,E3,14200.0
5,21,19,深位,B6T0000001270,E3,14200.0
5,21,20,浅位,B6T0000000543,E3,14600.0
5,21,20,深位,B6T0000000543,E3,14600.0
5,21,21,浅位,B6T0000000872,E3,15000.0
5,21,21,深位,B6T0000000872,E3,15000.0
5,21,22,浅位,B6T0000000752,E3,15400.0
5,21,22,深位,B6T0000000752,E3,15400.0
5,21,23,浅位,B6T0000001086,E3,15800.0
5,21,23,深位,B6T0000001086,E3,15800.0
5,21,24,浅位,B6T0000000993,E3,16200.0
5,21,24,深位,B6T0000000993,E3,16200.0
5,21,25,浅位,B6T0000000765,E3,16600.0
5,21,25,深位,B6T0000000765,E3,16600.0
5,21,26,浅位,B6T0000000781,E3,17000.0
5,21,26,深位,B6T0000000781,E3,17000.0
5,21,27,浅位,B6T0000000673,E3,17400.0
5,21,27,深位,B6T0000000673,E3,17400.0
5,21,28,浅位,B6T0000000423,E3,17800.0
5,21,28,深位,B6T0000000423,E3,17800.0
5,21,29,浅位,B6T0000001025,E3,18200.0
5,21,29,深位,B6T0000001025,E3,18200.0
5,21,30,浅位,B6T0000000808,E3,18600.0
5,21,30,深位,B6T0000000808,E3,18600.0
5,21,31,浅位,B6T0000001210,E3,19000.0
5,21,31,深位,B6T0000001210,E3,19000.0
5,21,32,浅位,B6T0000001057,E3,19400.0
5,21,32,深位,B6T0000001057,E3,19400.0
5,21,33,浅位,B6T0000000746,E3,19800.0
5,21,33,深位,B6T0000000746,E3,19800.0
5,21,34,浅位,B6T0000000837,E3,20200.0
5,21,34,深位,B6T0000000837,E3,20200.0
5,21,35,浅位,B6T0000000783,E3,20600.0
5,21,35,深位,B6T0000000783,E3,20600.0
5,21,36,浅位,B6T0000000404,E3,21000.0
5,21,36,深位,B6T0000000404,E3,21000.0
5,21,37,浅位,B6T0000000696,E3,21400.0
5,21,37,深位,B6T0000000696,E3,21400.0
5,21,38,浅位,B6T0000001260,E3,21800.0
5,21,38,深位,B6T0000001260,E3,21800.0
5,21,39,浅位,B6T0000000585,E3,22200.0
5,21,39,深位,B6T0000000585,E3,22200.0
5,21,40,浅位,B6T0000000879,E3,22600.0
5,21,40,深位,B6T0000000879,E3,22600.0
5,21,41,浅位,B6T0000000855,E3,23000.0
5,21,41,深位,B6T0000000855,E3,23000.0
5,21,42,浅位,B6T0000001087,E3,23400.0
5,21,43,浅位,B6T0000000698,E3,23800.0
5,21,43,深位,B6T0000000698,E3,23800.0
5,21,44,浅位,B6T0000000946,E3,24200.0
5,21,44,深位,B6T0000000946,E3,24200.0
5,21,45,浅位,B6T0000001033,E3,24600.0
5,21,45,深位,B6T0000001033,E3,24600.0
5,21,46,浅位,B6T0000001116,E3,25000.0
5,21,46,深位,B6T0000001116,E3,25000.0
5,21,47,浅位,B6T0000001135,E3,25400.0
5,21,47,深位,B6T0000001135,E3,25400.0
5,21,48,浅位,B6T0000000704,E3,25800.0
5,21,48,深位,B6T0000000704,E3,25800.0
5,21,49,浅位,B6T0000001159,E3,26200.0
5,21,49,深位,B6T0000001159,E3,26200.0
5,21,50,浅位,B6T0000000925,E3,26600.0
5,21,50,深位,B6T0000000925,E3,26600.0
5,22,1,浅位,B6T0000000971,E3,7400.0
5,22,1,深位,B6T0000000971,E3,7400.0
5,22,2,浅位,B6T0000001103,E3,7800.0
5,22,2,深位,B6T0000001103,E3,7800.0
5,22,3,浅位,B6T0000000813,E3,8200.0
5,22,3,深位,B6T0000000813,E3,8200.0
5,22,4,浅位,B6T0000000996,E3,8600.0
5,22,4,深位,B6T0000000996,E3,8600.0
5,22,5,浅位,B6T0000000897,E3,9000.0
5,22,5,深位,B6T0000000897,E3,9000.0
5,22,6,浅位,B6T0000000427,E3,9400.0
5,22,6,深位,B6T0000000427,E3,9400.0
5,22,7,浅位,B6T0000001060,E3,9800.0
5,22,7,深位,B6T0000001060,E3,9800.0
5,22,8,浅位,B6T0000000529,E3,10200.0
5,22,8,深位,B6T0000000529,E3,10200.0
5,22,9,浅位,B6T0000001148,E3,10600.0
5,22,9,深位,B6T0000001148,E3,10600.0
5,22,10,浅位,B6T0000001166,E3,11000.0
5,22,10,深位,B6T0000001166,E3,11000.0
5,22,11,浅位,B6T0000000906,E3,11400.0
5,22,11,深位,B6T0000000906,E3,11400.0
5,22,12,浅位,B6T0000000385,E3,11800.0
5,22,12,深位,B6T0000000385,E3,11800.0
5,22,13,浅位,B6T0000000420,E3,12200.0
5,22,13,深位,B6T0000000420,E3,12200.0
5,22,14,浅位,B6T0000000688,E3,12600.0
5,22,14,深位,B6T0000000688,E3,12600.0
5,22,15,浅位,B6T0000001155,E3,13000.0
5,22,15,深位,B6T0000001155,E3,13000.0
5,22,16,浅位,B6T0000000384,E3,13400.0
5,22,16,深位,B6T0000000384,E3,13400.0
5,22,17,浅位,B6T0000001189,E3,13800.0
5,22,17,深位,B6T0000001189,E3,13800.0
5,22,18,浅位,B6T0000000991,E3,14200.0
5,22,18,深位,B6T0000000991,E3,14200.0
5,22,19,深位,B6T0000000418,E3,14600.0
5,22,20,浅位,B6T0000001315,E3,15000.0
5,22,20,深位,B6T0000001315,E3,15000.0
5,22,21,浅位,B6T0000000382,E3,15400.0
5,22,21,深位,B6T0000000382,E3,15400.0
5,22,22,浅位,B6T0000000510,E3,15800.0
5,22,22,深位,B6T0000000510,E3,15800.0
5,22,23,浅位,B6T0000000993,E3,16200.0
5,22,23,深位,B6T0000000993,E3,16200.0
5,22,24,浅位,B6T0000000765,E3,16600.0
5,22,24,深位,B6T0000000765,E3,16600.0
5,22,25,浅位,B6T0000000747,E3,17000.0
5,22,25,深位,B6T0000000747,E3,17000.0
5,22,26,浅位,B6T0000000479,E3,17400.0
5,22,26,深位,B6T0000000479,E3,17400.0
5,22,27,浅位,B6T0000000985,E3,17800.0
5,22,27,深位,B6T0000000985,E3,17800.0
5,22,28,浅位,B6T0000001237,E3,18200.0
5,22,28,深位,B6T0000001237,E3,18200.0
5,22,29,浅位,B6T0000001211,E3,18600.0
5,22,29,深位,B6T0000001211,E3,18600.0
5,22,30,浅位,B6T0000000904,E3,19000.0
5,22,30,深位,B6T0000000904,E3,19000.0
5,22,31,浅位,B6T0000000864,E3,19400.0
5,22,31,深位,B6T0000000864,E3,19400.0
5,22,32,浅位,B6T0000001076,E3,19800.0
5,22,32,深位,B6T0000001076,E3,19800.0
5,22,33,浅位,B6T0000000657,E3,20200.0
5,22,33,深位,B6T0000000657,E3,20200.0
5,22,34,浅位,B6T0000000593,E3,20600.0
5,22,34,深位,B6T0000000593,E3,20600.0
5,22,35,浅位,B6T0000001042,E3,21000.0
5,22,35,深位,B6T0000001042,E3,21000.0
5,22,36,浅位,B6T0000000386,E3,21400.0
5,22,36,深位,B6T0000000386,E3,21400.0
5,22,37,浅位,B6T0000001260,E3,21800.0
5,22,37,深位,B6T0000001260,E3,21800.0
5,22,38,浅位,B6T0000000637,E3,22200.0
5,22,38,深位,B6T0000000637,E3,22200.0
5,22,39,浅位,B6T0000001112,E3,22600.0
5,22,39,深位,B6T0000001112,E3,22600.0
5,22,40,浅位,B6T0000000855,E3,23000.0
5,22,40,深位,B6T0000000855,E3,23000.0
5,22,41,浅位,B6T0000000934,E3,23400.0
5,22,41,深位,B6T0000000934,E3,23400.0
5,22,42,浅位,B6T0000000665,E3,23800.0
5,22,42,深位,B6T0000000665,E3,23800.0
5,22,43,浅位,B6T0000000946,E3,24200.0
5,22,43,深位,B6T0000000946,E3,24200.0
5,22,44,浅位,B6T0000001252,E3,24600.0
5,22,44,深位,B6T0000001252,E3,24600.0
5,22,45,浅位,B6T0000001286,E3,25000.0
5,22,45,深位,B6T0000001286,E3,25000.0
5,22,46,浅位,B6T0000001289,E3,25400.0
5,22,46,深位,B6T0000001289,E3,25400.0
5,22,47,浅位,B6T0000000458,E3,25800.0
5,22,47,深位,B6T0000000458,E3,25800.0
5,22,48,浅位,B6T0000000377,E3,26200.0
5,22,48,深位,B6T0000000377,E3,26200.0
5,22,49,浅位,B6T0000000936,E3,26600.0
5,22,49,深位,B6T0000000936,E3,26600.0
5,23,1,浅位,B6T0000000577,E3,7800.0
5,23,1,深位,B6T0000000577,E3,7800.0
5,23,2,浅位,B6T0000000813,E3,8200.0
5,23,2,深位,B6T0000000813,E3,8200.0
5,23,3,浅位,B6T0000000615,E3,8600.0
5,23,3,深位,B6T0000000615,E3,8600.0
5,23,4,浅位,B6T0000000405,E3,9000.0
5,23,4,深位,B6T0000000405,E3,9000.0
5,23,5,浅位,B6T0000000427,E3,9400.0
5,23,5,深位,B6T0000000427,E3,9400.0
5,23,6,浅位,B6T0000001060,E3,9800.0
5,23,6,深位,B6T0000001060,E3,9800.0
5,23,7,浅位,B6T0000001236,E3,10200.0
5,23,7,深位,B6T0000001236,E3,10200.0
5,23,8,浅位,B6T0000000861,E3,10600.0
5,23,8,深位,B6T0000000615,E3,10600.0
5,23,9,浅位,B6T0000000716,E3,11000.0
5,23,9,深位,B6T0000000716,E3,11000.0
5,23,10,浅位,B6T0000000906,E3,11400.0
5,23,10,深位,B6T0000000906,E3,11400.0
5,23,11,浅位,B6T0000000385,E3,11800.0
5,23,11,深位,B6T0000000385,E3,11800.0
5,23,12,浅位,B6T0000000420,E3,12200.0
5,23,12,深位,B6T0000000420,E3,12200.0
5,23,13,浅位,B6T0000000534,E3,12600.0
5,23,13,深位,B6T0000000534,E3,12600.0
5,23,14,浅位,B6T0000000419,E3,13000.0
5,23,14,深位,B6T0000000419,E3,13000.0
5,23,15,浅位,B6T0000000972,E3,13400.0
5,23,15,深位,B6T0000000972,E3,13400.0
5,23,16,浅位,B6T0000001150,E3,13800.0
5,23,16,深位,B6T0000001150,E3,13800.0
5,23,17,浅位,B6T0000000780,E3,14200.0
5,23,17,深位,B6T0000000780,E3,14200.0
5,23,18,浅位,B6T0000000418,E3,14600.0
5,23,18,深位,B6T0000000418,E3,14600.0
5,23,19,浅位,B6T0000001315,E3,15000.0
5,23,19,深位,B6T0000001315,E3,15000.0
5,23,20,浅位,B6T0000000382,E3,15400.0
5,23,20,深位,B6T0000000382,E3,15400.0
5,23,21,浅位,B6T0000000793,E3,15800.0
5,23,21,深位,B6T0000000793,E3,15800.0
5,23,22,浅位,B6T0000000565,E3,16200.0
5,23,22,深位,B6T0000000565,E3,16200.0
5,23,23,浅位,B6T0000000968,E3,16600.0
5,23,23,深位,B6T0000000968,E3,16600.0
5,23,24,浅位,B6T0000000927,E3,17000.0
5,23,24,深位,B6T0000000927,E3,17000.0
5,23,25,浅位,B6T0000000733,E3,17400.0
5,23,25,深位,B6T0000000733,E3,17400.0
5,23,26,浅位,B6T0000000985,E3,17800.0
5,23,26,深位,B6T0000000985,E3,17800.0
5,23,27,浅位,B6T0000001237,E3,18200.0
5,23,27,深位,B6T0000001237,E3,18200.0
5,23,28,浅位,B6T0000000831,E3,18600.0
5,23,28,深位,B6T0000000831,E3,18600.0
5,23,29,浅位,B6T0000000835,E3,19000.0
5,23,29,深位,B6T0000000835,E3,19000.0
5,23,30,浅位,B6T0000000864,E3,19400.0
5,23,30,深位,B6T0000000864,E3,19400.0
5,23,31,浅位,B6T0000000365,E3,19800.0
5,23,31,深位,B6T0000000365,E3,19800.0
5,23,32,浅位,B6T0000000657,E3,20200.0
5,23,33,浅位,B6T0000000593,E3,20600.0
5,23,33,深位,B6T0000000593,E3,20600.0
