堆垛机编号,巷道号,任务类型,订单号,原材料编号,箱子类型,到达时刻(s),开始时刻(s),完成时刻(s),操作时间(s),等待时间(s),流动时间(s),货架号,层(z),列(x),深浅位,是否复合
2,2,inbound,IN0299,B6T0000000897,E3,170100.0,212896.0,213062.0,166.0,42796.0,42962.0,3,12,65,深位,否
2,2,inbound,IN0299,B6T0000000897,E3,170100.0,213222.0,213388.0,166.0,43122.0,43288.0,3,13,63,浅位,否
2,2,inbound,IN0299,B6T0000000897,E3,170100.0,213548.0,213714.0,166.0,43448.0,43614.0,3,13,63,深位,否
2,2,inbound,IN0299,B6T0000000897,E3,170100.0,213874.0,214040.0,166.0,43774.0,43940.0,3,14,61,浅位,否
2,2,outbound,2584,B6T0000000418,E3,214080.0,214366.0,214596.0,230.00000000000003,286.0,516.0,3,22,19,浅位,是
2,2,inbound,IN0299,B6T0000000897,E3,170100.0,214200.0,214366.0,166.0,44100.0,44266.0,3,14,61,深位,是
2,2,outbound,2583,B6T0000000418,E3,214080.0,214710.0,214824.0,114.00000000000001,630.0,744.0,3,22,19,深位,是
2,2,inbound,IN0299,B6T0000000897,E3,170100.0,214596.0,214710.0,114.00000000000001,44496.0,44610.0,3,22,19,浅位,是
2,2,outbound,2582,B6T0000000418,E3,214080.0,214938.0,215052.0,114.00000000000001,858.0,972.0,4,22,19,浅位,是
2,2,inbound,IN0299,B6T0000000897,E3,170100.0,214824.0,214938.0,114.00000000000001,44724.0,44838.0,3,22,19,深位,是
2,2,outbound,2581,B6T0000000418,E3,214080.0,215166.0,215280.0,114.00000000000001,1086.0,1200.0,4,22,19,深位,是
2,2,inbound,IN0299,B6T0000000897,E3,170100.0,215052.0,215166.0,114.00000000000001,44952.0,45066.0,4,22,19,浅位,是
2,2,inbound,IN0299,B6T0000000897,E3,170100.0,215280.0,215394.0,114.00000000000001,45180.0,45294.0,4,22,19,深位,否
2,2,inbound,IN0299,B6T0000000897,E3,170100.0,215502.0,215668.0,166.0,45402.0,45568.0,3,15,59,浅位,否
2,2,inbound,IN0023,B6T0000000073,E4,209940.0,215828.0,216014.5,186.50000000000009,5888.0,6074.5,3,43,13,浅位,否
2,2,inbound,IN0023,B6T0000000073,E4,209940.0,216195.0,216381.5,186.50000000000009,6255.0,6441.5,3,43,13,深位,否
2,2,inbound,IN0023,B6T0000000073,E4,209940.0,216562.0,216748.5,186.50000000000009,6622.0,6808.5,4,43,13,浅位,否
2,2,inbound,IN0023,B6T0000000073,E4,209940.0,216929.0,217115.5,186.50000000000009,6989.0,7175.5,4,43,13,深位,否
2,2,outbound,319,B6T0000001196,E3,216480.0,217542.5,217789.0,246.50000000000009,1062.5,1309.0,3,13,5,浅位,是
2,2,inbound,IN0023,B6T0000000073,E4,209940.0,217296.0,217542.5,246.50000000000009,7356.0,7602.5,4,49,28,浅位,是
2,2,outbound,318,B6T0000001196,E3,216480.0,218035.5,218282.0,246.50000000000009,1555.5,1802.0,3,13,5,深位,是
2,2,inbound,IN0023,B6T0000000073,E4,209940.0,217789.0,218035.5,246.50000000000009,7849.0,8095.5,4,49,28,深位,是
2,2,outbound,323,B6T0000001196,E3,216480.0,218540.5,218799.0,258.50000000000006,2060.5,2319.0,4,13,5,浅位,是
2,2,inbound,IN0023,B6T0000000073,E4,209940.0,218282.0,218540.5,258.5000000000001,8342.0,8600.5,4,43,49,深位,是
2,2,outbound,322,B6T0000001196,E3,216480.0,219058.5,219318.0,259.50000000000006,2578.5,2838.0,4,13,5,深位,是
2,2,inbound,IN0023,B6T0000000073,E4,209940.0,218799.0,219058.5,259.5000000000001,8859.0,9118.5,3,44,47,浅位,是
2,2,outbound,3033,B6T0000001726,E1,218220.0,219368.0,219510.0,142.0,1148.0,1290.0,4,7,28,浅位,是
2,2,inbound,IN0333,B6T0000001029,E3,219120.0,219318.0,219368.0,50.0,198.0,248.0,3,13,5,浅位,是
2,2,outbound,3031,B6T0000001726,E1,218220.0,219560.0,219702.0,142.0,1340.0,1482.0,4,7,28,深位,是
2,2,inbound,IN0333,B6T0000001029,E3,219120.0,219510.0,219560.0,50.0,390.0,440.0,3,13,5,深位,是
2,2,inbound,IN0333,B6T0000001029,E3,219120.0,219702.0,219752.0,50.0,582.0,632.0,4,13,5,浅位,否
2,2,inbound,IN0333,B6T0000001029,E3,219120.0,219796.0,219846.0,50.0,676.0,726.0,4,13,5,深位,否
2,2,outbound,2642,B6T0000000200,E4,219840.0,220056.0,220497.0,441.00000000000017,216.0,657.0,3,48,14,浅位,是
2,2,inbound,IN0333,B6T0000001029,E3,219120.0,219890.0,220056.0,166.0,770.0,936.0,3,15,59,深位,是
2,2,outbound,2641,B6T0000000200,E4,219840.0,220663.0,221096.0,433.0000000000001,823.0,1256.0,3,48,14,深位,是
2,2,inbound,IN0333,B6T0000001029,E3,219120.0,220497.0,220663.0,166.0,1377.0,1543.0,3,16,57,浅位,是
2,2,outbound,2640,B6T0000000200,E4,219840.0,221262.0,221695.0,433.0000000000001,1422.0,1855.0,4,48,14,浅位,是
2,2,inbound,IN0333,B6T0000001029,E3,219120.0,221096.0,221262.0,166.0,1976.0,2142.0,3,16,57,深位,是
2,2,outbound,2643,B6T0000000200,E4,219840.0,221861.0,222286.0,425.00000000000017,2021.0,2446.0,4,48,14,深位,是
2,2,inbound,IN0333,B6T0000001029,E3,219120.0,221695.0,221861.0,166.0,2575.0,2741.0,3,17,55,浅位,是
2,2,inbound,IN0333,B6T0000001029,E3,219120.0,222286.0,222452.0,166.0,3166.0,3332.0,3,17,55,深位,否
2,2,inbound,IN0333,B6T0000001029,E3,219120.0,222612.0,222778.0,166.0,3492.0,3658.0,4,11,67,浅位,否
2,2,inbound,IN0333,B6T0000001029,E3,219120.0,222938.0,223104.0,166.0,3818.0,3984.0,4,11,67,深位,否
2,2,inbound,IN0333,B6T0000001029,E3,219120.0,223264.0,223430.0,166.0,4144.0,4310.0,4,12,65,浅位,否
2,2,inbound,IN0023,B6T0000000073,E4,209940.0,223590.0,223803.5,213.50000000000009,13650.0,13863.5,3,48,14,浅位,否
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,224011.0,224224.5,213.50000000000009,3811.0,4024.5,3,48,14,深位,否
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,224432.0,224645.5,213.50000000000009,4232.0,4445.5,4,48,14,浅位,否
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,224853.0,225066.5,213.50000000000009,4653.0,4866.5,4,48,14,深位,否
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,225274.0,225533.5,259.5000000000001,5074.0,5333.5,3,44,47,深位,否
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,225787.0,226046.5,259.5000000000001,5587.0,5846.5,4,44,47,浅位,否
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,226300.0,226559.5,259.5000000000001,6100.0,6359.5,4,44,47,深位,否
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,226813.0,227073.5,260.5000000000001,6613.0,6873.5,3,43,50,浅位,否
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,227328.0,227588.5,260.5000000000001,7128.0,7388.5,3,43,50,深位,否
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,227843.0,228103.5,260.5000000000001,7643.0,7903.5,4,43,50,浅位,否
2,2,outbound,2761,B6T0000000146,E4,228000.0,228618.5,228879.0,260.5000000000001,618.5,879.0,3,43,22,浅位,是
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,228358.0,228618.5,260.5000000000001,8158.0,8418.5,4,43,50,深位,是
2,2,outbound,2369,B6T0000001572,E1,228780.0,229083.5,229288.0,204.50000000000009,303.5,508.0,4,8,13,浅位,是
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,228879.0,229083.5,204.50000000000009,8679.0,8883.5,3,43,22,浅位,是
2,2,outbound,2368,B6T0000001572,E1,228780.0,229549.5,229811.0,261.5000000000001,769.5,1031.0,4,8,13,深位,是
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,229288.0,229549.5,261.5000000000001,9088.0,9349.5,3,44,48,浅位,是
2,2,outbound,2763,B6T0000000146,E4,228000.0,230072.5,230334.0,261.5000000000001,2072.5,2334.0,3,43,22,深位,是
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,229811.0,230072.5,261.5000000000001,9611.0,9872.5,3,44,48,深位,是
2,2,outbound,2760,B6T0000000146,E4,228000.0,230538.5,230743.0,204.50000000000009,2538.5,2743.0,4,43,22,浅位,是
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,230334.0,230538.5,204.50000000000009,10134.0,10338.5,3,43,22,深位,是
2,2,outbound,2762,B6T0000000146,E4,228000.0,230947.5,231152.0,204.50000000000009,2947.5,3152.0,4,43,22,深位,是
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,230743.0,230947.5,204.50000000000009,10543.0,10747.5,4,43,22,浅位,是
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,231152.0,231356.5,204.50000000000009,10952.0,11156.5,4,43,22,深位,否
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,231555.0,231816.5,261.5000000000001,11355.0,11616.5,4,44,48,浅位,否
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,232072.0,232333.5,261.5000000000001,11872.0,12133.5,4,44,48,深位,否
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,232589.0,232851.5,262.5000000000001,12389.0,12651.5,3,43,51,浅位,否
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,233108.0,233370.5,262.5000000000001,12908.0,13170.5,3,43,51,深位,否
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,233627.0,233889.5,262.5000000000001,13427.0,13689.5,3,45,46,浅位,否
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,234146.0,234408.5,262.5000000000001,13946.0,14208.5,3,45,46,深位,否
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,234665.0,234927.5,262.5000000000001,14465.0,14727.5,3,47,41,深位,否
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,235184.0,235446.5,262.5000000000001,14984.0,15246.5,4,43,51,浅位,否
2,2,inbound,IN0065,B6T0000000178,E4,220200.0,235703.0,235965.5,262.5000000000001,15503.0,15765.5,4,43,51,深位,否
2,2,inbound,IN0013,B6T0000000039,E4,220440.0,236222.0,236484.5,262.5000000000001,15782.0,16044.5,4,45,46,浅位,否
2,2,inbound,IN0013,B6T0000000039,E4,220440.0,236741.0,237003.5,262.5000000000001,16301.0,16563.5,4,45,46,深位,否
2,2,inbound,IN0013,B6T0000000039,E4,220440.0,237260.0,237523.5,263.5000000000001,16820.0,17083.5,3,44,49,浅位,否
2,2,inbound,IN0013,B6T0000000039,E4,220440.0,237781.0,238044.5,263.5000000000001,17341.0,17604.5,3,44,49,深位,否
2,2,inbound,IN0044,B6T0000000130,E4,221460.0,238302.0,238565.5,263.5000000000001,16842.0,17105.5,4,44,49,浅位,否
2,2,inbound,IN0044,B6T0000000130,E4,221460.0,238823.0,239086.5,263.5000000000001,17363.0,17626.5,4,44,49,深位,否
2,2,inbound,IN0044,B6T0000000130,E4,221460.0,239344.0,239608.5,264.5000000000001,17884.0,18148.5,3,43,52,浅位,否
2,2,inbound,IN0044,B6T0000000130,E4,221460.0,239867.0,240131.5,264.5000000000001,18407.0,18671.5,3,43,52,深位,否
2,2,inbound,IN0450,B6T0000001360,E1,255180.0,255180.0,255211.0,31.0,0.0,31.0,3,6,7,浅位,否
2,2,inbound,IN0450,B6T0000001360,E1,255180.0,255236.0,255267.0,31.0,56.0,87.0,3,6,7,深位,否
2,2,inbound,IN0450,B6T0000001360,E1,255180.0,255292.0,255323.0,31.0,112.0,143.0,4,6,7,浅位,否
2,2,inbound,IN0450,B6T0000001360,E1,255180.0,255348.0,255379.0,31.0,168.0,199.0,4,6,7,深位,否
2,2,inbound,IN0450,B6T0000001360,E1,255180.0,255404.0,255443.0,39.0,224.0,263.0,4,1,16,浅位,否
2,2,inbound,IN0450,B6T0000001360,E1,255180.0,255476.0,255515.0,39.0,296.0,335.0,4,1,16,深位,否
2,2,inbound,IN0450,B6T0000001360,E1,255180.0,255548.0,255595.0,47.0,368.0,415.0,4,8,13,浅位,否
2,2,inbound,IN0450,B6T0000001360,E1,255180.0,255636.0,255683.0,47.0,456.0,503.0,4,8,13,深位,否
2,2,inbound,IN0450,B6T0000001360,E1,255180.0,255724.0,255787.0,63.0,544.0,607.0,4,8,21,浅位,否
2,2,inbound,IN0450,B6T0000001360,E1,255180.0,255844.0,255907.0,63.0,664.0,727.0,4,8,21,深位,否
2,2,inbound,IN0450,B6T0000001360,E1,255180.0,255964.0,256039.0,75.0,784.0,859.0,4,7,28,浅位,否
2,2,inbound,IN0450,B6T0000001360,E1,255180.0,256108.0,256183.0,75.0,928.0,1003.0,4,7,28,深位,否
2,2,inbound,IN0665,B6T0000001994,E1,255300.0,256252.0,256339.0,87.0,952.0,1039.0,3,3,38,浅位,否
2,2,inbound,IN0665,B6T0000001994,E1,255300.0,256420.0,256507.0,87.0,1120.0,1207.0,3,3,38,深位,否
2,2,inbound,IN0665,B6T0000001994,E1,255300.0,256588.0,256695.0,107.00000000000001,1288.0,1395.0,3,3,48,深位,否
2,2,inbound,IN0665,B6T0000001994,E1,255300.0,256796.0,256911.0,115.0,1496.0,1611.0,4,3,52,浅位,否
2,2,inbound,IN0665,B6T0000001994,E1,255300.0,257020.0,257135.0,115.0,1720.0,1835.0,4,3,52,深位,否
2,2,inbound,IN0665,B6T0000001994,E1,255300.0,257244.0,257359.0,115.0,1944.0,2059.0,3,6,49,浅位,否
2,2,inbound,IN0665,B6T0000001994,E1,255300.0,257468.0,257583.0,115.0,2168.0,2283.0,3,6,49,深位,否
2,2,inbound,IN0665,B6T0000001994,E1,255300.0,257692.0,257809.0,117.0,2392.0,2509.0,4,1,55,深位,否
2,2,inbound,IN0665,B6T0000001994,E1,255300.0,257920.0,258041.0,121.0,2620.0,2741.0,4,8,50,深位,否
2,2,outbound,3501,B6T0000001808,E1,258960.0,258960.0,259176.0,216.0,0.0,216.0,4,8,45,浅位,否
2,2,outbound,3500,B6T0000001808,E1,258960.0,259176.0,259392.0,216.0,216.0,432.0,4,8,45,深位,否
2,2,outbound,3536,B6T0000001749,E1,259680.0,259680.0,259728.0,48.0,0.0,48.0,4,1,10,深位,否
2,2,outbound,3537,B6T0000001749,E1,259680.0,259728.0,259816.0,88.0,48.0,136.0,3,1,20,浅位,否
2,2,outbound,3079,B6T0000001354,E1,259200.0,260159.0,260303.0,144.0,959.0,1103.0,3,4,31,浅位,否
2,2,outbound,2235,B6T0000000051,E4,259740.0,260943.0,261332.0,389.00000000000017,1203.0,1592.0,3,46,11,浅位,否
2,2,outbound,2234,B6T0000000051,E4,259740.0,261332.0,261721.0,389.00000000000017,1592.0,1981.0,3,46,11,深位,否
2,2,outbound,2232,B6T0000000051,E4,259740.0,261721.0,262110.0,389.00000000000017,1981.0,2370.0,4,46,11,浅位,否
2,2,outbound,654,B6T0000001698,E1,261780.0,262110.0,262142.0,32.0,330.0,362.0,3,4,3,浅位,否
2,2,outbound,653,B6T0000001698,E1,261780.0,262142.0,262174.0,32.0,362.0,394.0,3,4,3,深位,否
2,2,outbound,652,B6T0000001698,E1,261780.0,262174.0,262206.0,32.0,394.0,426.0,4,4,3,浅位,否
2,2,outbound,2233,B6T0000000051,E4,259740.0,262206.0,262595.0,389.00000000000017,2466.0,2855.0,4,46,11,深位,否
2,2,outbound,2433,B6T0000000778,E3,262500.0,262595.0,262761.0,166.0,95.0,261.0,4,10,29,浅位,否
2,2,outbound,2431,B6T0000000778,E3,262500.0,262761.0,262927.0,166.0,261.0,427.0,4,10,29,深位,否
2,2,outbound,1604,B6T0000001610,E1,260160.0,262927.0,262975.0,48.0,2767.0,2815.0,3,4,7,浅位,否
2,2,outbound,1606,B6T0000001610,E1,260160.0,262975.0,263023.0,48.0,2815.0,2863.0,3,4,7,深位,否
2,2,outbound,1607,B6T0000001610,E1,260160.0,263023.0,263071.0,48.0,2863.0,2911.0,4,4,7,浅位,否
2,2,outbound,1608,B6T0000001610,E1,260160.0,263071.0,263119.0,48.0,2911.0,2959.0,4,4,7,深位,否
2,2,outbound,162,B6T0000000810,E3,259440.0,263866.0,263960.0,93.99999999999999,4426.0,4520.0,3,15,1,浅位,否
2,2,outbound,156,B6T0000000810,E3,259440.0,263960.0,264054.0,93.99999999999999,4520.0,4614.0,3,15,1,深位,否
2,2,outbound,166,B6T0000000810,E3,259440.0,264054.0,264148.0,93.99999999999999,4614.0,4708.0,4,15,1,浅位,否
2,2,outbound,158,B6T0000000810,E3,259440.0,264148.0,264242.0,93.99999999999999,4708.0,4802.0,4,15,1,深位,否
2,2,outbound,681,B6T0000001180,E3,259800.0,265156.0,265250.0,94.0,5356.0,5450.0,3,11,9,浅位,否
2,2,outbound,680,B6T0000001180,E3,259800.0,265300.0,265382.0,82.0,5500.0,5582.0,3,11,9,深位,是
2,2,inbound,IN0219,B6T0000000635,E3,265200.0,265250.0,265300.0,49.99999999999999,50.0,100.0,3,15,1,浅位,是
2,2,outbound,678,B6T0000001180,E3,259800.0,265432.0,265514.0,82.0,5632.0,5714.0,4,11,9,浅位,是
2,2,inbound,IN0219,B6T0000000635,E3,265200.0,265382.0,265432.0,49.99999999999999,182.0,232.0,3,15,1,深位,是
2,2,outbound,677,B6T0000001180,E3,259800.0,265564.0,265646.0,82.0,5764.0,5846.0,4,11,9,深位,是
2,2,inbound,IN0219,B6T0000000635,E3,265200.0,265514.0,265564.0,49.99999999999999,314.0,364.0,4,15,1,浅位,是
2,2,inbound,IN0219,B6T0000000635,E3,265200.0,265646.0,265696.0,49.99999999999999,446.0,496.0,4,15,1,深位,否
2,2,outbound,3063,B6T0000001583,E1,265740.0,265740.0,265808.0,68.0,0.0,68.0,3,8,8,深位,否
2,2,outbound,3062,B6T0000001583,E1,265740.0,265808.0,265880.0,72.0,68.0,140.0,3,5,12,深位,否
2,2,outbound,3061,B6T0000001583,E1,265740.0,265880.0,265952.0,72.0,140.0,212.0,4,5,12,浅位,否
2,2,inbound,IN0227,B6T0000000663,E3,270900.0,270900.0,270950.0,50.0,0.0,50.0,3,11,9,浅位,否
2,2,inbound,IN0227,B6T0000000663,E3,270900.0,270994.0,271044.0,50.0,94.0,144.0,3,11,9,深位,否
2,2,inbound,IN0227,B6T0000000663,E3,270900.0,271088.0,271138.0,50.0,188.0,238.0,4,11,9,浅位,否
2,2,outbound,3094,B6T0000001025,E3,271920.0,272447.0,272697.0,250.0,527.0,777.0,3,20,30,浅位,否
2,2,inbound,IN0427,B6T0000001300,E3,273720.0,273720.0,273770.0,50.0,0.0,50.0,4,11,9,深位,否
2,2,inbound,IN0427,B6T0000001300,E3,273720.0,273814.0,273900.0,86.0,94.0,180.0,4,10,29,浅位,否
2,2,inbound,IN0427,B6T0000001300,E3,273720.0,273980.0,274066.0,86.0,260.0,346.0,4,10,29,深位,否
2,2,inbound,IN0527,B6T0000001572,E1,275220.0,275220.0,275239.0,19.0,0.0,19.0,3,4,3,浅位,否
2,2,inbound,IN0527,B6T0000001572,E1,275220.0,275252.0,275271.0,19.0,32.0,51.0,3,4,3,深位,否
2,2,inbound,IN0527,B6T0000001572,E1,275220.0,275284.0,275303.0,19.0,64.0,83.0,4,4,3,浅位,否
2,2,inbound,IN0527,B6T0000001572,E1,275220.0,275316.0,275343.0,27.0,96.0,123.0,4,1,10,深位,否
2,2,inbound,IN0527,B6T0000001572,E1,275220.0,275364.0,275391.0,27.0,144.0,171.0,3,4,7,浅位,否
2,2,outbound,281,B6T0000000305,E4,261780.0,275439.0,275771.0,332.00000000000017,13659.0,13991.0,3,44,2,浅位,是
2,2,inbound,IN0527,B6T0000001572,E1,275220.0,275412.0,275439.0,27.0,192.0,219.0,3,4,7,深位,是
2,2,inbound,IN0527,B6T0000001572,E1,275220.0,275771.0,275798.0,27.0,551.0,578.0,4,4,7,浅位,否
2,2,inbound,IN0527,B6T0000001572,E1,275220.0,275819.0,275846.0,27.0,599.0,626.0,4,4,7,深位,否
2,2,inbound,IN0527,B6T0000001572,E1,275220.0,275867.0,275904.0,37.0,647.0,684.0,3,8,8,深位,否
2,2,outbound,1010,B6T0000001090,E3,276120.0,276120.0,276230.0,110.0,0.0,110.0,3,12,11,浅位,否
2,2,outbound,1008,B6T0000001090,E3,276120.0,276230.0,276340.0,110.0,110.0,220.0,3,12,11,深位,否
2,2,outbound,1007,B6T0000001090,E3,276120.0,276340.0,276450.0,110.0,220.0,330.0,4,12,11,浅位,否
2,2,outbound,1006,B6T0000001090,E3,276120.0,276450.0,276560.0,110.0,330.0,440.0,4,12,11,深位,否
2,2,outbound,2780,B6T0000000204,E4,277200.0,277200.0,277527.0,327.00000000000017,0.0,327.0,4,43,3,深位,否
2,2,outbound,2782,B6T0000000204,E4,277200.0,277527.0,277878.0,351.00000000000017,327.0,678.0,3,43,9,浅位,否
2,2,outbound,2783,B6T0000000204,E4,277200.0,277936.0,278243.0,307.0000000000001,736.0,1043.0,3,43,9,深位,是
2,2,inbound,IN0339,B6T0000001040,E3,277740.0,277878.0,277936.0,58.0,138.0,196.0,3,12,11,浅位,是
2,2,outbound,1899,B6T0000001029,E3,278220.0,278301.0,278367.0,66.0,81.0,147.0,3,13,5,浅位,是
2,2,inbound,IN0339,B6T0000001040,E3,277740.0,278243.0,278301.0,58.0,503.0,561.0,3,12,11,深位,是
2,2,outbound,1898,B6T0000001029,E3,278220.0,278417.0,278467.0,50.0,197.0,247.0,3,13,5,深位,是
2,2,inbound,IN0339,B6T0000001040,E3,277740.0,278367.0,278417.0,50.0,627.0,677.0,3,13,5,浅位,是
2,2,outbound,1897,B6T0000001029,E3,278220.0,278517.0,278567.0,50.0,297.0,347.0,4,13,5,浅位,是
2,2,inbound,IN0339,B6T0000001040,E3,277740.0,278467.0,278517.0,50.0,727.0,777.0,3,13,5,深位,是
2,2,outbound,1900,B6T0000001029,E3,278220.0,278617.0,278667.0,50.0,397.0,447.0,4,13,5,深位,是
2,2,inbound,IN0338,B6T0000001039,E3,277980.0,278567.0,278617.0,50.0,587.0,637.0,4,13,5,浅位,是
2,2,outbound,2781,B6T0000000204,E4,277200.0,278717.0,279024.0,307.0000000000001,1517.0,1824.0,4,43,9,浅位,是
2,2,inbound,IN0338,B6T0000001039,E3,277980.0,278667.0,278717.0,50.0,687.0,737.0,4,13,5,深位,是
2,2,inbound,IN0338,B6T0000001039,E3,277980.0,279024.0,279082.0,58.0,1044.0,1102.0,4,12,11,浅位,否
2,2,inbound,IN0088,B6T0000000245,E4,279420.0,279420.0,279586.5,166.50000000000009,0.0,166.5,4,43,3,深位,否
2,2,inbound,IN0088,B6T0000000245,E4,279420.0,279747.0,279916.5,169.50000000000009,327.0,496.5,3,44,2,浅位,否
2,2,outbound,1893,B6T0000001029,E3,278220.0,280258.5,280437.0,178.50000000000006,2038.5,2217.0,3,27,5,浅位,是
2,2,inbound,IN0088,B6T0000000245,E4,279420.0,280080.0,280258.5,178.50000000000009,660.0,838.5,3,43,9,浅位,是
2,2,outbound,1894,B6T0000001029,E3,278220.0,280495.0,280673.0,178.00000000000003,2275.0,2453.0,3,27,5,深位,是
2,2,inbound,IN0240,B6T0000000702,E3,280320.0,280437.0,280495.0,58.0,117.0,175.0,4,12,11,深位,是
2,2,inbound,IN0240,B6T0000000702,E3,280320.0,280673.0,280779.0,106.00000000000001,353.0,459.0,3,27,5,浅位,否
2,2,inbound,IN0088,B6T0000000245,E4,279420.0,280879.0,281057.5,178.50000000000009,1459.0,1637.5,3,43,9,深位,否
2,2,inbound,IN0088,B6T0000000245,E4,279420.0,281230.0,281408.5,178.50000000000009,1810.0,1988.5,4,43,9,浅位,否
2,2,inbound,IN0088,B6T0000000245,E4,279420.0,281581.0,281778.5,197.50000000000009,2161.0,2358.5,3,46,11,浅位,否
2,2,inbound,IN0088,B6T0000000245,E4,279420.0,281970.0,282167.5,197.50000000000009,2550.0,2747.5,3,46,11,深位,否
2,2,outbound,2549,B6T0000001449,E1,282180.0,282556.5,282778.0,221.50000000000009,376.5,598.0,4,7,17,浅位,是
2,2,inbound,IN0088,B6T0000000245,E4,279420.0,282359.0,282556.5,197.50000000000009,2939.0,3136.5,4,46,11,浅位,是
2,2,outbound,2548,B6T0000001449,E1,282180.0,282975.5,283197.0,221.50000000000009,795.5,1017.0,4,7,17,深位,是
2,2,inbound,IN0088,B6T0000000245,E4,279420.0,282778.0,282975.5,197.50000000000009,3358.0,3555.5,4,46,11,深位,是
2,2,inbound,IN0088,B6T0000000245,E4,279420.0,283197.0,283461.5,264.5000000000001,3777.0,4041.5,3,45,47,浅位,否
2,2,inbound,IN0088,B6T0000000245,E4,279420.0,283720.0,283984.5,264.5000000000001,4300.0,4564.5,3,45,47,深位,否
2,2,inbound,IN0088,B6T0000000245,E4,279420.0,284243.0,284507.5,264.5000000000001,4823.0,5087.5,4,43,52,浅位,否
2,2,inbound,IN0088,B6T0000000245,E4,279420.0,284766.0,285030.5,264.5000000000001,5346.0,5610.5,4,43,52,深位,否
2,2,inbound,IN0088,B6T0000000245,E4,279420.0,285289.0,285553.5,264.5000000000001,5869.0,6133.5,4,45,47,浅位,否
2,2,inbound,IN0088,B6T0000000245,E4,279420.0,285812.0,286076.5,264.5000000000001,6392.0,6656.5,4,45,47,深位,否
2,2,inbound,IN0088,B6T0000000245,E4,279420.0,286335.0,286599.5,264.5000000000001,6915.0,7179.5,4,47,42,深位,否
2,2,inbound,IN0088,B6T0000000245,E4,279420.0,286858.0,287123.5,265.5000000000001,7438.0,7703.5,3,44,50,浅位,否
2,2,inbound,IN0088,B6T0000000245,E4,279420.0,287383.0,287648.5,265.5000000000001,7963.0,8228.5,3,44,50,深位,否
2,2,inbound,IN0088,B6T0000000245,E4,279420.0,287908.0,288173.5,265.5000000000001,8488.0,8753.5,3,46,45,浅位,否
2,2,outbound,1089,B6T0000001415,E1,287880.0,288698.5,288964.0,265.5000000000001,818.5,1084.0,3,7,3,浅位,是
2,2,inbound,IN0088,B6T0000000245,E4,279420.0,288433.0,288698.5,265.5000000000001,9013.0,9278.5,3,46,45,深位,是
2,2,outbound,1090,B6T0000001415,E1,287880.0,289229.5,289495.0,265.50000000000006,1349.5,1615.0,3,7,3,深位,是
2,2,inbound,IN0088,B6T0000000245,E4,279420.0,288964.0,289229.5,265.5000000000001,9544.0,9809.5,4,44,50,浅位,是
2,2,outbound,1099,B6T0000001415,E1,287880.0,289760.5,290026.0,265.50000000000006,1880.5,2146.0,4,7,3,浅位,是
2,2,inbound,IN0088,B6T0000000245,E4,279420.0,289495.0,289760.5,265.5000000000001,10075.0,10340.5,4,44,50,深位,是
2,2,outbound,1098,B6T0000001415,E1,287880.0,290291.5,290557.0,265.5000000000001,2411.5,2677.0,4,7,3,深位,是
2,2,inbound,IN0088,B6T0000000245,E4,279420.0,290026.0,290291.5,265.5000000000001,10606.0,10871.5,4,46,45,浅位,是
2,2,outbound,1365,B6T0000000150,E4,295320.0,296960.0,297325.0,365.00000000000017,1640.0,2005.0,3,46,5,浅位,否
2,2,outbound,1366,B6T0000000150,E4,295320.0,297325.0,297690.0,365.00000000000017,2005.0,2370.0,3,46,5,深位,否
2,2,outbound,1372,B6T0000000150,E4,295320.0,297690.0,298055.0,365.00000000000017,2370.0,2735.0,4,46,5,浅位,否
2,2,outbound,1810,B6T0000001372,E1,297060.0,298055.0,298107.0,52.0,995.0,1047.0,3,2,10,浅位,否
2,2,outbound,1811,B6T0000001372,E1,297060.0,298107.0,298159.0,52.0,1047.0,1099.0,3,2,10,深位,否
2,2,outbound,1812,B6T0000001372,E1,297060.0,298159.0,298211.0,52.0,1099.0,1151.0,4,2,10,浅位,否
