入库批次,原材料编号,箱子类型,堆垛机编号,货架号,层(z),列(x),深浅位,到达时刻(s),开始时刻(s),完成时刻(s),流动时间(s),是否复合
IN0359,B6T0000001104,E3,2,4,12,62,深位,169680.0,186926.0,187086.0,17406.0,否
IN0359,B6T0000001104,E3,2,4,13,60,浅位,169680.0,187240.0,187400.0,17720.0,否
IN0359,B6T0000001104,E3,2,4,13,60,深位,169680.0,187554.0,187714.0,18034.0,否
IN0359,B6T0000001104,E3,2,4,14,58,浅位,169680.0,187868.0,188028.0,18348.0,否
IN0359,B6T0000001104,E3,2,4,14,58,深位,169680.0,188182.0,188342.0,18662.0,否
IN0359,B6T0000001104,E3,2,3,32,22,浅位,169680.0,188496.0,188656.0,18976.0,否
IN0359,B6T0000001104,E3,2,3,32,22,深位,169680.0,188810.0,188970.0,19290.0,否
IN0359,B6T0000001104,E3,2,3,10,67,浅位,169680.0,189124.0,189286.0,19606.0,否
IN0359,B6T0000001104,E3,2,3,10,67,深位,169680.0,189442.0,189604.0,19924.0,否
IN0359,B6T0000001104,E3,2,3,11,65,浅位,169680.0,189760.0,189922.0,20242.0,是
IN0359,B6T0000001104,E3,2,3,13,14,浅位,169680.0,190100.0,190168.0,20488.0,是
IN0359,B6T0000001104,E3,2,3,13,14,深位,169680.0,190236.0,190304.0,20624.0,是
IN0359,B6T0000001104,E3,2,4,13,14,浅位,169680.0,190372.0,190440.0,20760.0,是
IN0359,B6T0000001104,E3,2,4,13,14,深位,169680.0,190508.0,190576.0,20896.0,否
IN0359,B6T0000001104,E3,2,3,11,65,深位,169680.0,190638.0,190800.0,21120.0,否
IN0359,B6T0000001104,E3,2,3,12,63,浅位,169680.0,190956.0,191118.0,21438.0,否
IN0359,B6T0000001104,E3,2,3,12,63,深位,169680.0,191274.0,191436.0,21756.0,否
IN0359,B6T0000001104,E3,2,3,13,61,浅位,169680.0,191592.0,191754.0,22074.0,否
IN0359,B6T0000001104,E3,2,3,13,61,深位,169680.0,191910.0,192072.0,22392.0,是
IN0359,B6T0000001104,E3,2,3,9,10,浅位,169680.0,192234.0,192278.0,22598.0,是
IN0359,B6T0000001104,E3,2,3,9,10,深位,169680.0,192322.0,192366.0,22686.0,否
IN0359,B6T0000001104,E3,2,3,14,59,浅位,169680.0,192404.0,192566.0,22886.0,否
IN0359,B6T0000001104,E3,2,3,14,59,深位,169680.0,192722.0,192884.0,23204.0,否
IN0359,B6T0000001104,E3,2,3,15,57,浅位,169680.0,193040.0,193202.0,23522.0,否
IN0359,B6T0000001104,E3,2,3,15,57,深位,169680.0,193358.0,193520.0,23840.0,否
IN0359,B6T0000001104,E3,2,3,23,41,深位,169680.0,193676.0,193838.0,24158.0,否
IN0256,B6T0000000747,E3,2,4,10,67,浅位,169800.0,193994.0,194156.0,24356.0,否
IN0256,B6T0000000747,E3,2,4,10,67,深位,169800.0,194312.0,194474.0,24674.0,否
IN0256,B6T0000000747,E3,2,4,11,65,浅位,169800.0,194630.0,194792.0,24992.0,否
IN0256,B6T0000000747,E3,2,4,11,65,深位,169800.0,194948.0,195110.0,25310.0,是
IN0256,B6T0000000747,E3,2,4,12,63,浅位,169800.0,195272.0,195434.0,25634.0,是
IN0137,B6T0000000408,E3,2,4,12,63,深位,169860.0,195596.0,195758.0,25898.0,否
IN0137,B6T0000000408,E3,2,4,13,61,浅位,169860.0,195914.0,196076.0,26216.0,是
IN0137,B6T0000000408,E3,2,4,13,61,深位,169860.0,196238.0,196400.0,26540.0,是
IN0137,B6T0000000408,E3,2,4,14,59,浅位,169860.0,196562.0,196724.0,26864.0,是
IN0137,B6T0000000408,E3,2,4,14,59,深位,169860.0,196886.0,197048.0,27188.0,是
IN0137,B6T0000000408,E3,2,4,15,57,浅位,169860.0,197210.0,197372.0,27512.0,是
IN0137,B6T0000000408,E3,2,3,15,6,浅位,169860.0,197534.0,197594.0,27734.0,否
IN0137,B6T0000000408,E3,2,4,15,57,深位,169860.0,197648.0,197810.0,27950.0,否
IN0137,B6T0000000408,E3,2,3,43,1,浅位,169860.0,197966.0,198128.5,28268.5,是
IN0137,B6T0000000408,E3,2,3,19,27,浅位,169860.0,198395.0,198513.0,28653.0,是
IN0137,B6T0000000408,E3,2,3,19,27,深位,169860.0,198631.0,198749.0,28889.0,是
IN0137,B6T0000000408,E3,2,3,18,27,浅位,169860.0,198867.0,198981.0,29121.0,是
IN0137,B6T0000000408,E3,2,3,18,27,深位,169860.0,199095.0,199209.0,29349.0,是
IN0137,B6T0000000408,E3,2,4,19,27,浅位,169860.0,199331.0,199449.0,29589.0,是
IN0137,B6T0000000408,E3,2,3,43,1,深位,169860.0,199567.0,199729.5,29869.5,是
IN0137,B6T0000000408,E3,2,4,43,1,浅位,169860.0,199952.0,200114.5,30254.5,是
IN0137,B6T0000000408,E3,2,4,19,27,深位,169860.0,200381.0,200499.0,30639.0,否
IN0137,B6T0000000408,E3,2,4,43,1,深位,169860.0,200611.0,200773.5,30913.5,否
IN0137,B6T0000000408,E3,2,3,10,68,浅位,169860.0,200930.0,201094.0,31234.0,否
IN0137,B6T0000000408,E3,2,3,10,68,深位,169860.0,201252.0,201416.0,31556.0,否
IN0137,B6T0000000408,E3,2,3,11,66,浅位,169860.0,201574.0,201738.0,31878.0,否
IN0137,B6T0000000408,E3,2,3,11,66,深位,169860.0,201896.0,202060.0,32200.0,否
IN0137,B6T0000000408,E3,2,3,12,64,浅位,169860.0,202218.0,202382.0,32522.0,否
IN0328,B6T0000000996,E3,2,3,12,64,深位,170040.0,202540.0,202704.0,32664.0,否
IN0328,B6T0000000996,E3,2,3,13,62,浅位,170040.0,202862.0,203026.0,32986.0,否
IN0328,B6T0000000996,E3,2,3,13,62,深位,170040.0,203184.0,203348.0,33308.0,否
IN0328,B6T0000000996,E3,2,3,14,60,浅位,170040.0,203506.0,203670.0,33630.0,否
IN0328,B6T0000000996,E3,2,3,14,60,深位,170040.0,203828.0,203992.0,33952.0,否
IN0328,B6T0000000996,E3,2,3,15,58,浅位,170040.0,204150.0,204314.0,34274.0,否
IN0328,B6T0000000996,E3,2,3,15,58,深位,170040.0,204472.0,204636.0,34596.0,否
IN0328,B6T0000000996,E3,2,3,16,56,浅位,170040.0,204794.0,204958.0,34918.0,否
IN0328,B6T0000000996,E3,2,3,16,56,深位,170040.0,205116.0,205280.0,35240.0,否
IN0328,B6T0000000996,E3,2,4,10,68,浅位,170040.0,205438.0,205602.0,35562.0,是
IN0328,B6T0000000996,E3,2,3,9,9,浅位,170040.0,205766.0,205808.0,35768.0,是
IN0328,B6T0000000996,E3,2,4,9,8,深位,170040.0,205850.0,205890.0,35850.0,是
IN0328,B6T0000000996,E3,2,3,9,9,深位,170040.0,205934.0,205976.0,35936.0,是
IN0328,B6T0000000996,E3,2,4,9,9,浅位,170040.0,206018.0,206060.0,36020.0,是
IN0328,B6T0000000996,E3,2,4,9,9,深位,170040.0,206102.0,206144.0,36104.0,是
IN0328,B6T0000000996,E3,2,3,9,11,深位,170040.0,206194.0,206240.0,36200.0,是
IN0328,B6T0000000996,E3,2,4,13,8,深位,170040.0,206318.0,206374.0,36334.0,是
IN0328,B6T0000000996,E3,2,3,17,1,浅位,170040.0,206462.0,206520.0,36480.0,是
IN0328,B6T0000000996,E3,2,3,17,1,深位,170040.0,206578.0,206636.0,36596.0,否
IN0328,B6T0000000996,E3,2,4,10,68,深位,170040.0,206688.0,206852.0,36812.0,否
IN0328,B6T0000000996,E3,2,4,11,66,浅位,170040.0,207010.0,207174.0,37134.0,否
IN0328,B6T0000000996,E3,2,4,11,66,深位,170040.0,207332.0,207496.0,37456.0,否
IN0328,B6T0000000996,E3,2,4,12,64,浅位,170040.0,207654.0,207818.0,37778.0,否
IN0328,B6T0000000996,E3,2,4,12,64,深位,170040.0,207976.0,208140.0,38100.0,是
IN0328,B6T0000000996,E3,2,3,12,7,浅位,170040.0,208304.0,208354.0,38314.0,是
IN0292,B6T0000000877,E3,2,3,12,7,深位,170040.0,208404.0,208454.0,38414.0,是
IN0292,B6T0000000877,E3,2,4,12,7,浅位,170040.0,208504.0,208554.0,38514.0,是
IN0292,B6T0000000877,E3,2,4,12,7,深位,170040.0,208604.0,208654.0,38614.0,否
IN0292,B6T0000000877,E3,2,4,13,62,浅位,170040.0,208698.0,208862.0,38822.0,否
IN0292,B6T0000000877,E3,2,4,13,62,深位,170040.0,209020.0,209184.0,39144.0,否
IN0299,B6T0000000897,E3,2,4,14,60,浅位,170100.0,209342.0,209506.0,39406.0,否
IN0299,B6T0000000897,E3,2,4,14,60,深位,170100.0,209664.0,209828.0,39728.0,否
IN0299,B6T0000000897,E3,2,4,15,58,浅位,170100.0,209986.0,210150.0,40050.0,否
IN0299,B6T0000000897,E3,2,4,15,58,深位,170100.0,210308.0,210472.0,40372.0,否
IN0299,B6T0000000897,E3,2,4,16,56,浅位,170100.0,210630.0,210794.0,40694.0,否
IN0299,B6T0000000897,E3,2,4,16,56,深位,170100.0,210952.0,211116.0,41016.0,否
IN0299,B6T0000000897,E3,2,4,27,34,深位,170100.0,211274.0,211438.0,41338.0,否
IN0299,B6T0000000897,E3,2,3,31,26,深位,170100.0,211596.0,211760.0,41660.0,否
IN0299,B6T0000000897,E3,2,3,11,67,浅位,170100.0,211918.0,212084.0,41984.0,否
IN0299,B6T0000000897,E3,2,3,11,67,深位,170100.0,212244.0,212410.0,42310.0,否
IN0299,B6T0000000897,E3,2,3,12,65,浅位,170100.0,212570.0,212736.0,42636.0,否
IN0299,B6T0000000897,E3,2,3,12,65,深位,170100.0,212896.0,213062.0,42962.0,否
IN0299,B6T0000000897,E3,2,3,13,63,浅位,170100.0,213222.0,213388.0,43288.0,否
IN0299,B6T0000000897,E3,2,3,13,63,深位,170100.0,213548.0,213714.0,43614.0,否
IN0299,B6T0000000897,E3,2,3,14,61,浅位,170100.0,213874.0,214040.0,43940.0,否
IN0299,B6T0000000897,E3,2,3,14,61,深位,170100.0,214200.0,214366.0,44266.0,是
IN0299,B6T0000000897,E3,2,3,22,19,浅位,170100.0,214596.0,214710.0,44610.0,是
IN0299,B6T0000000897,E3,2,3,22,19,深位,170100.0,214824.0,214938.0,44838.0,是
IN0299,B6T0000000897,E3,2,4,22,19,浅位,170100.0,215052.0,215166.0,45066.0,是
IN0299,B6T0000000897,E3,2,4,22,19,深位,170100.0,215280.0,215394.0,45294.0,否
IN0299,B6T0000000897,E3,2,3,15,59,浅位,170100.0,215502.0,215668.0,45568.0,否
IN0023,B6T0000000073,E4,2,3,43,13,浅位,209940.0,215828.0,216014.5,6074.5,否
IN0023,B6T0000000073,E4,2,3,43,13,深位,209940.0,216195.0,216381.5,6441.5,否
IN0023,B6T0000000073,E4,2,4,43,13,浅位,209940.0,216562.0,216748.5,6808.5,否
IN0023,B6T0000000073,E4,2,4,43,13,深位,209940.0,216929.0,217115.5,7175.5,否
IN0023,B6T0000000073,E4,2,4,49,28,浅位,209940.0,217296.0,217542.5,7602.5,是
IN0023,B6T0000000073,E4,2,4,49,28,深位,209940.0,217789.0,218035.5,8095.5,是
IN0023,B6T0000000073,E4,2,4,43,49,深位,209940.0,218282.0,218540.5,8600.5,是
IN0023,B6T0000000073,E4,2,3,44,47,浅位,209940.0,218799.0,219058.5,9118.5,是
IN0333,B6T0000001029,E3,2,3,13,5,浅位,219120.0,219318.0,219368.0,248.0,是
IN0333,B6T0000001029,E3,2,3,13,5,深位,219120.0,219510.0,219560.0,440.0,是
IN0333,B6T0000001029,E3,2,4,13,5,浅位,219120.0,219702.0,219752.0,632.0,否
IN0333,B6T0000001029,E3,2,4,13,5,深位,219120.0,219796.0,219846.0,726.0,否
IN0333,B6T0000001029,E3,2,3,15,59,深位,219120.0,219890.0,220056.0,936.0,是
IN0333,B6T0000001029,E3,2,3,16,57,浅位,219120.0,220497.0,220663.0,1543.0,是
IN0333,B6T0000001029,E3,2,3,16,57,深位,219120.0,221096.0,221262.0,2142.0,是
IN0333,B6T0000001029,E3,2,3,17,55,浅位,219120.0,221695.0,221861.0,2741.0,是
IN0333,B6T0000001029,E3,2,3,17,55,深位,219120.0,222286.0,222452.0,3332.0,否
IN0333,B6T0000001029,E3,2,4,11,67,浅位,219120.0,222612.0,222778.0,3658.0,否
IN0333,B6T0000001029,E3,2,4,11,67,深位,219120.0,222938.0,223104.0,3984.0,否
IN0333,B6T0000001029,E3,2,4,12,65,浅位,219120.0,223264.0,223430.0,4310.0,否
IN0023,B6T0000000073,E4,2,3,48,14,浅位,209940.0,223590.0,223803.5,13863.5,否
IN0065,B6T0000000178,E4,2,3,48,14,深位,220200.0,224011.0,224224.5,4024.5,否
IN0065,B6T0000000178,E4,2,4,48,14,浅位,220200.0,224432.0,224645.5,4445.5,否
IN0065,B6T0000000178,E4,2,4,48,14,深位,220200.0,224853.0,225066.5,4866.5,否
IN0065,B6T0000000178,E4,2,3,44,47,深位,220200.0,225274.0,225533.5,5333.5,否
IN0065,B6T0000000178,E4,2,4,44,47,浅位,220200.0,225787.0,226046.5,5846.5,否
IN0065,B6T0000000178,E4,2,4,44,47,深位,220200.0,226300.0,226559.5,6359.5,否
IN0065,B6T0000000178,E4,2,3,43,50,浅位,220200.0,226813.0,227073.5,6873.5,否
IN0065,B6T0000000178,E4,2,3,43,50,深位,220200.0,227328.0,227588.5,7388.5,否
IN0065,B6T0000000178,E4,2,4,43,50,浅位,220200.0,227843.0,228103.5,7903.5,否
IN0065,B6T0000000178,E4,2,4,43,50,深位,220200.0,228358.0,228618.5,8418.5,是
IN0065,B6T0000000178,E4,2,3,43,22,浅位,220200.0,228879.0,229083.5,8883.5,是
IN0065,B6T0000000178,E4,2,3,44,48,浅位,220200.0,229288.0,229549.5,9349.5,是
IN0065,B6T0000000178,E4,2,3,44,48,深位,220200.0,229811.0,230072.5,9872.5,是
IN0065,B6T0000000178,E4,2,3,43,22,深位,220200.0,230334.0,230538.5,10338.5,是
IN0065,B6T0000000178,E4,2,4,43,22,浅位,220200.0,230743.0,230947.5,10747.5,是
IN0065,B6T0000000178,E4,2,4,43,22,深位,220200.0,231152.0,231356.5,11156.5,否
IN0065,B6T0000000178,E4,2,4,44,48,浅位,220200.0,231555.0,231816.5,11616.5,否
IN0065,B6T0000000178,E4,2,4,44,48,深位,220200.0,232072.0,232333.5,12133.5,否
IN0065,B6T0000000178,E4,2,3,43,51,浅位,220200.0,232589.0,232851.5,12651.5,否
IN0065,B6T0000000178,E4,2,3,43,51,深位,220200.0,233108.0,233370.5,13170.5,否
IN0065,B6T0000000178,E4,2,3,45,46,浅位,220200.0,233627.0,233889.5,13689.5,否
IN0065,B6T0000000178,E4,2,3,45,46,深位,220200.0,234146.0,234408.5,14208.5,否
IN0065,B6T0000000178,E4,2,3,47,41,深位,220200.0,234665.0,234927.5,14727.5,否
IN0065,B6T0000000178,E4,2,4,43,51,浅位,220200.0,235184.0,235446.5,15246.5,否
IN0065,B6T0000000178,E4,2,4,43,51,深位,220200.0,235703.0,235965.5,15765.5,否
IN0013,B6T0000000039,E4,2,4,45,46,浅位,220440.0,236222.0,236484.5,16044.5,否
IN0013,B6T0000000039,E4,2,4,45,46,深位,220440.0,236741.0,237003.5,16563.5,否
IN0013,B6T0000000039,E4,2,3,44,49,浅位,220440.0,237260.0,237523.5,17083.5,否
IN0013,B6T0000000039,E4,2,3,44,49,深位,220440.0,237781.0,238044.5,17604.5,否
IN0044,B6T0000000130,E4,2,4,44,49,浅位,221460.0,238302.0,238565.5,17105.5,否
IN0044,B6T0000000130,E4,2,4,44,49,深位,221460.0,238823.0,239086.5,17626.5,否
IN0044,B6T0000000130,E4,2,3,43,52,浅位,221460.0,239344.0,239608.5,18148.5,否
IN0044,B6T0000000130,E4,2,3,43,52,深位,221460.0,239867.0,240131.5,18671.5,否
IN0450,B6T0000001360,E1,2,3,6,7,浅位,255180.0,255180.0,255211.0,31.0,否
IN0450,B6T0000001360,E1,2,3,6,7,深位,255180.0,255236.0,255267.0,87.0,否
IN0450,B6T0000001360,E1,2,4,6,7,浅位,255180.0,255292.0,255323.0,143.0,否
IN0450,B6T0000001360,E1,2,4,6,7,深位,255180.0,255348.0,255379.0,199.0,否
IN0450,B6T0000001360,E1,2,4,1,16,浅位,255180.0,255404.0,255443.0,263.0,否
IN0450,B6T0000001360,E1,2,4,1,16,深位,255180.0,255476.0,255515.0,335.0,否
IN0450,B6T0000001360,E1,2,4,8,13,浅位,255180.0,255548.0,255595.0,415.0,否
IN0450,B6T0000001360,E1,2,4,8,13,深位,255180.0,255636.0,255683.0,503.0,否
IN0450,B6T0000001360,E1,2,4,8,21,浅位,255180.0,255724.0,255787.0,607.0,否
IN0450,B6T0000001360,E1,2,4,8,21,深位,255180.0,255844.0,255907.0,727.0,否
IN0450,B6T0000001360,E1,2,4,7,28,浅位,255180.0,255964.0,256039.0,859.0,否
IN0450,B6T0000001360,E1,2,4,7,28,深位,255180.0,256108.0,256183.0,1003.0,否
IN0665,B6T0000001994,E1,2,3,3,38,浅位,255300.0,256252.0,256339.0,1039.0,否
IN0665,B6T0000001994,E1,2,3,3,38,深位,255300.0,256420.0,256507.0,1207.0,否
IN0665,B6T0000001994,E1,2,3,3,48,深位,255300.0,256588.0,256695.0,1395.0,否
IN0665,B6T0000001994,E1,2,4,3,52,浅位,255300.0,256796.0,256911.0,1611.0,否
IN0665,B6T0000001994,E1,2,4,3,52,深位,255300.0,257020.0,257135.0,1835.0,否
IN0665,B6T0000001994,E1,2,3,6,49,浅位,255300.0,257244.0,257359.0,2059.0,否
IN0665,B6T0000001994,E1,2,3,6,49,深位,255300.0,257468.0,257583.0,2283.0,否
IN0665,B6T0000001994,E1,2,4,1,55,深位,255300.0,257692.0,257809.0,2509.0,否
IN0665,B6T0000001994,E1,2,4,8,50,深位,255300.0,257920.0,258041.0,2741.0,否
IN0219,B6T0000000635,E3,2,3,15,1,浅位,265200.0,265250.0,265300.0,100.0,是
IN0219,B6T0000000635,E3,2,3,15,1,深位,265200.0,265382.0,265432.0,232.0,是
IN0219,B6T0000000635,E3,2,4,15,1,浅位,265200.0,265514.0,265564.0,364.0,是
IN0219,B6T0000000635,E3,2,4,15,1,深位,265200.0,265646.0,265696.0,496.0,否
IN0227,B6T0000000663,E3,2,3,11,9,浅位,270900.0,270900.0,270950.0,50.0,否
IN0227,B6T0000000663,E3,2,3,11,9,深位,270900.0,270994.0,271044.0,144.0,否
IN0227,B6T0000000663,E3,2,4,11,9,浅位,270900.0,271088.0,271138.0,238.0,否
IN0427,B6T0000001300,E3,2,4,11,9,深位,273720.0,273720.0,273770.0,50.0,否
IN0427,B6T0000001300,E3,2,4,10,29,浅位,273720.0,273814.0,273900.0,180.0,否
IN0427,B6T0000001300,E3,2,4,10,29,深位,273720.0,273980.0,274066.0,346.0,否
IN0527,B6T0000001572,E1,2,3,4,3,浅位,275220.0,275220.0,275239.0,19.0,否
IN0527,B6T0000001572,E1,2,3,4,3,深位,275220.0,275252.0,275271.0,51.0,否
IN0527,B6T0000001572,E1,2,4,4,3,浅位,275220.0,275284.0,275303.0,83.0,否
IN0527,B6T0000001572,E1,2,4,1,10,深位,275220.0,275316.0,275343.0,123.0,否
IN0527,B6T0000001572,E1,2,3,4,7,浅位,275220.0,275364.0,275391.0,171.0,否
IN0527,B6T0000001572,E1,2,3,4,7,深位,275220.0,275412.0,275439.0,219.0,是
IN0527,B6T0000001572,E1,2,4,4,7,浅位,275220.0,275771.0,275798.0,578.0,否
IN0527,B6T0000001572,E1,2,4,4,7,深位,275220.0,275819.0,275846.0,626.0,否
IN0527,B6T0000001572,E1,2,3,8,8,深位,275220.0,275867.0,275904.0,684.0,否
IN0339,B6T0000001040,E3,2,3,12,11,浅位,277740.0,277878.0,277936.0,196.0,是
IN0339,B6T0000001040,E3,2,3,12,11,深位,277740.0,278243.0,278301.0,561.0,是
IN0339,B6T0000001040,E3,2,3,13,5,浅位,277740.0,278367.0,278417.0,677.0,是
IN0339,B6T0000001040,E3,2,3,13,5,深位,277740.0,278467.0,278517.0,777.0,是
IN0338,B6T0000001039,E3,2,4,13,5,浅位,277980.0,278567.0,278617.0,637.0,是
IN0338,B6T0000001039,E3,2,4,13,5,深位,277980.0,278667.0,278717.0,737.0,是
IN0338,B6T0000001039,E3,2,4,12,11,浅位,277980.0,279024.0,279082.0,1102.0,否
IN0088,B6T0000000245,E4,2,4,43,3,深位,279420.0,279420.0,279586.5,166.5,否
IN0088,B6T0000000245,E4,2,3,44,2,浅位,279420.0,279747.0,279916.5,496.5,否
IN0088,B6T0000000245,E4,2,3,43,9,浅位,279420.0,280080.0,280258.5,838.5,是
IN0240,B6T0000000702,E3,2,4,12,11,深位,280320.0,280437.0,280495.0,175.0,是
IN0240,B6T0000000702,E3,2,3,27,5,浅位,280320.0,280673.0,280779.0,459.0,否
IN0088,B6T0000000245,E4,2,3,43,9,深位,279420.0,280879.0,281057.5,1637.5,否
IN0088,B6T0000000245,E4,2,4,43,9,浅位,279420.0,281230.0,281408.5,1988.5,否
IN0088,B6T0000000245,E4,2,3,46,11,浅位,279420.0,281581.0,281778.5,2358.5,否
IN0088,B6T0000000245,E4,2,3,46,11,深位,279420.0,281970.0,282167.5,2747.5,否
IN0088,B6T0000000245,E4,2,4,46,11,浅位,279420.0,282359.0,282556.5,3136.5,是
IN0088,B6T0000000245,E4,2,4,46,11,深位,279420.0,282778.0,282975.5,3555.5,是
IN0088,B6T0000000245,E4,2,3,45,47,浅位,279420.0,283197.0,283461.5,4041.5,否
IN0088,B6T0000000245,E4,2,3,45,47,深位,279420.0,283720.0,283984.5,4564.5,否
IN0088,B6T0000000245,E4,2,4,43,52,浅位,279420.0,284243.0,284507.5,5087.5,否
IN0088,B6T0000000245,E4,2,4,43,52,深位,279420.0,284766.0,285030.5,5610.5,否
IN0088,B6T0000000245,E4,2,4,45,47,浅位,279420.0,285289.0,285553.5,6133.5,否
IN0088,B6T0000000245,E4,2,4,45,47,深位,279420.0,285812.0,286076.5,6656.5,否
IN0088,B6T0000000245,E4,2,4,47,42,深位,279420.0,286335.0,286599.5,7179.5,否
IN0088,B6T0000000245,E4,2,3,44,50,浅位,279420.0,286858.0,287123.5,7703.5,否
IN0088,B6T0000000245,E4,2,3,44,50,深位,279420.0,287383.0,287648.5,8228.5,否
IN0088,B6T0000000245,E4,2,3,46,45,浅位,279420.0,287908.0,288173.5,8753.5,否
IN0088,B6T0000000245,E4,2,3,46,45,深位,279420.0,288433.0,288698.5,9278.5,是
IN0088,B6T0000000245,E4,2,4,44,50,浅位,279420.0,288964.0,289229.5,9809.5,是
IN0088,B6T0000000245,E4,2,4,44,50,深位,279420.0,289495.0,289760.5,10340.5,是
IN0088,B6T0000000245,E4,2,4,46,45,浅位,279420.0,290026.0,290291.5,10871.5,是
IN0158,B6T0000000460,E3,2,3,27,5,深位,299280.0,299280.0,299386.0,106.0,否
IN0158,B6T0000000460,E3,2,3,20,30,浅位,299280.0,299486.0,299614.0,334.0,否
IN0583,B6T0000001732,E1,2,3,4,1,深位,306780.0,306780.0,306795.0,15.0,否
IN0583,B6T0000001732,E1,2,3,5,2,深位,306780.0,306804.0,306823.0,43.0,否
IN0583,B6T0000001732,E1,2,3,2,7,深位,306780.0,306836.0,306859.0,79.0,否
IN0583,B6T0000001732,E1,2,3,7,3,浅位,306780.0,306876.0,306901.0,121.0,否
IN0071,B6T0000000200,E4,2,4,43,3,深位,308520.0,308700.0,308866.5,346.5,是
IN0071,B6T0000000200,E4,2,3,44,2,浅位,308520.0,309057.0,309226.5,706.5,是
IN0071,B6T0000000200,E4,2,3,45,1,浅位,308520.0,309424.0,309596.5,1076.5,是
IN0071,B6T0000000200,E4,2,3,45,1,深位,308520.0,309801.0,309973.5,1453.5,否
IN0071,B6T0000000200,E4,2,4,45,1,浅位,308520.0,310140.0,310312.5,1792.5,否
IN0071,B6T0000000200,E4,2,4,45,1,深位,308520.0,310479.0,310651.5,2131.5,否
IN0611,B6T0000001813,E1,2,3,7,3,深位,312960.0,313132.0,313157.0,197.0,是
IN0611,B6T0000001813,E1,2,4,7,3,浅位,312960.0,313386.0,313411.0,451.0,否
IN0611,B6T0000001813,E1,2,4,7,3,深位,312960.0,313430.0,313455.0,495.0,否
IN0513,B6T0000001537,E1,2,3,2,10,浅位,313260.0,313474.0,313503.0,243.0,否
IN0513,B6T0000001537,E1,2,3,2,10,深位,313260.0,313526.0,313555.0,295.0,否
IN0513,B6T0000001537,E1,2,4,2,10,浅位,313260.0,313578.0,313607.0,347.0,否
IN0513,B6T0000001537,E1,2,4,2,10,深位,313260.0,313630.0,313659.0,399.0,否
IN0513,B6T0000001537,E1,2,3,5,12,深位,313260.0,313682.0,313721.0,461.0,否
IN0513,B6T0000001537,E1,2,4,5,12,浅位,313260.0,313754.0,313793.0,533.0,否
IN0365,B6T0000001122,E3,2,3,10,8,浅位,341940.0,341940.0,341984.0,44.0,否
IN0365,B6T0000001122,E3,2,3,10,8,深位,341940.0,342022.0,342066.0,126.0,否
IN0365,B6T0000001122,E3,2,4,10,8,浅位,341940.0,342104.0,342148.0,208.0,否
IN0365,B6T0000001122,E3,2,4,10,8,深位,341940.0,342186.0,342230.0,290.0,否
IN0365,B6T0000001122,E3,2,3,13,6,浅位,341940.0,342268.0,342320.0,380.0,否
IN0365,B6T0000001122,E3,2,3,13,6,深位,341940.0,342366.0,342418.0,478.0,否
IN0365,B6T0000001122,E3,2,4,13,6,浅位,341940.0,342464.0,342516.0,576.0,否
IN0365,B6T0000001122,E3,2,4,13,6,深位,341940.0,342562.0,342614.0,674.0,否
IN0365,B6T0000001122,E3,2,3,9,16,浅位,341940.0,342660.0,342716.0,776.0,否
IN0365,B6T0000001122,E3,2,3,9,16,深位,341940.0,342766.0,342822.0,882.0,否
IN0365,B6T0000001122,E3,2,4,9,16,浅位,341940.0,342872.0,342928.0,988.0,否
IN0365,B6T0000001122,E3,2,4,9,16,深位,341940.0,342978.0,343034.0,1094.0,否
IN0342,B6T0000001047,E3,2,4,12,65,深位,342120.0,343084.0,343250.0,1130.0,否
IN0342,B6T0000001047,E3,2,4,13,63,浅位,342120.0,343410.0,343576.0,1456.0,否
IN0342,B6T0000001047,E3,2,4,13,63,深位,342120.0,343736.0,343902.0,1782.0,否
IN0085,B6T0000000229,E4,2,3,43,9,浅位,343260.0,344062.0,344240.5,980.5,否
IN0658,B6T0000001980,E1,2,3,4,12,浅位,344220.0,344413.0,344450.0,230.0,否
IN0658,B6T0000001980,E1,2,3,4,12,深位,344220.0,344481.0,344518.0,298.0,否
IN0623,B6T0000001844,E1,2,3,1,20,浅位,344520.0,344549.0,344596.0,76.0,否
IN0623,B6T0000001844,E1,2,4,7,17,浅位,344520.0,344637.0,344690.0,170.0,否
IN0623,B6T0000001844,E1,2,4,7,17,深位,344520.0,344737.0,344790.0,270.0,否
IN0623,B6T0000001844,E1,2,3,4,31,浅位,344520.0,344837.0,344912.0,392.0,否
IN0623,B6T0000001844,E1,2,4,8,45,浅位,344520.0,344981.0,345092.0,572.0,否
IN0623,B6T0000001844,E1,2,4,8,45,深位,344520.0,345197.0,345308.0,788.0,否
IN0623,B6T0000001844,E1,2,3,3,54,浅位,344520.0,345413.0,345532.0,1012.0,否
IN0623,B6T0000001844,E1,2,3,3,54,深位,344520.0,345645.0,345764.0,1244.0,否
IN0623,B6T0000001844,E1,2,4,7,52,深位,344520.0,345877.0,346000.0,1480.0,是
IN0623,B6T0000001844,E1,2,3,7,3,深位,344520.0,346123.0,346148.0,1628.0,是
IN0623,B6T0000001844,E1,2,4,7,3,浅位,344520.0,346173.0,346198.0,1678.0,是
IN0623,B6T0000001844,E1,2,3,7,20,浅位,344520.0,346291.0,346350.0,1830.0,是
IN0623,B6T0000001844,E1,2,3,7,20,深位,344520.0,346409.0,346468.0,1948.0,是
