订单号,原材料编号,箱子类型,堆垛机编号,货架号,层(z),列(x),深浅位,到达时刻(s),开始时刻(s),完成时刻(s),操作时间(s),等待时间(s),流动时间(s),是否复合
476,B6T0000001382,E1,2,4,2,4,浅位,175680.0,176824.0,176984.0,160.0,1144.0,1304.0,是
475,B6T0000001382,E1,2,4,2,4,深位,175680.0,177144.0,177304.0,160.0,1464.0,1624.0,是
1734,B6T0000001429,E1,2,3,1,10,浅位,175560.0,177464.0,177624.0,160.0,1904.0,2064.0,是
1733,B6T0000001429,E1,2,3,1,10,深位,175560.0,177784.0,177944.0,160.0,2224.0,2384.0,是
1731,B6T0000001429,E1,2,4,1,10,浅位,175560.0,178104.0,178264.0,160.0,2544.0,2704.0,是
1730,B6T0000001429,E1,2,4,1,10,深位,175560.0,178424.0,178584.0,160.0,2864.0,3024.0,是
1297,B6T0000000996,E3,2,3,9,17,浅位,174420.0,178744.0,178904.0,160.0,4324.0,4484.0,是
1298,B6T0000000996,E3,2,3,9,17,深位,174420.0,178921.0,179020.0,99.0,4501.0,4600.0,是
1303,B6T0000000996,E3,2,4,9,17,浅位,174420.0,179037.0,179136.0,99.0,4617.0,4716.0,是
1300,B6T0000000996,E3,2,4,9,17,深位,174420.0,179153.0,179252.0,99.0,4733.0,4832.0,是
1183,B6T0000001103,E3,2,3,21,3,浅位,175020.0,179269.0,179412.0,143.00000000000003,4249.0,4392.0,是
1184,B6T0000001103,E3,2,3,21,3,深位,175020.0,179439.0,179596.0,157.00000000000003,4419.0,4576.0,是
1182,B6T0000001103,E3,2,4,21,3,浅位,175020.0,179623.0,179780.0,157.00000000000003,4603.0,4760.0,是
1189,B6T0000001103,E3,2,4,21,3,深位,175020.0,179807.0,179964.0,157.00000000000003,4787.0,4944.0,是
1783,B6T0000001122,E3,2,3,24,6,浅位,173760.0,179991.0,180172.0,181.00000000000006,6231.0,6412.0,是
1781,B6T0000001122,E3,2,3,24,6,深位,173760.0,180219.0,180420.0,201.00000000000006,6459.0,6660.0,是
1777,B6T0000001122,E3,2,4,24,6,浅位,173760.0,180478.0,180656.0,178.00000000000006,6718.0,6896.0,是
3241,B6T0000001498,E1,2,3,3,38,浅位,180540.0,180714.0,180856.0,142.0,174.0,316.0,是
3240,B6T0000001498,E1,2,3,3,38,深位,180540.0,180914.0,181056.0,142.0,374.0,516.0,是
1779,B6T0000001122,E3,2,4,24,6,深位,173760.0,181114.0,181292.0,178.00000000000006,7354.0,7532.0,是
1915,B6T0000000403,E3,2,3,29,3,浅位,174000.0,181370.0,181512.0,142.00000000000003,7370.0,7512.0,是
795,B6T0000000540,E3,2,3,9,12,浅位,181380.0,181590.0,181704.0,114.00000000000001,210.0,324.0,是
791,B6T0000000540,E3,2,3,9,12,深位,181380.0,181752.0,181800.0,48.0,372.0,420.0,是
792,B6T0000000540,E3,2,4,9,12,浅位,181380.0,181848.0,181896.0,48.0,468.0,516.0,是
793,B6T0000000540,E3,2,4,9,12,深位,181380.0,181944.0,181992.0,48.0,564.0,612.0,是
1916,B6T0000000403,E3,2,3,29,3,深位,174000.0,182040.0,182248.0,208.00000000000006,8040.0,8248.0,是
3568,B6T0000001417,E1,2,3,6,49,浅位,175560.0,182326.0,182588.0,262.0,6766.0,7028.0,是
3569,B6T0000001417,E1,2,3,6,49,深位,175560.0,182666.0,182928.0,262.0,7106.0,7368.0,是
1426,B6T0000000947,E3,2,3,13,14,浅位,188580.0,189922.0,190100.0,178.0,1342.0,1520.0,是
1422,B6T0000000947,E3,2,3,13,14,深位,188580.0,190168.0,190236.0,68.0,1588.0,1656.0,是
1420,B6T0000000947,E3,2,4,13,14,浅位,188580.0,190304.0,190372.0,68.0,1724.0,1792.0,是
1419,B6T0000000947,E3,2,4,13,14,深位,188580.0,190440.0,190508.0,68.0,1860.0,1928.0,是
196,B6T0000000932,E3,2,3,9,10,浅位,190380.0,192072.0,192234.0,162.0,1692.0,1854.0,是
197,B6T0000000932,E3,2,3,9,10,深位,190380.0,192278.0,192322.0,44.0,1898.0,1942.0,是
2731,B6T0000001922,E1,2,4,8,21,浅位,194640.0,195110.0,195272.0,162.0,470.0,632.0,是
2730,B6T0000001922,E1,2,4,8,21,深位,194640.0,195434.0,195596.0,162.0,794.0,956.0,是
1714,B6T0000001409,E1,2,3,6,7,浅位,194220.0,196076.0,196238.0,162.0,1856.0,2018.0,是
1715,B6T0000001409,E1,2,3,6,7,深位,194220.0,196400.0,196562.0,162.0,2180.0,2342.0,是
1712,B6T0000001409,E1,2,4,6,7,浅位,194220.0,196724.0,196886.0,162.0,2504.0,2666.0,是
1710,B6T0000001409,E1,2,4,6,7,深位,194220.0,197048.0,197210.0,162.0,2828.0,2990.0,是
907,B6T0000000411,E3,2,3,15,6,浅位,194580.0,197372.0,197534.0,162.0,2792.0,2954.0,是
2863,B6T0000000659,E3,2,3,19,27,浅位,197880.0,198128.5,198395.0,266.50000000000006,248.5,515.0,是
2862,B6T0000000659,E3,2,3,19,27,深位,197880.0,198513.0,198631.0,118.0,633.0,751.0,是
2830,B6T0000000816,E3,2,3,18,27,浅位,193920.0,198749.0,198867.0,118.0,4829.0,4947.0,是
2831,B6T0000000816,E3,2,3,18,27,深位,193920.0,198981.0,199095.0,114.0,5061.0,5175.0,是
2861,B6T0000000659,E3,2,4,19,27,浅位,197880.0,199209.0,199331.0,122.0,1329.0,1451.0,是
2325,B6T0000001645,E1,2,4,1,16,浅位,199200.0,199449.0,199567.0,118.0,249.0,367.0,是
2320,B6T0000001645,E1,2,4,1,16,深位,199200.0,199729.5,199952.0,222.50000000000009,529.5,752.0,是
2860,B6T0000000659,E3,2,4,19,27,深位,197880.0,200114.5,200381.0,266.50000000000006,2234.5,2501.0,是
210,B6T0000000581,E3,2,3,9,9,浅位,203640.0,205602.0,205766.0,164.0,1962.0,2126.0,是
2506,B6T0000001035,E3,2,4,9,8,深位,205440.0,205808.0,205850.0,42.0,368.0,410.0,是
212,B6T0000000581,E3,2,3,9,9,深位,203640.0,205890.0,205934.0,44.0,2250.0,2294.0,是
213,B6T0000000581,E3,2,4,9,9,浅位,203640.0,205976.0,206018.0,42.0,2336.0,2378.0,是
214,B6T0000000581,E3,2,4,9,9,深位,203640.0,206060.0,206102.0,42.0,2420.0,2462.0,是
2505,B6T0000001035,E3,2,3,9,11,深位,205440.0,206144.0,206194.0,50.0,704.0,754.0,是
2507,B6T0000001035,E3,2,4,13,8,深位,205440.0,206240.0,206318.0,78.0,800.0,878.0,是
2508,B6T0000001035,E3,2,3,17,1,浅位,205440.0,206374.0,206462.0,88.0,934.0,1022.0,是
2509,B6T0000001035,E3,2,3,17,1,深位,205440.0,206520.0,206578.0,58.0,1080.0,1138.0,是
485,B6T0000001101,E3,2,3,12,7,浅位,207840.0,208140.0,208304.0,164.0,300.0,464.0,是
486,B6T0000001101,E3,2,3,12,7,深位,207840.0,208354.0,208404.0,50.0,514.0,564.0,是
487,B6T0000001101,E3,2,4,12,7,浅位,207840.0,208454.0,208504.0,50.0,614.0,664.0,是
488,B6T0000001101,E3,2,4,12,7,深位,207840.0,208554.0,208604.0,50.0,714.0,764.0,是
2584,B6T0000000418,E3,2,3,22,19,浅位,214080.0,214366.0,214596.0,230.00000000000003,286.0,516.0,是
2583,B6T0000000418,E3,2,3,22,19,深位,214080.0,214710.0,214824.0,114.00000000000001,630.0,744.0,是
2582,B6T0000000418,E3,2,4,22,19,浅位,214080.0,214938.0,215052.0,114.00000000000001,858.0,972.0,是
2581,B6T0000000418,E3,2,4,22,19,深位,214080.0,215166.0,215280.0,114.00000000000001,1086.0,1200.0,是
319,B6T0000001196,E3,2,3,13,5,浅位,216480.0,217542.5,217789.0,246.50000000000009,1062.5,1309.0,是
318,B6T0000001196,E3,2,3,13,5,深位,216480.0,218035.5,218282.0,246.50000000000009,1555.5,1802.0,是
323,B6T0000001196,E3,2,4,13,5,浅位,216480.0,218540.5,218799.0,258.50000000000006,2060.5,2319.0,是
322,B6T0000001196,E3,2,4,13,5,深位,216480.0,219058.5,219318.0,259.50000000000006,2578.5,2838.0,是
3033,B6T0000001726,E1,2,4,7,28,浅位,218220.0,219368.0,219510.0,142.0,1148.0,1290.0,是
3031,B6T0000001726,E1,2,4,7,28,深位,218220.0,219560.0,219702.0,142.0,1340.0,1482.0,是
2642,B6T0000000200,E4,2,3,48,14,浅位,219840.0,220056.0,220497.0,441.00000000000017,216.0,657.0,是
2641,B6T0000000200,E4,2,3,48,14,深位,219840.0,220663.0,221096.0,433.0000000000001,823.0,1256.0,是
2640,B6T0000000200,E4,2,4,48,14,浅位,219840.0,221262.0,221695.0,433.0000000000001,1422.0,1855.0,是
2643,B6T0000000200,E4,2,4,48,14,深位,219840.0,221861.0,222286.0,425.00000000000017,2021.0,2446.0,是
2761,B6T0000000146,E4,2,3,43,22,浅位,228000.0,228618.5,228879.0,260.5000000000001,618.5,879.0,是
2369,B6T0000001572,E1,2,4,8,13,浅位,228780.0,229083.5,229288.0,204.50000000000009,303.5,508.0,是
2368,B6T0000001572,E1,2,4,8,13,深位,228780.0,229549.5,229811.0,261.5000000000001,769.5,1031.0,是
2763,B6T0000000146,E4,2,3,43,22,深位,228000.0,230072.5,230334.0,261.5000000000001,2072.5,2334.0,是
2760,B6T0000000146,E4,2,4,43,22,浅位,228000.0,230538.5,230743.0,204.50000000000009,2538.5,2743.0,是
2762,B6T0000000146,E4,2,4,43,22,深位,228000.0,230947.5,231152.0,204.50000000000009,2947.5,3152.0,是
3501,B6T0000001808,E1,2,4,8,45,浅位,258960.0,258960.0,259176.0,216.0,0.0,216.0,否
3500,B6T0000001808,E1,2,4,8,45,深位,258960.0,259176.0,259392.0,216.0,216.0,432.0,否
3536,B6T0000001749,E1,2,4,1,10,深位,259680.0,259680.0,259728.0,48.0,0.0,48.0,否
3537,B6T0000001749,E1,2,3,1,20,浅位,259680.0,259728.0,259816.0,88.0,48.0,136.0,否
3079,B6T0000001354,E1,2,3,4,31,浅位,259200.0,260159.0,260303.0,144.0,959.0,1103.0,否
2235,B6T0000000051,E4,2,3,46,11,浅位,259740.0,260943.0,261332.0,389.00000000000017,1203.0,1592.0,否
2234,B6T0000000051,E4,2,3,46,11,深位,259740.0,261332.0,261721.0,389.00000000000017,1592.0,1981.0,否
2232,B6T0000000051,E4,2,4,46,11,浅位,259740.0,261721.0,262110.0,389.00000000000017,1981.0,2370.0,否
654,B6T0000001698,E1,2,3,4,3,浅位,261780.0,262110.0,262142.0,32.0,330.0,362.0,否
653,B6T0000001698,E1,2,3,4,3,深位,261780.0,262142.0,262174.0,32.0,362.0,394.0,否
652,B6T0000001698,E1,2,4,4,3,浅位,261780.0,262174.0,262206.0,32.0,394.0,426.0,否
2233,B6T0000000051,E4,2,4,46,11,深位,259740.0,262206.0,262595.0,389.00000000000017,2466.0,2855.0,否
2433,B6T0000000778,E3,2,4,10,29,浅位,262500.0,262595.0,262761.0,166.0,95.0,261.0,否
2431,B6T0000000778,E3,2,4,10,29,深位,262500.0,262761.0,262927.0,166.0,261.0,427.0,否
1604,B6T0000001610,E1,2,3,4,7,浅位,260160.0,262927.0,262975.0,48.0,2767.0,2815.0,否
1606,B6T0000001610,E1,2,3,4,7,深位,260160.0,262975.0,263023.0,48.0,2815.0,2863.0,否
1607,B6T0000001610,E1,2,4,4,7,浅位,260160.0,263023.0,263071.0,48.0,2863.0,2911.0,否
1608,B6T0000001610,E1,2,4,4,7,深位,260160.0,263071.0,263119.0,48.0,2911.0,2959.0,否
162,B6T0000000810,E3,2,3,15,1,浅位,259440.0,263866.0,263960.0,93.99999999999999,4426.0,4520.0,否
156,B6T0000000810,E3,2,3,15,1,深位,259440.0,263960.0,264054.0,93.99999999999999,4520.0,4614.0,否
166,B6T0000000810,E3,2,4,15,1,浅位,259440.0,264054.0,264148.0,93.99999999999999,4614.0,4708.0,否
158,B6T0000000810,E3,2,4,15,1,深位,259440.0,264148.0,264242.0,93.99999999999999,4708.0,4802.0,否
681,B6T0000001180,E3,2,3,11,9,浅位,259800.0,265156.0,265250.0,94.0,5356.0,5450.0,否
680,B6T0000001180,E3,2,3,11,9,深位,259800.0,265300.0,265382.0,82.0,5500.0,5582.0,是
678,B6T0000001180,E3,2,4,11,9,浅位,259800.0,265432.0,265514.0,82.0,5632.0,5714.0,是
677,B6T0000001180,E3,2,4,11,9,深位,259800.0,265564.0,265646.0,82.0,5764.0,5846.0,是
3063,B6T0000001583,E1,2,3,8,8,深位,265740.0,265740.0,265808.0,68.0,0.0,68.0,否
3062,B6T0000001583,E1,2,3,5,12,深位,265740.0,265808.0,265880.0,72.0,68.0,140.0,否
3061,B6T0000001583,E1,2,4,5,12,浅位,265740.0,265880.0,265952.0,72.0,140.0,212.0,否
3094,B6T0000001025,E3,2,3,20,30,浅位,271920.0,272447.0,272697.0,250.0,527.0,777.0,否
281,B6T0000000305,E4,2,3,44,2,浅位,261780.0,275439.0,275771.0,332.00000000000017,13659.0,13991.0,是
1010,B6T0000001090,E3,2,3,12,11,浅位,276120.0,276120.0,276230.0,110.0,0.0,110.0,否
1008,B6T0000001090,E3,2,3,12,11,深位,276120.0,276230.0,276340.0,110.0,110.0,220.0,否
1007,B6T0000001090,E3,2,4,12,11,浅位,276120.0,276340.0,276450.0,110.0,220.0,330.0,否
1006,B6T0000001090,E3,2,4,12,11,深位,276120.0,276450.0,276560.0,110.0,330.0,440.0,否
2780,B6T0000000204,E4,2,4,43,3,深位,277200.0,277200.0,277527.0,327.00000000000017,0.0,327.0,否
2782,B6T0000000204,E4,2,3,43,9,浅位,277200.0,277527.0,277878.0,351.00000000000017,327.0,678.0,否
2783,B6T0000000204,E4,2,3,43,9,深位,277200.0,277936.0,278243.0,307.0000000000001,736.0,1043.0,是
1899,B6T0000001029,E3,2,3,13,5,浅位,278220.0,278301.0,278367.0,66.0,81.0,147.0,是
1898,B6T0000001029,E3,2,3,13,5,深位,278220.0,278417.0,278467.0,50.0,197.0,247.0,是
1897,B6T0000001029,E3,2,4,13,5,浅位,278220.0,278517.0,278567.0,50.0,297.0,347.0,是
1900,B6T0000001029,E3,2,4,13,5,深位,278220.0,278617.0,278667.0,50.0,397.0,447.0,是
2781,B6T0000000204,E4,2,4,43,9,浅位,277200.0,278717.0,279024.0,307.0000000000001,1517.0,1824.0,是
1893,B6T0000001029,E3,2,3,27,5,浅位,278220.0,280258.5,280437.0,178.50000000000006,2038.5,2217.0,是
1894,B6T0000001029,E3,2,3,27,5,深位,278220.0,280495.0,280673.0,178.00000000000003,2275.0,2453.0,是
2549,B6T0000001449,E1,2,4,7,17,浅位,282180.0,282556.5,282778.0,221.50000000000009,376.5,598.0,是
2548,B6T0000001449,E1,2,4,7,17,深位,282180.0,282975.5,283197.0,221.50000000000009,795.5,1017.0,是
1089,B6T0000001415,E1,2,3,7,3,浅位,287880.0,288698.5,288964.0,265.5000000000001,818.5,1084.0,是
1090,B6T0000001415,E1,2,3,7,3,深位,287880.0,289229.5,289495.0,265.50000000000006,1349.5,1615.0,是
1099,B6T0000001415,E1,2,4,7,3,浅位,287880.0,289760.5,290026.0,265.50000000000006,1880.5,2146.0,是
1098,B6T0000001415,E1,2,4,7,3,深位,287880.0,290291.5,290557.0,265.5000000000001,2411.5,2677.0,是
1365,B6T0000000150,E4,2,3,46,5,浅位,295320.0,296960.0,297325.0,365.00000000000017,1640.0,2005.0,否
1366,B6T0000000150,E4,2,3,46,5,深位,295320.0,297325.0,297690.0,365.00000000000017,2005.0,2370.0,否
1372,B6T0000000150,E4,2,4,46,5,浅位,295320.0,297690.0,298055.0,365.00000000000017,2370.0,2735.0,否
1810,B6T0000001372,E1,2,3,2,10,浅位,297060.0,298055.0,298107.0,52.0,995.0,1047.0,否
1811,B6T0000001372,E1,2,3,2,10,深位,297060.0,298107.0,298159.0,52.0,1047.0,1099.0,否
1812,B6T0000001372,E1,2,4,2,10,浅位,297060.0,298159.0,298211.0,52.0,1099.0,1151.0,否
1813,B6T0000001372,E1,2,4,2,10,深位,297060.0,298211.0,298263.0,52.0,1151.0,1203.0,否
1368,B6T0000000150,E4,2,4,46,5,深位,295320.0,298263.0,298628.0,365.00000000000017,2943.0,3308.0,否
2922,B6T0000000210,E4,2,3,43,24,浅位,297660.0,300040.0,300451.0,411.00000000000017,2380.0,2791.0,否
1367,B6T0000000150,E4,2,3,49,1,浅位,295320.0,300798.0,301177.0,379.00000000000017,5478.0,5857.0,否
333,B6T0000000139,E4,2,3,45,1,浅位,302220.0,302220.0,302559.0,339.00000000000017,0.0,339.0,否
1215,B6T0000000577,E3,2,3,9,16,浅位,302040.0,302559.0,302665.0,106.0,519.0,625.0,否
1221,B6T0000000577,E3,2,3,9,16,深位,302040.0,302665.0,302771.0,106.0,625.0,731.0,否
1222,B6T0000000577,E3,2,4,9,16,浅位,302040.0,302771.0,302877.0,106.0,731.0,837.0,否
1217,B6T0000000577,E3,2,4,9,16,深位,302040.0,302877.0,302983.0,106.0,837.0,943.0,否
348,B6T0000000139,E4,2,3,45,1,深位,302220.0,302983.0,303322.0,339.00000000000017,763.0,1102.0,否
347,B6T0000000139,E4,2,4,45,1,浅位,302220.0,303322.0,303661.0,339.00000000000017,1102.0,1441.0,否
330,B6T0000000139,E4,2,4,45,1,深位,302220.0,303661.0,304000.0,339.00000000000017,1441.0,1780.0,否
3157,B6T0000001949,E1,2,3,4,1,深位,306600.0,306600.0,306624.0,24.0,0.0,24.0,否
3158,B6T0000001949,E1,2,3,5,2,深位,306600.0,306624.0,306656.0,32.0,24.0,56.0,否
3159,B6T0000001949,E1,2,3,2,7,深位,306600.0,306656.0,306696.0,40.0,56.0,96.0,否
1157,B6T0000000245,E4,2,4,43,3,深位,308040.0,308040.0,308367.0,327.00000000000017,0.0,327.0,否
1156,B6T0000000245,E4,2,3,44,2,浅位,308040.0,308367.0,308700.0,333.00000000000017,327.0,660.0,否
1164,B6T0000000245,E4,2,3,43,9,浅位,308040.0,308866.5,309057.0,190.50000000000009,826.5,1017.0,是
1155,B6T0000000245,E4,2,3,43,9,深位,308040.0,309226.5,309424.0,197.50000000000009,1186.5,1384.0,是
1167,B6T0000000245,E4,2,4,43,9,浅位,308040.0,309596.5,309801.0,204.5000000000001,1556.5,1761.0,是
1158,B6T0000000245,E4,2,3,45,5,浅位,308040.0,310818.0,311173.0,355.00000000000017,2778.0,3133.0,否
1160,B6T0000000245,E4,2,3,45,5,深位,308040.0,311173.0,311528.0,355.00000000000017,3133.0,3488.0,否
1161,B6T0000000245,E4,2,4,45,5,浅位,308040.0,311528.0,311883.0,355.00000000000017,3488.0,3843.0,否
1153,B6T0000000245,E4,2,4,45,5,深位,308040.0,311883.0,312238.0,355.00000000000017,3843.0,4198.0,否
3642,B6T0000001391,E1,2,3,3,54,浅位,312900.0,312900.0,313132.0,232.0,0.0,232.0,否
3643,B6T0000001391,E1,2,3,3,54,深位,312900.0,313157.0,313386.0,229.0,257.0,486.0,是
2135,B6T0000001633,E1,2,3,4,12,浅位,313560.0,315124.0,315192.0,68.0,1564.0,1632.0,否
2136,B6T0000001633,E1,2,3,4,12,深位,313560.0,315192.0,315260.0,68.0,1632.0,1700.0,否
224,B6T0000000581,E3,2,3,10,8,浅位,311640.0,317634.0,317716.0,82.0,5994.0,6076.0,否
225,B6T0000000581,E3,2,3,10,8,深位,311640.0,317716.0,317798.0,82.0,6076.0,6158.0,否
220,B6T0000000581,E3,2,4,10,8,浅位,311640.0,317798.0,317880.0,82.0,6158.0,6240.0,否
226,B6T0000000581,E3,2,4,10,8,深位,311640.0,317880.0,317962.0,82.0,6240.0,6322.0,否
503,B6T0000001101,E3,2,3,13,6,浅位,309960.0,320009.0,320107.0,98.0,10049.0,10147.0,否
507,B6T0000001101,E3,2,3,13,6,深位,309960.0,320107.0,320205.0,98.0,10147.0,10245.0,否
505,B6T0000001101,E3,2,4,13,6,浅位,309960.0,320205.0,320303.0,98.0,10245.0,10343.0,否
515,B6T0000001101,E3,2,4,13,6,深位,309960.0,320303.0,320401.0,98.0,10343.0,10441.0,否
3726,B6T0000001813,E1,2,3,7,3,深位,345840.0,346000.0,346123.0,123.0,160.0,283.0,是
3727,B6T0000001813,E1,2,4,7,3,浅位,345840.0,346148.0,346173.0,25.0,308.0,333.0,是
2651,B6T0000001682,E1,2,3,7,20,浅位,345720.0,346198.0,346291.0,93.0,478.0,571.0,是
2650,B6T0000001682,E1,2,3,7,20,深位,345720.0,346350.0,346409.0,59.0,630.0,689.0,是
2649,B6T0000001682,E1,2,4,7,20,浅位,345720.0,346468.0,346527.0,59.0,748.0,807.0,是
2648,B6T0000001682,E1,2,4,7,20,深位,345720.0,346586.0,346645.0,59.0,866.0,925.0,是
974,B6T0000001844,E1,2,3,1,6,浅位,346200.0,346704.0,346763.0,59.0,504.0,563.0,是
973,B6T0000001844,E1,2,3,1,6,深位,346200.0,346782.0,346801.0,19.0,582.0,601.0,是
972,B6T0000001844,E1,2,4,1,6,浅位,346200.0,346820.0,346839.0,19.0,620.0,639.0,是
977,B6T0000001844,E1,2,4,1,6,深位,346200.0,346858.0,346877.0,19.0,658.0,677.0,是
2736,B6T0000001280,E3,2,4,11,33,浅位,345720.0,346896.0,347073.0,177.0,1176.0,1353.0,是
2453,B6T0000001399,E1,2,3,1,19,浅位,346860.0,347632.0,347757.0,125.0,772.0,897.0,是
752,B6T0000000843,E3,2,3,16,4,浅位,346140.0,347802.0,347937.0,135.0,1662.0,1797.0,是
3013,B6T0000001973,E1,2,3,1,18,浅位,347820.0,347997.0,348113.0,116.0,177.0,293.0,是
983,B6T0000001844,E1,2,3,1,6,浅位,346200.0,348156.0,348199.0,43.00000000000001,1956.0,1999.0,是
975,B6T0000001844,E1,2,3,1,6,深位,346200.0,348218.0,348237.0,19.0,2018.0,2037.0,是
982,B6T0000001844,E1,2,4,1,6,浅位,346200.0,348256.0,348275.0,19.0,2056.0,2075.0,是
981,B6T0000001844,E1,2,4,1,6,深位,346200.0,348294.0,348313.0,19.0,2094.0,2113.0,是
980,B6T0000001844,E1,2,3,1,6,浅位,346200.0,348491.5,348670.0,178.50000000000009,2291.5,2470.0,是
979,B6T0000001844,E1,2,3,1,6,深位,346200.0,348848.5,349027.0,178.50000000000009,2648.5,2827.0,是
978,B6T0000001844,E1,2,4,1,6,浅位,346200.0,349207.5,349392.0,184.50000000000009,3007.5,3192.0,是
2208,B6T0000001098,E3,2,3,9,27,浅位,346200.0,349572.5,349841.0,268.5000000000001,3372.5,3641.0,是
2209,B6T0000001098,E3,2,3,9,27,深位,346200.0,350021.5,350290.0,268.5000000000001,3821.5,4090.0,是
2210,B6T0000001098,E3,2,4,9,27,浅位,346200.0,350470.5,350739.0,268.5000000000001,4270.5,4539.0,是
3226,B6T0000001769,E1,2,3,7,35,浅位,348300.0,350924.5,351230.0,305.5000000000001,2624.5,2930.0,是
3228,B6T0000001769,E1,2,3,7,35,深位,348300.0,351415.5,351721.0,305.5000000000001,3115.5,3421.0,是
3227,B6T0000001769,E1,2,4,7,35,浅位,348300.0,351906.5,352212.0,305.5000000000001,3606.5,3912.0,是
2817,B6T0000000976,E3,2,4,39,5,浅位,348120.0,352397.5,352583.0,185.50000000000009,4277.5,4463.0,是
2819,B6T0000000976,E3,2,4,39,5,深位,348120.0,352775.5,352984.0,208.50000000000009,4655.5,4864.0,是
271,B6T0000000305,E4,2,3,44,2,深位,347580.0,352984.0,353317.0,333.00000000000017,5404.0,5737.0,否
270,B6T0000000305,E4,2,4,44,2,浅位,347580.0,353317.0,353650.0,333.00000000000017,5737.0,6070.0,否
269,B6T0000000305,E4,2,4,44,2,深位,347580.0,353650.0,353983.0,333.00000000000017,6070.0,6403.0,否
3592,B6T0000000056,E4,2,4,43,8,深位,347820.0,353983.0,354330.0,347.00000000000017,6163.0,6510.0,否
3593,B6T0000000056,E4,2,3,45,3,浅位,347820.0,354330.0,354677.0,347.00000000000017,6510.0,6857.0,否
3422,B6T0000000173,E4,2,4,46,5,浅位,345960.0,354677.0,355042.0,365.00000000000017,8717.0,9082.0,否
3266,B6T0000000994,E3,2,4,18,15,深位,354900.0,355042.0,355216.0,174.0,142.0,316.0,否
3267,B6T0000000994,E3,2,3,18,26,深位,354900.0,355216.0,355434.0,218.0,316.0,534.0,否
3423,B6T0000000173,E4,2,4,46,5,深位,345960.0,355434.0,355799.0,365.00000000000017,9474.0,9839.0,否
1995,B6T0000000186,E4,2,3,46,9,浅位,346080.0,355799.0,356180.0,381.00000000000017,9719.0,10100.0,否
1996,B6T0000000186,E4,2,3,46,9,深位,346080.0,356180.0,356561.0,381.00000000000017,10100.0,10481.0,否
3738,B6T0000000137,E4,2,3,46,14,浅位,347880.0,356561.0,356962.0,401.00000000000017,8681.0,9082.0,否
3667,B6T0000001940,E1,2,3,8,52,浅位,369420.0,369420.0,369664.0,244.0,0.0,244.0,否
3666,B6T0000001940,E1,2,3,8,52,深位,369420.0,369664.0,369908.0,244.0,244.0,488.0,否
311,B6T0000001196,E3,2,3,14,4,浅位,376560.0,376854.0,376952.0,97.99999999999999,294.0,392.0,否
313,B6T0000001196,E3,2,3,14,4,深位,376560.0,376952.0,377050.0,97.99999999999999,392.0,490.0,否
312,B6T0000001196,E3,2,4,14,4,浅位,376560.0,377050.0,377148.0,97.99999999999999,490.0,588.0,否
918,B6T0000000411,E3,2,3,15,6,深位,378240.0,378626.0,378740.0,113.99999999999999,386.0,500.0,否
913,B6T0000000411,E3,2,4,15,6,浅位,378240.0,378740.0,378854.0,113.99999999999999,500.0,614.0,否
922,B6T0000000411,E3,2,4,15,6,深位,378240.0,378854.0,378968.0,113.99999999999999,614.0,728.0,否
3720,B6T0000000563,E3,2,4,26,45,浅位,382020.0,382020.0,382378.0,358.0,0.0,358.0,否
3721,B6T0000000563,E3,2,4,26,45,深位,382020.0,382378.0,382736.0,358.0,358.0,716.0,否
2768,B6T0000001992,E1,2,4,2,9,深位,382920.0,383018.0,383090.0,72.0,98.0,170.0,是
2769,B6T0000001992,E1,2,4,7,5,深位,382920.0,383150.0,383210.0,59.99999999999999,230.0,290.0,是
2770,B6T0000001992,E1,2,3,4,11,浅位,382920.0,383270.0,383350.0,79.99999999999999,350.0,430.0,是
2771,B6T0000001992,E1,2,3,4,11,深位,382920.0,383518.0,383686.0,168.0,598.0,766.0,是
2758,B6T0000001843,E1,2,4,5,2,浅位,386040.0,386492.0,386660.0,168.0,452.0,620.0,是
2756,B6T0000001843,E1,2,4,5,2,深位,386040.0,386828.0,386996.0,168.0,788.0,956.0,是
2757,B6T0000001843,E1,2,4,2,8,浅位,386040.0,386996.0,387040.0,44.0,956.0,1000.0,否
2759,B6T0000001843,E1,2,4,2,8,深位,386040.0,387059.0,387102.0,43.0,1019.0,1062.0,是
596,B6T0000000247,E4,2,3,45,2,浅位,400380.0,400717.0,401060.0,343.00000000000017,337.0,680.0,否
595,B6T0000000247,E4,2,3,45,2,深位,400380.0,401060.0,401403.0,343.00000000000017,680.0,1023.0,否
6,B6T0000001209,E3,2,3,9,3,浅位,402180.0,402396.0,402450.0,53.99999999999999,216.0,270.0,否
3145,B6T0000001777,E1,2,3,2,9,浅位,402420.0,402450.0,402498.0,48.0,30.0,78.0,否
3146,B6T0000001777,E1,2,3,2,9,深位,402420.0,402498.0,402546.0,48.0,78.0,126.0,否
3147,B6T0000001777,E1,2,4,2,9,浅位,402420.0,402546.0,402594.0,48.0,126.0,174.0,否
5,B6T0000001209,E3,2,3,9,3,深位,402180.0,402594.0,402648.0,53.99999999999999,414.0,468.0,否
4,B6T0000001209,E3,2,3,10,1,浅位,402180.0,402648.0,402702.0,54.0,468.0,522.0,否
2,B6T0000001209,E3,2,3,10,1,深位,402180.0,402702.0,402756.0,54.0,522.0,576.0,否
